Gene_ID	subject_id	D_T1_Rep1	D_T1_Rep2	D_T1_Rep3	D_T1_Rep4	D_T2_Rep1	D_T2_Rep2	D_T2_Rep3	D_T2_Rep4
WUAT02016708.1	Potri.008G224210.1	50	182	76	42	120	144	38	82
WUAT02016709.1	Potri.003G006200.7	1556	892	1078	1018	878	850	580	1358
WUAT02016718.1	Potri.010G052500.1	11710	16034	8862	6802	8910	8892	4958	6204
WUAT02016719.1	Potri.005G153800.1	8850	11800	11616	11994	11670	10102	14190	17258
WUAT02016723.1	Potri.002G100200.1	174352	218068	273280	210882	181672	189558	199108	205100
WUAT02016727.1	Potri.005G094400.1	22982	16936	16850	13522	21910	15944	14824	21540
WUAT02016728.1	Potri.002G128300.3	5544	3424	3872	5276	11898	7656	4718	5104
WUAT02016732.1	Potri.004G098100.3	18188	23416	23682	19706	24134	24276	24036	25612
WUAT02016734.1	Potri.004G025900.7	1268	1764	2052	2188	3078	3028	4400	6940
WUAT02016737.1	Potri.002G109300.3	2354	2550	2942	2180	3666	2918	3230	3416
WUAT02016742.1	Potri.008G224093.1	2228	3000	2126	1276	2484	2972	2052	1856
WUAT02016745.1	Potri.005G154300.1	4780	6050	5814	4062	5218	4732	5578	4712
WUAT02016750.1	Potri.001G342933.1	19180	23808	27222	18554	31420	29362	34234	39196
WUAT02016755.1	Potri.013G143400.2	20106	34492	43386	22184	43926	31998	54726	58680
WUAT02016756.1	Potri.008G016000.7	8426	12836	12202	7994	10202	12284	9246	14100
WUAT02016758.1	Potri.019G047540.1	4	4	2	2	2	0	0	4
WUAT02016759.1	Potri.012G020500.1	120776	150934	192760	79304	106268	105576	90038	107492
WUAT02016760.1	Potri.017G131000.1	14	10	16	16	2	4	54	18
WUAT02016762.1	Potri.018G148432.1	42866	50222	27944	26398	27950	51006	27966	20172
WUAT02016763.1	Potri.003G201200.4	13696	13900	12726	9282	15942	17370	13900	15982
WUAT02016764.1	Potri.001G134425.1	736	618	840	532	488	750	756	992
WUAT02016767.1	Potri.004G140800.1	1730	27732	49172	17002	3700	17592	6340	9282
WUAT02016768.1	Potri.012G075000.1	56688	56502	75756	47140	81556	72478	69506	97484
WUAT02016769.1	Potri.008G141400.1	22610	27404	32176	23782	24272	28452	19096	23114
WUAT02016773.1	Potri.010G173800.1	36284	45060	49596	39816	52080	44244	59722	85316
WUAT02016777.1	Potri.003G121700.1	38348	52292	49896	39520	53706	51846	59400	69734
WUAT02016781.1	Potri.010G068000.1	4260	5242	4904	2172	4228	4710	4304	4680
WUAT02016782.1	Potri.001G280600.1	822	1554	874	662	1252	1324	1736	1960
WUAT02016785.1	Potri.006G060400.1	1072	1210	1862	796	1808	1274	1628	1158
WUAT02016786.1	Potri.013G143400.2	1218	1372	816	518	3774	8254	1108	1170
WUAT02016791.1	Potri.012G031250.1	4010	5640	3690	3482	4858	6002	5176	6214
WUAT02016795.1	Potri.004G234100.4	164298	164348	134586	79030	195004	164726	119414	142940
WUAT02016800.1	Potri.019G028200.1	144	174	106	88	154	154	96	80
WUAT02016801.1	Potri.006G150400.1	17464	21752	17980	9224	16076	14058	10370	11652
WUAT02016805.1	Potri.003G198100.1	2608	2960	5062	2272	2902	2766	1692	2070
WUAT02016808.1	Potri.006G105100.1	406	1134	1286	1076	936	1526	1410	1782
WUAT02016809.1	Potri.005G254000.3	64560	70286	84634	65000	75196	78518	56038	56802
WUAT02016813.1	Potri.004G140800.1	16412	17388	16474	12088	21900	21688	11414	20304
WUAT02016818.1	Potri.012G064100.2	6126	4768	5154	3436	7662	4630	9742	8540
WUAT02016823.1	Potri.018G074200.1	15474	8662	8724	4350	23656	16870	6286	15978
WUAT02016826.1	Potri.011G075051.1	48426	63802	73144	84212	47590	51498	74306	72762
WUAT02016827.1	Potri.014G104600.3	6794	5744	6706	5116	13156	6512	16966	17042
WUAT02016831.1	Potri.003G088800.1	6790	11476	9086	3630	4056	4858	2962	3920
WUAT02016832.1	Potri.002G235550.1	364	242	336	396	320	92	52	292
WUAT02016836.1	Potri.006G136400.9	29516	33450	35098	30586	26620	27914	25938	28362
WUAT02016838.1	Potri.003G006300.1	682	752	292	236	884	544	772	280
WUAT02016840.1	Potri.017G033200.3	7874	9626	7264	6040	8382	10474	11552	9786
WUAT02016841.1	Potri.006G222000.1	13602	15610	20678	16360	21664	19404	22176	24644
WUAT02016846.1	Potri.005G067100.1	12	22	14	98	44	6	98	4
WUAT02016849.1	Potri.001G297300.2	4070	6058	6772	5128	6616	5078	6976	8300
WUAT02016850.1	Potri.017G069300.5	24172	27948	27072	20504	21706	23154	27172	25896
WUAT02016855.1	Potri.006G033201.1	20158	20780	15404	13088	27232	17314	32908	43604
WUAT02016860.1	Potri.004G049100.1	35782	55600	26830	17852	20740	20560	21972	10202
WUAT02016863.1	Potri.002G011100.1	5142	6572	5072	4622	7060	5388	7602	7832
WUAT02016867.1	Potri.001G226900.1	13848	15264	20306	16026	19476	20652	18396	23710
WUAT02016868.1	Potri.010G027100.2	712	884	1096	672	854	640	780	998
WUAT02016870.1	Potri.010G206600.1	2350	2070	1530	2194	12026	3878	10326	8920
WUAT02016877.1	Potri.006G049100.1	1730	6022	1502	2186	1450	3342	1460	806
WUAT02016880.1	Potri.001G214800.2	1630	1998	1846	1770	1522	1586	1508	2464
WUAT02016885.1	Potri.013G136466.1	34640	28370	20754	13434	31098	21668	14828	21498
WUAT02016889.1	Potri.013G088900.2	112	2294	3132	68	2328	528	4268	5788
WUAT02016894.1	Potri.018G092000.2	6692	8686	4228	4754	4156	5380	1562	2084
WUAT02016895.1	Potri.015G113100.1	768	926	1136	878	5002	2112	1636	2524
WUAT02016898.1	Potri.006G279700.2	26838	26714	52980	13658	19736	25568	14398	12006
WUAT02016899.1	Potri.009G055400.1	48244	56128	49388	37366	39070	41274	35794	37148
WUAT02016904.1	Potri.013G075100.1	9930	11822	7722	5686	10194	10984	11074	12222
WUAT02016906.1	Potri.009G009900.4	23232	19530	25672	16520	23246	22652	26512	25046
WUAT02016913.1	Potri.013G162700.1	5426	5150	4470	3098	3314	2836	2842	3122
WUAT02016917.1	Potri.004G041900.5	8062	10396	10250	4132	28790	13218	23680	23560
WUAT02016918.1	Potri.008G090400.1	884	1970	1556	1766	2376	1880	3184	2344
WUAT02016921.1	Potri.013G133550.2	9598	11038	8732	4804	6536	8234	3678	3642
WUAT02016922.1	Potri.011G093200.1	67720	78994	104892	98880	80524	90612	83238	85166
WUAT02016924.1	Potri.012G086400.3	8932	5416	9894	8672	29108	22994	29428	28842
WUAT02016926.1	Potri.010G023800.1	288	330	384	288	456	452	626	332
WUAT02016930.1	Potri.013G141912.1	9484	14720	6812	5334	10596	8384	7234	6936
WUAT02016934.1	Potri.001G165800.3	33436	39820	44926	36364	44232	42658	54224	51210
WUAT02016935.1	Potri.008G054600.1	1068	454	1018	482	1112	1054	924	958
WUAT02016939.1	Potri.003G068400.1	28810	35988	35722	30808	51502	39780	69292	79410
WUAT02016945.1	Potri.006G240500.6	11876	12976	13298	10814	13742	12038	11522	15690
WUAT02016948.1	Potri.007G056900.1	18254	21846	22362	15250	25400	18798	19940	19900
WUAT02016952.1	Potri.013G081300.10	37968	49110	44728	32214	36152	40782	31362	33204
WUAT02016955.1	Potri.004G020300.5	6680	7798	9112	7302	8368	8188	9914	9076
WUAT02016957.1	Potri.002G183100.6	14640	21688	16976	12506	35996	29922	45090	39790
WUAT02016958.1	Potri.007G056200.1	5554	5156	3988	2294	4492	3036	3164	3654
WUAT02016962.1	Potri.004G142300.2	34068	34136	30726	24692	30782	29098	26008	26454
WUAT02016967.1	Potri.010G158700.8	4162	5590	2286	1242	2764	2586	2304	2202
WUAT02016970.1	Potri.005G047600.1	6120	6690	10394	7842	9312	8006	6438	7232
WUAT02016971.1	Potri.002G099500.1	258	202	170	190	242	210	488	176
WUAT02016972.1	Potri.013G133550.2	392	108	86	238	502	896	700	1216
WUAT02016981.1	Potri.001G134100.5	128	326	86	120	154	66	28	44
WUAT02016986.1	Potri.001G182300.2	30	60	308	282	742	112	214	176
WUAT02016988.1	Potri.002G044700.1	28334	29426	25582	10734	18314	21602	12552	13194
WUAT02016989.1	Potri.017G075400.1	8526	13406	8234	5006	8894	10298	9736	9152
WUAT02016990.1	Potri.010G052500.1	52	40	138	62	74	208	86	242
WUAT02016992.1	Potri.012G110800.1	14	20	36	0	4	16	8	10
WUAT02016993.1	Potri.009G132100.1	6910	8424	8192	6548	9872	8406	9960	10962
WUAT02016996.1	Potri.017G094600.2	2172	2950	2314	1560	2284	2804	1894	1616
WUAT02016998.1	Potri.001G006700.1	14192	11570	22808	11696	7472	13004	3396	5710
WUAT02016999.1	Potri.002G099200.1	180128	219718	166992	101068	178718	153906	54888	91456
WUAT02017002.1	Potri.001G312800.9	3256	4186	3182	2258	3264	2786	1466	2324
WUAT02017006.1	Potri.013G142548.1	47472	63278	60474	41672	71554	70084	63050	62366
WUAT02017010.1	Potri.004G203500.3	6030	7178	9030	8950	8468	8306	16270	9986
WUAT02017015.1	Potri.001G462000.1	17492	18490	15378	13150	18694	11838	9364	18958
WUAT02017016.1	Potri.001G236100.1	29136	31584	38008	28786	36020	27870	33380	35634
WUAT02017017.1	Potri.004G052700.3	24	44	26	12	62	20	26	48
WUAT02017018.1	Potri.015G104600.6	2610	3060	4326	2558	3434	3554	4266	4476
WUAT02017020.1	Potri.013G000300.5	39058	57172	47304	44250	57918	48638	101454	81368
WUAT02017021.1	Potri.014G112400.8	368	422	1014	858	578	878	956	784
WUAT02017025.1	Potri.001G148300.1	4814	4984	3486	3048	6840	7692	7596	7370
WUAT02017030.1	Potri.007G062061.1	11880	8022	13950	18676	6682	7004	7066	14352
WUAT02017032.1	Potri.013G136466.1	12	6	14	22	8	12	0	10
WUAT02017036.1	Potri.006G262700.1	10296	10188	10742	6752	9224	5898	20490	9734
WUAT02017039.1	Potri.008G039600.1	49538	62614	53372	55012	44334	52806	79482	113054
WUAT02017040.1	Potri.005G226700.2	48	626	64	288	1372	484	22	58
WUAT02017047.1	Potri.010G052500.1	8476	10140	9508	5104	8818	7608	7432	7718
WUAT02017050.1	Potri.015G003000.8	2010	3392	3044	3028	2550	3872	4460	3610
WUAT02017051.1	Potri.006G158676.2	19506	21192	18924	14790	20126	18454	16900	19514
WUAT02017052.1	Potri.003G171000.9	34872	42136	37502	28564	45824	38048	36166	47070
WUAT02017054.1	Potri.001G018900.1	26234	29420	31534	27276	26262	26842	23980	22268
WUAT02017055.1	Potri.002G127300.1	452	226	256	70	32	142	46	84
WUAT02017056.1	Potri.010G052500.1	14428	16276	18098	12784	16572	17306	14814	16066
WUAT02017057.1	Potri.013G143400.2	604	716	442	646	648	822	660	694
WUAT02017065.1	Potri.001G164000.1	92788	102286	132260	114596	88270	99550	65316	75180
WUAT02017066.1	Potri.007G061961.1	24	14	118	62	30	66	30	68
WUAT02017068.1	Potri.013G143400.2	8	2	2	4	6	0	0	0
WUAT02017074.1	Potri.019G119200.1	48112	46638	47314	34976	43772	40644	35352	42048
WUAT02017076.1	Potri.013G144100.5	7820	10414	7052	5292	7916	6858	10782	7310
WUAT02017078.1	Potri.002G248400.2	118	286	820	260	582	58	216	620
WUAT02017083.1	Potri.010G240600.1	882342	795016	876164	341560	366554	508174	32172	131322
WUAT02017085.1	Potri.006G130000.2	7024	6780	3648	2244	4760	3338	1932	2744
WUAT02017087.1	Potri.002G070101.1	502864	645470	416702	607296	317866	125504	104184	329072
WUAT02017092.1	Potri.004G215100.3	13590	17248	15780	11422	19708	14320	14092	18378
WUAT02017096.1	Potri.015G078500.1	7596	9378	13392	13620	11400	13664	13700	12506
WUAT02017097.1	Potri.001G295600.6	8672	4392	3702	2420	5816	4268	4342	5370
WUAT02017098.1	Potri.005G213200.1	2232	4268	2896	1572	2442	3188	1636	2780
WUAT02017099.1	Potri.012G031250.1	2	8	16	18	2	8	18	2
WUAT02017101.1	Potri.003G144000.1	1292	1364	1414	1404	2030	2230	3578	2834
WUAT02017105.1	Potri.010G052500.1	290	128	378	176	202	166	180	212
WUAT02017107.1	Potri.004G153100.1	2086	2416	1912	870	2758	2236	2156	1012
WUAT02017110.1	Potri.001G441040.1	7828	11014	10132	8444	14676	11994	16958	20296
WUAT02017113.1	Potri.014G060300.10	2940	4282	4014	2230	4820	4978	6556	7356
WUAT02017114.1	Potri.010G131800.1	101576	117614	111554	83450	107828	131546	192968	238976
WUAT02017118.1	Potri.012G061700.4	0	2	2	16	0	6	0	0
WUAT02017119.1	Potri.007G061881.1	43346	55722	54492	46670	59618	60304	82544	83200
WUAT02017120.1	Potri.012G058400.2	770	88	1344	150	218	1120	486	1082
WUAT02017122.1	Potri.009G156500.2	9466	12644	12652	10296	12728	10044	14160	15102
WUAT02017128.1	Potri.017G050900.1	1470	2234	2034	1828	2072	1638	3916	2934
WUAT02017129.1	Potri.008G042400.1	17558	19266	16520	10762	20350	15358	24466	25510
WUAT02017132.1	Potri.002G107800.1	13120	13432	19716	19136	18492	20700	20888	25234
WUAT02017134.1	Potri.013G142760.3	8	10	22	10	6	32	16	32
WUAT02017138.1	Potri.018G115200.3	914	816	1092	630	700	756	274	1794
WUAT02017142.1	Potri.017G001000.4	1310	1740	1820	1456	1334	1584	1516	1898
WUAT02017148.1	Potri.007G002800.7	19986	24538	23514	15954	22714	19960	20976	24478
WUAT02017157.1	Potri.014G137200.1	38690	44984	44184	31730	44364	42212	37674	37354
WUAT02017160.1	Potri.006G130900.3	2384	3700	1766	1672	2518	2922	1748	1346
WUAT02017172.1	Potri.013G139670.1	606	600	2810	2142	1296	1088	284	2286
WUAT02017173.1	Potri.009G013300.2	14360	17494	13244	11826	15658	16106	15084	16132
WUAT02017174.1	Potri.013G029300.2	588	610	644	386	238	454	1170	386
WUAT02017177.1	Potri.019G039700.1	7716	7692	4148	2868	6988	4224	8692	8654
WUAT02017182.1	Potri.013G143400.2	6756	8446	6274	5390	15076	9778	10782	13952
WUAT02017183.1	Potri.010G225200.1	3512	4556	1812	1830	3208	3568	1514	2366
WUAT02017186.1	Potri.019G119600.4	744	1018	1204	1066	2090	2844	1484	1120
WUAT02017187.1	Potri.002G070101.1	281468	288492	203802	470654	217774	87142	79618	233282
WUAT02017191.1	Potri.016G095100.1	4732	6530	6822	6600	8140	8664	10590	10754
WUAT02017195.1	Potri.017G056800.1	3816	3686	4226	3024	6466	4808	5930	5144
WUAT02017196.1	Potri.014G185804.1	27736	38622	36070	20452	25664	27146	2608	4244
WUAT02017200.1	Potri.013G066660.1	3746	3842	4212	4164	5120	4316	3004	3776
WUAT02017203.1	Potri.004G125150.1	10	18	56	34	116	18	70	48
WUAT02017205.1	Potri.008G179500.2	2048	1682	2268	2050	2364	1876	1806	4362
WUAT02017206.1	Potri.013G084800.6	8134	10922	11676	8990	11658	11082	13224	14436
WUAT02017208.1	Potri.001G469500.3	1318	4490	198	108	3382	1018	692	524
WUAT02017209.1	Potri.006G209900.1	9056	7946	8220	4704	6992	8616	5636	11442
WUAT02017214.1	Potri.013G133550.2	21896	25172	27730	24568	25752	28710	20024	23364
WUAT02017217.1	Potri.013G162300.1	10	0	0	14	2	0	0	0
WUAT02017220.1	Potri.013G163000.1	62	36	44	52	30	136	38	4
WUAT02017223.1	Potri.008G224210.1	106978	65758	112708	146132	90150	265010	47722	175740
WUAT02017227.1	Potri.018G037700.1	33040	37816	35652	26036	40184	31486	31004	31850
WUAT02017234.1	Potri.010G184200.2	3828	5722	2794	2332	21702	14916	10600	12586
WUAT02017236.1	Potri.010G199300.1	18264	21676	19246	14436	20586	19502	17432	18800
WUAT02017241.1	Potri.017G074400.1	21446	30012	26988	17556	34898	30070	41012	39970
WUAT02017244.1	Potri.010G253500.1	87338	87348	81308	60552	79246	68904	69416	82936
WUAT02017251.1	Potri.018G003100.1	172	24	228	58	72	98	64	314
WUAT02017252.1	Potri.011G073900.2	0	4	0	0	2	0	0	4
WUAT02017254.1	Potri.003G014176.1	8098	10546	11118	7238	9082	8318	10550	18436
WUAT02017255.1	Potri.008G035600.10	3564	4400	4058	2934	5224	3776	4886	5868
WUAT02017257.1	Potri.018G074500.5	2242	2280	812	738	3812	1946	1810	4454
WUAT02017258.1	Potri.008G173800.1	11050	12622	10624	8284	9408	10412	5764	6320
WUAT02017259.1	Potri.014G150100.5	33082	41336	52478	42170	31038	36920	25608	37712
WUAT02017262.1	Potri.019G078700.2	6918	4130	8854	4910	8066	8290	4620	10620
WUAT02017263.1	Potri.002G064000.1	15008	17078	13326	14296	20114	13566	21504	22150
WUAT02017266.1	Potri.011G074201.1	32	14	14	16	18	10	12	32
WUAT02017271.1	Potri.013G143400.2	53088	44956	86038	41720	132756	87546	48198	66076
WUAT02017273.1	Potri.006G139300.4	48256	57502	72460	56542	56574	59282	57680	62930
WUAT02017281.1	Potri.018G095300.4	39842	58808	75562	56048	58370	62714	59362	69548
WUAT02017282.1	Potri.013G133550.2	3752	3630	4578	2408	2492	4268	2168	6072
WUAT02017286.1	Potri.014G195700.1	140	256	190	186	540	284	212	236
WUAT02017290.1	Potri.008G153000.2	180746	213500	272920	307198	233540	224550	336668	314166
WUAT02017301.1	Potri.001G457700.1	3482	10848	12534	3634	10330	5228	4604	5718
WUAT02017303.1	Potri.012G031250.1	29812	34650	47290	30386	32010	32858	32758	36350
WUAT02017308.1	Potri.010G052500.1	21670	28374	28792	22630	24778	30410	27108	24162
WUAT02017311.1	Potri.014G165400.1	22432	28152	23638	19974	28134	27006	21656	26064
WUAT02017312.1	Potri.018G099500.1	1056	1170	1646	744	864	1512	922	964
WUAT02017313.1	Potri.016G137000.1	13012	20296	7172	4458	4060	4342	2780	2678
WUAT02017314.1	Potri.003G015000.2	78	38	118	68	98	110	86	44
WUAT02017315.1	Potri.015G075300.1	45846	59456	29472	16810	29628	22034	14440	17352
WUAT02017316.1	Potri.012G036300.1	26340	35614	23476	22396	30260	32200	28606	28380
WUAT02017317.1	Potri.013G142232.5	26888	30320	32280	30312	49758	29528	34126	79258
WUAT02017318.1	Potri.012G031250.1	8198	8530	8026	4450	7268	6732	6136	6354
WUAT02017322.1	Potri.006G209900.1	18910	23232	26040	22250	21818	24998	17916	23404
WUAT02017326.1	Potri.001G276900.10	17140	20076	21138	15114	20992	23464	26680	27488
WUAT02017330.1	Potri.010G052500.1	252	234	294	256	260	310	212	182
WUAT02017334.1	Potri.013G056200.6	16	26	34	18	18	4	20	8
WUAT02017335.1	Potri.013G141700.4	12396	15416	16398	9250	17284	14068	14960	18740
WUAT02017337.1	Potri.003G024100.1	364	434	74	100	330	112	76	130
WUAT02017338.1	Potri.017G095632.1	422	606	226	114	472	872	428	1078
WUAT02017339.1	Potri.010G113700.2	62342	81914	82254	100942	89802	78664	174562	219534
WUAT02017344.1	Potri.008G060600.6	25944	31690	28628	23746	31258	29782	24954	28002
WUAT02017346.1	Potri.007G062700.1	3102	3416	3792	3102	5808	4738	4596	5424
WUAT02017349.1	Potri.018G077766.8	1318	1682	1188	670	802	1238	326	818
WUAT02017350.1	Potri.006G218400.1	6536	7570	6726	6048	7804	7254	4872	5996
WUAT02017351.1	Potri.002G234500.1	6	28	22	18	32	10	12	52
WUAT02017353.1	Potri.005G206500.2	18412	25250	19758	19838	22696	29070	24436	22194
WUAT02017358.1	Potri.008G191400.1	4096	5120	4108	3186	4544	4864	3906	5464
WUAT02017359.1	Potri.005G233400.1	11188	10810	12274	8514	13560	12338	8620	10734
WUAT02017362.1	Potri.013G163300.2	86330	84374	68360	59684	89716	68660	61808	93914
WUAT02017364.1	Potri.004G034100.1	1476	1360	860	1256	1394	652	1386	1318
WUAT02017366.1	Potri.006G136400.9	10262	8860	11954	12798	17912	11298	41610	40146
WUAT02017368.1	Potri.015G006900.2	57328	60314	82484	55402	63254	64288	35110	44220
WUAT02017371.1	Potri.013G098066.1	6772	6380	6628	4606	7518	6944	6994	8192
WUAT02017372.1	Potri.013G133550.2	22	108	218	50	60	62	60	54
WUAT02017376.1	Potri.003G034900.12	1746	1854	3086	3466	5144	5026	10848	13498
WUAT02017377.1	Potri.013G143400.2	10	24	12	2	14	6	12	16
WUAT02017381.1	Potri.011G070900.5	21902	29888	27358	27312	45336	30040	71802	67788
WUAT02017389.1	Potri.009G060500.2	3792	3098	4214	3032	3286	2286	3244	3156
WUAT02017390.1	Potri.012G031250.1	344	100	454	352	470	562	490	580
WUAT02017391.1	Potri.006G048400.7	14334	14354	17934	12802	14858	13718	13676	17398
WUAT02017393.1	Potri.012G128100.1	180388	201612	123388	68686	137994	170194	78046	67150
WUAT02017395.1	Potri.014G136466.1	7304	11124	9728	7524	8364	7664	7282	8128
WUAT02017396.1	Potri.003G186900.1	5494	8030	13456	4908	7912	7124	9160	9002
WUAT02017398.1	Potri.001G312800.7	11980	13210	17648	14298	17684	16040	18524	25132
WUAT02017401.1	Potri.015G060400.1	344	356	286	286	368	302	306	288
WUAT02017407.1	Potri.013G012100.1	27810	34682	42354	33492	40654	39118	36872	60404
WUAT02017408.1	Potri.001G014700.1	398	800	794	318	326	748	502	710
WUAT02017412.1	Potri.014G185804.1	25380	15456	26798	37364	19576	64792	9746	34436
WUAT02017414.1	Potri.008G088500.8	7338	6090	9096	6328	9350	6388	8580	9412
WUAT02017416.1	Potri.002G096900.3	57166	68334	51258	50654	79600	56352	101482	95416
WUAT02017425.1	Potri.010G189300.8	125396	125918	105242	84644	112876	105350	126260	140726
WUAT02017427.1	Potri.006G163301.1	8462	7914	5838	3138	6790	4304	3618	4532
WUAT02017429.1	Potri.013G143400.2	6194	7808	8420	5416	5636	8484	6338	11406
WUAT02017430.1	Potri.016G094033.2	944	1142	612	828	1604	994	1594	1504
WUAT02017432.1	Potri.010G221600.4	42358	47752	39808	28208	27940	30482	14366	22244
WUAT02017433.1	Potri.001G030600.1	80	172	120	314	152	224	228	142
WUAT02017434.1	Potri.008G055400.1	83322	95422	88452	61004	75916	71486	49624	56142
WUAT02017438.1	Potri.007G062602.1	9750	11904	13506	9704	13174	9418	9920	11456
WUAT02017439.1	Potri.009G057800.2	530	542	336	258	2386	594	2526	1964
WUAT02017443.1	Potri.013G162600.1	718	1454	1076	1346	1684	1046	588	1560
WUAT02017448.1	Potri.014G095400.1	61488	56614	96434	69782	54774	54328	74422	114344
WUAT02017452.1	Potri.011G074067.1	30530	43322	47654	42378	48862	50320	60052	57754
WUAT02017457.1	Potri.004G125400.5	25992	28680	26828	17104	22226	24314	23852	26876
WUAT02017464.1	Potri.006G114700.1	0	0	2	40	10	2	0	4
WUAT02017465.1	Potri.009G060800.8	12006	10688	5290	4222	6972	7464	3472	4830
WUAT02017467.1	Potri.013G133550.2	744	646	394	514	924	550	744	776
WUAT02017470.1	Potri.011G075200.2	192	240	142	364	66	138	10	100
WUAT02017471.1	Potri.012G058300.1	1498	2128	1814	1208	842	1590	1554	686
WUAT02017475.1	Potri.001G400800.1	7044	9052	7642	6734	10542	9674	10754	14412
WUAT02017477.1	Potri.004G105400.1	4746	4562	5620	3028	5966	5066	5214	4664
WUAT02017479.1	Potri.001G060200.1	16122	17812	20618	14604	16510	15806	18486	23036
WUAT02017482.1	Potri.009G053700.20	5476	3254	4140	1188	4418	3468	1792	2122
WUAT02017492.1	Potri.007G062302.3	3710	3508	4962	2912	5772	3550	2900	4342
WUAT02017493.1	Potri.013G143400.2	6792	13038	9018	9910	11340	8462	8312	9110
WUAT02017497.1	Potri.018G103900.2	91148	92280	37374	17452	32192	28536	6742	7172
WUAT02017500.1	Potri.017G015800.2	3624	6746	12512	8160	4628	5792	10650	10472
WUAT02017502.1	Potri.001G299700.1	38024	46026	50496	50500	65834	56726	63702	86970
WUAT02017506.1	Potri.006G171700.1	5336	6444	8228	6244	6864	8064	4160	8612
WUAT02017507.1	Potri.004G028466.1	472	562	650	704	1170	1056	414	1004
WUAT02017515.1	Potri.010G129700.2	14860	14638	20298	12342	20668	21576	17660	20966
WUAT02017519.1	Potri.013G143400.2	1522	1138	856	818	2174	1828	1642	2098
WUAT02017520.1	Potri.007G051900.1	7674	8434	8490	5258	15230	13690	11540	12408
WUAT02017521.1	Potri.003G031000.2	11250	18812	16296	12998	12568	15218	16716	16804
WUAT02017524.1	Potri.001G312800.7	25444	33662	29188	21644	29224	28984	27430	32310
WUAT02017525.1	Potri.001G282400.1	4146	4468	5010	4126	4876	4454	4590	4464
WUAT02017528.1	Potri.002G103800.1	46728	46110	59464	31670	53334	47034	36136	47126
WUAT02017533.1	Potri.001G130601.2	26410	33344	22652	15524	27002	29634	18776	21534
WUAT02017535.1	Potri.002G125200.3	16972	18932	13782	6918	15124	19124	3030	6712
WUAT02017539.1	Potri.010G000301.1	312	438	410	330	308	436	322	486
WUAT02017546.1	Potri.011G074600.2	34818	43580	41192	31778	39354	44010	41918	41034
WUAT02017547.1	Potri.008G046200.9	32	10	26	8	2	44	86	50
WUAT02017551.1	Potri.013G136466.1	8630	14824	14668	6084	6830	8972	3224	12124
WUAT02017555.1	Potri.001G118100.2	90994	109332	128332	100756	84096	73380	50836	73968
WUAT02017556.1	Potri.001G312800.9	32	36	28	10	26	32	14	22
WUAT02017560.1	Potri.006G215700.2	42544	49816	47098	36544	40956	34102	30412	80650
WUAT02017565.1	Potri.011G143200.1	10870	8718	8878	7000	12254	11950	7282	8198
WUAT02017566.1	Potri.001G029800.3	8644	8874	12908	8176	14678	12322	17098	19982
WUAT02017569.1	Potri.013G079000.2	141800	153872	105672	86292	119188	105364	91966	102118
WUAT02017570.1	Potri.007G119300.5	1424	2130	1554	1544	2826	2738	2384	2628
WUAT02017571.1	Potri.006G219500.5	16054	20854	17210	16940	19660	19642	25802	22840
WUAT02017574.1	Potri.007G010000.1	6964	7636	8432	5912	7532	6734	6946	7014
WUAT02017578.1	Potri.008G053100.5	50180	51648	19214	15844	30884	21216	18266	20130
WUAT02017581.1	Potri.013G074650.1	4350	5136	5226	3950	5716	4898	6864	7300
WUAT02017582.1	Potri.010G108700.2	1790	1768	1646	552	1894	1620	1376	1994
WUAT02017585.1	Potri.011G073900.2	0	0	0	0	0	0	0	2
WUAT02017589.1	Potri.013G162600.1	260	750	246	128	380	354	242	512
WUAT02017592.1	Potri.013G029300.2	86	64	100	118	72	142	328	110
WUAT02017594.1	Potri.001G079800.1	3892	3070	6742	4528	19366	12658	21996	28352
WUAT02017596.1	Potri.009G041900.1	40860	47742	61246	54846	55524	52072	59170	70414
WUAT02017599.1	Potri.007G145100.3	25584	32526	35896	23110	35122	33698	46136	52102
WUAT02017605.1	Potri.002G181400.2	18158	26070	29538	16514	26372	25774	26822	38648
WUAT02017607.1	Potri.005G237100.4	43644	45888	13028	11718	22216	17502	13000	9890
WUAT02017609.1	Potri.007G061961.1	230	352	378	112	432	524	326	476
WUAT02017612.1	Potri.003G222800.2	0	0	0	0	14	4	2	0
WUAT02017614.1	Potri.002G090200.1	8380	8904	13306	7864	12958	13428	16910	16954
WUAT02017617.1	Potri.014G054700.1	12264	14908	19686	12658	25880	17980	22482	33436
WUAT02017619.1	Potri.013G136466.1	14104	17656	18666	14820	17112	17164	18400	19690
WUAT02017623.1	Potri.003G112400.4	2492	4050	1962	1790	2538	3174	2534	3944
WUAT02017625.1	Potri.018G019600.3	3636	3562	2472	1792	2462	2540	1720	2060
WUAT02017626.1	Potri.005G107066.1	116	126	182	118	188	130	300	216
WUAT02017632.1	Potri.013G138900.1	722	686	420	170	3004	2644	2170	4296
WUAT02017642.1	Potri.001G223300.1	5138	12314	3914	8986	8114	5848	2366	5138
WUAT02017650.1	Potri.012G031250.1	21312	19322	19134	13480	23172	19154	21520	25532
WUAT02017651.1	Potri.001G112200.1	10306	11052	5598	4086	6970	4628	4742	4058
WUAT02017652.1	Potri.011G003400.1	27404	38426	33592	29026	46288	39232	35594	47994
