Gene_ID	subject_id	B_T1_Rep1	B_T1_Rep2	B_T1_Rep3	B_T1_Rep4	B_T2_Rep1	B_T2_Rep2	B_T2_Rep3	B_T2_Rep4
WUAT02017076.1	Potri.013G144100.5	8186	7382	10564	15096	9738	8998	6570	9218
WUAT02017078.1	Potri.002G248400.2	626	472	130	164	282	172	738	290
WUAT02017083.1	Potri.010G240600.1	1155616	680222	562574	871050	125112	110582	136702	351556
WUAT02017085.1	Potri.006G130000.2	6302	4228	4982	8968	1564	2456	2864	4872
WUAT02017087.1	Potri.002G070101.1	323350	125394	492340	644866	353566	281164	335272	448658
WUAT02017092.1	Potri.004G215100.3	15442	12634	18908	25992	15068	17382	18680	17664
WUAT02017096.1	Potri.015G078500.1	10284	13088	13922	16252	12184	14652	14748	14652
WUAT02017097.1	Potri.001G295600.6	5144	4048	3394	8296	3472	5130	4610	2854
WUAT02017098.1	Potri.005G213200.1	2592	2346	2302	5662	2392	3196	2514	1844
WUAT02017099.1	Potri.012G031250.1	10	8	12	0	8	6	8	4
WUAT02017101.1	Potri.003G144000.1	1282	1594	1816	2242	1906	3422	2934	1574
WUAT02017105.1	Potri.010G052500.1	230	140	110	314	190	168	372	150
WUAT02017107.1	Potri.004G153100.1	2880	1034	1432	3098	2574	3500	1272	1648
WUAT02017110.1	Potri.001G441040.1	9292	9844	11986	14458	17384	22178	19768	12474
WUAT02017113.1	Potri.014G060300.10	4158	2618	4508	5196	5256	7080	5006	3848
WUAT02017114.1	Potri.010G131800.1	111712	101884	151264	122686	143284	184316	161370	195706
WUAT02017118.1	Potri.012G061700.4	8	6	2	0	0	2	2	0
WUAT02017119.1	Potri.007G061881.1	48998	62566	61074	74644	54274	81224	80856	69364
WUAT02017120.1	Potri.012G058400.2	184	518	868	190	880	1816	250	586
WUAT02017122.1	Potri.009G156500.2	12048	11536	11690	14952	13588	15532	15324	15786
WUAT02017128.1	Potri.017G050900.1	3298	1276	1986	2148	1590	2336	2432	1944
WUAT02017129.1	Potri.008G042400.1	31574	17984	14920	23406	35696	25658	36712	18166
WUAT02017132.1	Potri.002G107800.1	14030	16800	16498	20686	25088	21358	28912	23936
WUAT02017134.1	Potri.013G142760.3	34	14	16	16	24	16	22	14
WUAT02017138.1	Potri.018G115200.3	1002	746	894	420	698	1688	800	1698
WUAT02017142.1	Potri.017G001000.4	1676	1316	1558	2562	1394	2008	2132	1624
WUAT02017148.1	Potri.007G002800.7	23852	21212	23590	30774	23100	24338	23092	21142
WUAT02017157.1	Potri.014G137200.1	46554	40168	44220	58666	38398	45806	47516	38072
WUAT02017160.1	Potri.006G130900.3	3186	1346	2466	5166	1200	1118	3068	1998
WUAT02017172.1	Potri.013G139670.1	1030	1350	2290	1696	828	2228	1868	2312
WUAT02017173.1	Potri.009G013300.2	15978	14982	18930	21868	11602	15946	17072	18468
WUAT02017174.1	Potri.013G029300.2	276	142	440	928	438	1026	826	632
WUAT02017177.1	Potri.019G039700.1	7840	5274	7466	7682	6622	7334	5574	9186
WUAT02017182.1	Potri.013G143400.2	6166	10608	6292	12796	11574	9374	10164	4960
WUAT02017183.1	Potri.010G225200.1	3076	2212	2806	6310	1560	2168	2392	2154
WUAT02017186.1	Potri.019G119600.4	1026	1612	1038	1642	964	2152	1274	1396
WUAT02017187.1	Potri.002G070101.1	287234	163672	283482	221414	289948	182502	205532	423186
WUAT02017191.1	Potri.016G095100.1	6280	7192	8040	8904	7630	12506	11048	9574
WUAT02017195.1	Potri.017G056800.1	5188	3684	4162	6410	4104	5854	4598	4272
WUAT02017196.1	Potri.014G185804.1	37100	26094	64770	21940	5078	3060	7938	59668
WUAT02017200.1	Potri.013G066660.1	4930	2186	4198	6954	5370	6730	5596	4376
WUAT02017203.1	Potri.004G125150.1	36	58	22	80	74	60	80	40
WUAT02017205.1	Potri.008G179500.2	3110	2620	2490	2492	1958	3712	1956	2244
WUAT02017206.1	Potri.013G084800.6	11816	10380	12628	15300	10002	16176	15802	11224
WUAT02017208.1	Potri.001G469500.3	6672	688	580	1102	204	896	92	1890
WUAT02017209.1	Potri.006G209900.1	8578	8040	8974	9408	4372	9956	9672	7878
WUAT02017214.1	Potri.013G133550.2	23886	30288	29306	38294	27050	23624	25096	23282
WUAT02017217.1	Potri.013G162300.1	4	0	0	2	0	2	0	4
WUAT02017220.1	Potri.013G163000.1	90	8	50	102	22	32	24	96
WUAT02017223.1	Potri.008G224210.1	95100	98606	50540	55298	134102	176458	59464	113736
WUAT02017227.1	Potri.018G037700.1	40326	33430	32870	58776	35748	32680	38846	26228
WUAT02017234.1	Potri.010G184200.2	4974	8780	3666	11704	5958	6256	4706	2814
WUAT02017236.1	Potri.010G199300.1	20026	16878	24018	27964	19344	21836	22818	20904
WUAT02017241.1	Potri.017G074400.1	25390	25134	31342	33400	31628	43716	41416	24344
WUAT02017244.1	Potri.010G253500.1	89870	76012	80466	111140	72448	86248	95730	87060
WUAT02017251.1	Potri.018G003100.1	28	246	94	146	202	178	180	38
WUAT02017252.1	Potri.011G073900.2	0	0	0	0	6	0	0	0
WUAT02017254.1	Potri.003G014176.1	9358	8082	9702	11910	11016	14058	13252	10170
WUAT02017255.1	Potri.008G035600.10	3802	3160	4848	5522	5322	5848	6728	4618
WUAT02017257.1	Potri.018G074500.5	2126	2324	1680	4324	1832	1928	6112	3738
WUAT02017258.1	Potri.008G173800.1	13156	7234	11298	15820	6666	7262	8744	8930
WUAT02017259.1	Potri.014G150100.5	44138	38890	47048	62548	38652	31308	39070	27574
WUAT02017262.1	Potri.019G078700.2	7364	3920	11880	6066	9600	8762	7528	6028
WUAT02017263.1	Potri.002G064000.1	19920	10574	14834	20254	12682	20348	12988	36298
WUAT02017266.1	Potri.011G074201.1	14	4	4	30	24	36	6	10
WUAT02017271.1	Potri.013G143400.2	156642	47126	62402	94788	146322	100206	79742	52042
WUAT02017273.1	Potri.006G139300.4	60918	52104	70016	71436	53266	66894	58948	64590
WUAT02017281.1	Potri.018G095300.4	46878	62886	70420	80346	59482	77392	65278	52252
WUAT02017282.1	Potri.013G133550.2	4304	3136	3368	2552	3258	5490	6686	7578
WUAT02017286.1	Potri.014G195700.1	176	346	204	592	68	384	154	508
WUAT02017290.1	Potri.008G153000.2	206448	228248	284120	217282	276714	314878	375284	474090
WUAT02017301.1	Potri.001G457700.1	3602	1288	5294	6458	5894	10278	9082	3448
WUAT02017303.1	Potri.012G031250.1	38374	38244	36416	46464	34124	40766	39186	29676
WUAT02017308.1	Potri.010G052500.1	23152	28544	25216	40194	21530	28936	32902	21910
WUAT02017311.1	Potri.014G165400.1	25984	25554	29470	36154	19804	26112	28674	45428
WUAT02017312.1	Potri.018G099500.1	1426	930	1156	1432	778	1036	904	1340
WUAT02017313.1	Potri.016G137000.1	11278	8898	12536	18392	2458	3520	3616	9570
WUAT02017314.1	Potri.003G015000.2	26	48	40	232	74	96	208	56
WUAT02017315.1	Potri.015G075300.1	56378	46730	34594	54666	20484	16300	19294	27492
WUAT02017316.1	Potri.012G036300.1	28852	31252	27888	56274	30192	27206	30628	23560
WUAT02017317.1	Potri.013G142232.5	33610	24946	33180	46118	119320	73046	73118	23994
WUAT02017318.1	Potri.012G031250.1	10538	6218	8732	13828	7140	8260	5754	6164
WUAT02017322.1	Potri.006G209900.1	21508	23278	24576	35346	24176	22732	24462	20410
WUAT02017326.1	Potri.001G276900.10	20508	22156	20838	29294	14686	27236	24818	23440
WUAT02017330.1	Potri.010G052500.1	382	218	330	510	224	288	238	370
WUAT02017334.1	Potri.013G056200.6	14	10	30	10	12	16	8	14
WUAT02017335.1	Potri.013G141700.4	18194	12604	16020	25248	16048	19968	14766	11454
WUAT02017337.1	Potri.003G024100.1	244	246	24	126	104	112	76	168
WUAT02017338.1	Potri.017G095632.1	856	406	248	166	712	1284	392	230
WUAT02017339.1	Potri.010G113700.2	60772	66628	89046	124544	93596	165800	242358	125240
WUAT02017344.1	Potri.008G060600.6	28840	26616	29178	40938	22904	37566	33168	28802
WUAT02017346.1	Potri.007G062700.1	3168	4250	3792	5342	5020	5966	4718	3136
WUAT02017349.1	Potri.018G077766.8	1740	780	1140	2742	592	1014	904	458
WUAT02017350.1	Potri.006G218400.1	6830	6050	7472	10810	5714	6680	6288	6726
WUAT02017351.1	Potri.002G234500.1	0	40	16	4	6	22	34	28
WUAT02017353.1	Potri.005G206500.2	22552	22872	23452	32234	18848	28310	26764	27848
WUAT02017358.1	Potri.008G191400.1	4698	4700	5148	6526	3770	4502	5196	3922
WUAT02017359.1	Potri.005G233400.1	16600	10506	11382	15368	12362	13030	11696	8880
WUAT02017362.1	Potri.013G163300.2	71230	65050	75892	106200	80278	82000	81746	59262
WUAT02017364.1	Potri.004G034100.1	2240	740	782	1574	1320	1334	1066	744
WUAT02017366.1	Potri.006G136400.9	9814	11078	16878	16528	23828	31926	35380	23890
WUAT02017368.1	Potri.015G006900.2	70632	67308	62582	102318	57034	49528	59144	38802
WUAT02017371.1	Potri.013G098066.1	9098	6988	7988	8484	8540	12636	12886	5716
WUAT02017372.1	Potri.013G133550.2	142	12	248	56	184	58	32	18
WUAT02017376.1	Potri.003G034900.12	2524	3710	4310	5014	5982	12998	11964	7638
WUAT02017377.1	Potri.013G143400.2	2	22	26	10	20	18	10	18
WUAT02017381.1	Potri.011G070900.5	26290	35590	36802	44472	50916	62318	67406	51666
WUAT02017389.1	Potri.009G060500.2	4072	2236	2808	3586	3324	3940	3846	4322
WUAT02017390.1	Potri.012G031250.1	418	184	820	578	394	898	640	1062
WUAT02017391.1	Potri.006G048400.7	15638	13252	18048	23808	11790	15620	14432	14870
WUAT02017393.1	Potri.012G128100.1	207632	92096	177944	277166	49344	98154	75712	243820
WUAT02017395.1	Potri.014G136466.1	9508	7082	7802	13000	7688	8158	9704	8056
WUAT02017396.1	Potri.003G186900.1	9686	6716	8062	11902	10186	8934	8688	6730
WUAT02017398.1	Potri.001G312800.7	12792	12166	21488	21316	20238	28510	22276	18526
WUAT02017401.1	Potri.015G060400.1	444	400	336	490	238	360	404	322
WUAT02017407.1	Potri.013G012100.1	37908	36222	40822	48078	41350	43792	58314	44268
WUAT02017408.1	Potri.001G014700.1	650	652	770	850	374	696	770	954
WUAT02017412.1	Potri.014G185804.1	20988	23784	12224	12952	30210	34176	13336	25176
WUAT02017414.1	Potri.008G088500.8	7558	5142	8082	9198	9240	11098	9654	7874
WUAT02017416.1	Potri.002G096900.3	75598	56418	74486	85836	71082	78760	95534	105572
WUAT02017425.1	Potri.010G189300.8	107660	105496	118904	162404	119260	111276	111930	90316
WUAT02017427.1	Potri.006G163301.1	5216	4702	5750	6350	3826	5278	4158	3822
WUAT02017429.1	Potri.013G143400.2	6172	8122	7956	12516	7798	9870	12444	6670
WUAT02017430.1	Potri.016G094033.2	1148	852	1058	1028	1168	1594	1528	920
WUAT02017432.1	Potri.010G221600.4	52432	41322	36992	65044	19548	20546	24268	24066
WUAT02017433.1	Potri.001G030600.1	110	156	216	208	196	300	280	544
WUAT02017434.1	Potri.008G055400.1	100210	66802	80100	137554	59860	54834	74516	62574
WUAT02017438.1	Potri.007G062602.1	9816	9798	9762	13008	12294	8424	12492	11998
WUAT02017439.1	Potri.009G057800.2	410	1288	458	1554	2056	2680	746	90
WUAT02017443.1	Potri.013G162600.1	1174	848	600	1620	3000	2094	1036	1232
WUAT02017448.1	Potri.014G095400.1	56652	48444	97420	74984	80312	120238	134482	54272
WUAT02017452.1	Potri.011G074067.1	46876	45226	45278	64236	42750	62356	77180	49160
WUAT02017457.1	Potri.004G125400.5	29430	23504	28454	30692	23682	34686	29174	32294
WUAT02017464.1	Potri.006G114700.1	4	4	2	2	2	2	0	0
WUAT02017465.1	Potri.009G060800.8	9022	9794	10784	11478	5598	5942	3632	9472
WUAT02017467.1	Potri.013G133550.2	468	586	712	1264	400	954	642	928
WUAT02017470.1	Potri.011G075200.2	352	112	122	300	38	104	144	112
WUAT02017471.1	Potri.012G058300.1	1660	1442	2144	2426	614	1150	572	1504
WUAT02017475.1	Potri.001G400800.1	8456	9694	9504	15110	9138	13254	11772	6722
WUAT02017477.1	Potri.004G105400.1	5006	3826	4364	5252	4770	5050	5406	3774
WUAT02017479.1	Potri.001G060200.1	18184	17704	16122	25140	19318	20394	20704	19220
WUAT02017482.1	Potri.009G053700.20	3088	3346	2980	5346	2120	3026	3476	1734
WUAT02017492.1	Potri.007G062302.3	4488	3298	3908	7816	3448	5146	3910	3200
WUAT02017493.1	Potri.013G143400.2	10654	6242	8890	14862	6990	10784	8560	9988
WUAT02017497.1	Potri.018G103900.2	67892	87070	53714	90442	9302	8828	9726	52812
WUAT02017500.1	Potri.017G015800.2	5862	6786	9466	5706	8678	10668	16586	22576
WUAT02017502.1	Potri.001G299700.1	49636	37452	63196	49848	66956	89750	67690	94620
WUAT02017506.1	Potri.006G171700.1	7542	8290	6682	8788	7312	7236	8438	6436
WUAT02017507.1	Potri.004G028466.1	656	406	1046	1214	752	1884	1110	534
WUAT02017515.1	Potri.010G129700.2	13950	16622	17752	22942	16578	19774	16026	18650
WUAT02017519.1	Potri.013G143400.2	1510	1612	1446	2252	834	2348	1506	954
WUAT02017520.1	Potri.007G051900.1	9940	9214	8840	14294	12314	13014	12710	7192
WUAT02017521.1	Potri.003G031000.2	16602	15036	14002	18256	9172	17124	18584	21192
WUAT02017524.1	Potri.001G312800.7	29368	28292	31588	41932	30028	28426	30956	31836
WUAT02017525.1	Potri.001G282400.1	4728	4958	4046	6682	4352	4394	4950	3952
WUAT02017528.1	Potri.002G103800.1	50136	41944	49762	61796	60180	47634	49852	41314
WUAT02017533.1	Potri.001G130601.2	33954	31808	24724	38040	17544	28906	24260	23580
WUAT02017535.1	Potri.002G125200.3	14936	8612	12986	21972	7490	9876	5780	10798
WUAT02017539.1	Potri.010G000301.1	296	466	372	408	458	376	380	286
WUAT02017546.1	Potri.011G074600.2	41974	39878	44192	57354	31088	48470	53628	44760
WUAT02017547.1	Potri.008G046200.9	32	8	12	10	40	8	48	16
WUAT02017551.1	Potri.013G136466.1	17132	6898	17022	17354	7406	7006	8576	10940
WUAT02017555.1	Potri.001G118100.2	117418	74358	71774	133708	114902	85504	106070	65464
WUAT02017556.1	Potri.001G312800.9	28	26	8	48	18	18	14	18
WUAT02017560.1	Potri.006G215700.2	57058	33910	43730	60966	50672	67164	49922	62310
WUAT02017565.1	Potri.011G143200.1	11266	6880	8428	12994	8994	9162	8474	9708
WUAT02017566.1	Potri.001G029800.3	10308	10848	11986	13940	17524	17604	14690	11444
WUAT02017569.1	Potri.013G079000.2	138550	148580	136898	182822	90464	110310	107042	136534
WUAT02017570.1	Potri.007G119300.5	1574	2070	1288	2522	3296	3096	3848	1438
WUAT02017571.1	Potri.006G219500.5	20100	17032	20786	27268	18406	22556	25030	17702
WUAT02017574.1	Potri.007G010000.1	9138	6630	7236	9410	7334	7280	7716	8356
WUAT02017578.1	Potri.008G053100.5	34852	30518	39382	62918	15816	14940	20826	32110
WUAT02017581.1	Potri.013G074650.1	5720	4164	5858	6486	5408	8368	6410	7294
WUAT02017582.1	Potri.010G108700.2	1866	1410	1556	3912	1928	2224	1442	1072
WUAT02017585.1	Potri.011G073900.2	0	0	0	0	2	0	0	0
WUAT02017589.1	Potri.013G162600.1	372	370	566	436	432	496	478	424
WUAT02017592.1	Potri.013G029300.2	74	40	108	264	26	62	92	202
WUAT02017594.1	Potri.001G079800.1	2886	10088	7816	4526	19082	17826	9962	5242
WUAT02017596.1	Potri.009G041900.1	69892	44602	54252	64606	63020	69482	68148	56128
WUAT02017599.1	Potri.007G145100.3	30624	31120	31858	40700	43982	55820	60382	45620
WUAT02017605.1	Potri.002G181400.2	20246	24242	24490	31364	18192	27246	43558	26032
WUAT02017607.1	Potri.005G237100.4	34172	27598	25604	45164	7628	13838	11806	40858
WUAT02017609.1	Potri.007G061961.1	550	390	376	920	276	592	278	280
WUAT02017612.1	Potri.003G222800.2	0	0	0	2	0	6	2	2
WUAT02017614.1	Potri.002G090200.1	9194	7980	10566	13308	12354	17998	15082	10312
WUAT02017617.1	Potri.014G054700.1	12876	19246	19278	19906	37018	30754	28932	15616
WUAT02017619.1	Potri.013G136466.1	15646	18578	17352	23298	17676	20156	20876	18414
WUAT02017623.1	Potri.003G112400.4	2684	3154	3914	6098	2750	5782	3100	2806
WUAT02017625.1	Potri.018G019600.3	3174	2202	3248	5068	2136	2462	3434	1960
WUAT02017626.1	Potri.005G107066.1	202	130	112	198	172	184	232	190
WUAT02017632.1	Potri.013G138900.1	192	2076	1420	2054	2340	3126	1514	384
WUAT02017642.1	Potri.001G223300.1	4574	2324	5376	11258	2256	1344	1590	7710
WUAT02017650.1	Potri.012G031250.1	27576	21140	22364	31154	19998	27136	20086	19146
WUAT02017651.1	Potri.001G112200.1	11212	10138	7254	14038	4650	4992	4464	8662
WUAT02017652.1	Potri.011G003400.1	39122	38928	37986	46738	40042	44562	46214	48280
WUAT02017656.1	Potri.013G143400.2	2856	2176	4002	3602	2472	3834	3224	3050
WUAT02017659.1	Potri.008G164700.2	32144	28874	33964	47732	37296	43750	41448	43000
WUAT02017663.1	Potri.002G089500.1	9082	7408	9030	8186	9552	10820	9658	9976
WUAT02017664.1	Potri.012G055100.1	10680	10666	20420	24184	11490	16254	14846	18842
WUAT02017665.1	Potri.001G313900.1	12	34	4	2	8	0	2	10
WUAT02017668.1	Potri.013G138201.1	5696	14456	8102	12552	14546	19206	16014	8206
WUAT02017672.1	Potri.011G125700.3	3664	3142	7198	5878	4694	7286	6648	5336
WUAT02017673.1	Potri.001G462800.1	278	172	520	1740	78	300	134	312
WUAT02017677.1	Potri.010G063900.1	58170	39270	49688	75216	26872	24252	27474	39464
WUAT02017681.1	Potri.013G133550.2	9980	1220	15416	29200	18454	31936	19434	18086
WUAT02017685.1	Potri.017G151600.3	36	12	48	52	38	78	76	60
WUAT02017690.1	Potri.001G147600.4	31308	27080	32108	43466	24246	33328	31328	27310
WUAT02017691.1	Potri.013G160500.4	17712	14198	14022	15830	11264	14982	17702	17538
WUAT02017692.1	Potri.014G044900.5	13574	9664	15676	18256	11746	15598	13966	19018
WUAT02017698.1	Potri.013G157500.2	4726	3638	3490	4474	6428	5802	6010	3216
WUAT02017699.1	Potri.013G142232.5	1022	1434	5176	1202	6538	3716	5660	4560
WUAT02017703.1	Potri.015G132100.3	3342	3136	3468	4182	3636	4260	4330	3978
WUAT02017704.1	Potri.010G035900.1	912	804	1362	1622	774	894	1534	694
WUAT02017708.1	Potri.001G465300.2	13118	13292	14894	20472	12994	20002	16444	13272
WUAT02017709.1	Potri.007G061921.1	2694	3474	4244	3994	3264	6540	4232	3764
WUAT02017710.1	Potri.014G185804.1	56874	59932	29528	32286	74754	91968	34056	63698
WUAT02017713.1	Potri.002G187100.1	52446	48386	50286	61028	59786	73064	65086	62950
WUAT02017715.1	Potri.015G051466.1	350	642	582	212	204	338	586	268
WUAT02017717.1	Potri.018G107300.1	4296	4644	6686	6972	18454	28698	21204	10332
WUAT02017718.1	Potri.018G025000.3	556	386	138	236	234	254	348	186
WUAT02017722.1	Potri.006G166200.3	9038	6098	7492	8458	6008	6684	9600	6630
WUAT02017726.1	Potri.011G137400.1	34	116	146	54	34	150	122	50
WUAT02017728.1	Potri.013G142232.6	2820	1066	2104	4938	772	836	1588	1498
WUAT02017733.1	Potri.002G083500.4	672	724	298	200	1574	1374	2204	936
WUAT02017734.1	Potri.017G060200.1	30084	30950	37444	48036	29454	28862	33922	29932
WUAT02017740.1	Potri.005G256700.5	23762	24972	18406	26364	16986	19350	24308	45816
WUAT02017744.1	Potri.008G049700.9	6052	7338	7242	8436	6680	7568	9458	7376
WUAT02017745.1	Potri.018G096049.3	3192	2414	3322	4206	3236	3900	3504	2558
WUAT02017747.1	Potri.013G143400.2	22266	27244	17100	30338	42724	34368	22928	12620
WUAT02017749.1	Potri.016G088800.2	34178	31780	37740	45110	30732	42260	40520	37568
WUAT02017751.1	Potri.010G218600.2	20	22	16	16	14	16	28	10
WUAT02017753.1	Potri.005G108300.3	774	496	1040	1658	438	662	340	606
WUAT02017756.1	Potri.001G466000.2	1564	1650	1488	2036	1882	2252	1694	1028
WUAT02017758.1	Potri.001G047900.6	27590	30056	38518	33854	34126	47266	51552	44354
WUAT02017762.1	Potri.013G163300.1	496	298	168	230	220	916	782	438
WUAT02017763.1	Potri.011G073900.2	20050	14092	13720	25540	13386	17894	20376	11964
WUAT02017764.1	Potri.010G099100.1	11854	9408	9516	14674	7864	12148	10868	10862
WUAT02017766.1	Potri.005G140200.3	2826	1286	1840	5082	936	912	1316	1362
WUAT02017767.1	Potri.006G163301.1	13832	17034	17152	25338	22382	26696	19056	13098
WUAT02017771.1	Potri.013G143400.2	16030	10874	12858	20756	14836	16240	17696	12000
WUAT02017775.1	Potri.008G013300.1	68	498	38	26	406	42	326	54
WUAT02017777.1	Potri.010G114400.5	7880	8856	6464	11122	4584	6040	7778	4984
WUAT02017779.1	Potri.006G192400.1	19480	10656	15640	19726	11264	17270	17206	16996
WUAT02017781.1	Potri.007G069600.1	1828	2786	3706	6980	1664	4150	2494	2292
WUAT02017782.1	Potri.018G141000.1	2290	1864	1840	3750	1154	1060	1440	1992
WUAT02017784.1	Potri.002G192500.2	26768	34212	43584	41434	35562	50952	56804	45334
WUAT02017785.1	Potri.005G185900.3	19910	26538	23714	37514	28506	29592	31074	21502
WUAT02017787.1	Potri.010G120800.1	742	914	860	1702	2606	1704	1784	416
WUAT02017789.1	Potri.013G163300.1	8788	8454	8798	13368	5962	6862	9042	7418
WUAT02017790.1	Potri.006G203400.2	2418	1838	2576	4258	1124	2606	2188	1850
WUAT02017794.1	Potri.013G142760.3	3118	1586	4622	8516	5716	8650	9640	6816
WUAT02017795.1	Potri.012G073700.1	12746	11478	15498	21026	19908	20082	18644	14656
WUAT02017798.1	Potri.011G162500.1	700	158	132	486	174	218	142	1036
WUAT02017799.1	Potri.005G074000.1	8558	5634	11924	21354	5424	9056	10052	4172
WUAT02017803.1	Potri.004G132450.1	41422	47316	38382	37512	45854	57130	46988	33746
WUAT02017804.1	Potri.016G042100.1	29992	24986	31432	36230	27946	34084	34110	28778
WUAT02017805.1	Potri.004G135800.1	1266	1134	1454	2456	1884	1934	1836	5218
WUAT02017807.1	Potri.003G088600.1	3046	2294	2978	5224	1672	2420	2474	2442
WUAT02017815.1	Potri.007G079500.1	24556	21294	26308	39804	22156	20372	25084	18782
WUAT02017816.1	Potri.007G016532.1	82	34	128	106	34	74	72	180
WUAT02017817.1	Potri.001G013700.1	22616	21390	26780	26896	19728	29882	31730	32204
WUAT02017820.1	Potri.012G058400.2	106	216	232	272	382	580	552	166
WUAT02017821.1	Potri.008G052100.2	62330	61990	61452	91912	101910	91756	92674	56038
WUAT02017823.1	Potri.014G152200.2	8902	7828	8650	9702	5038	8936	7248	7982
WUAT02017826.1	Potri.009G115000.1	44126	35604	46332	55438	41628	51620	47594	42498
WUAT02017827.1	Potri.013G143400.2	36754	28854	34414	34146	34716	36656	43114	31078
WUAT02017829.1	Potri.013G162700.1	1930	1964	2128	2550	2688	3162	3142	2180
WUAT02017830.1	Potri.014G024700.3	5876	4444	7090	7666	1972	3132	2678	8886
WUAT02017835.1	Potri.001G344600.1	19132	12584	16182	19678	10668	20542	13506	23006
WUAT02017836.1	Potri.004G125150.1	364	434	596	334	524	500	492	354
WUAT02017839.1	Potri.016G137000.1	40282	35112	41546	55518	28590	30910	33148	35460
WUAT02017842.1	Potri.008G055500.7	26034	18508	28124	59230	7618	9356	8396	13454
WUAT02017844.1	Potri.010G224300.2	6822	6704	6416	8152	5566	9908	9036	6742
WUAT02017845.1	Potri.009G011000.8	16	44	98	26	80	48	90	96
WUAT02017848.1	Potri.002G029200.2	6704	4564	7314	10134	3920	4576	3628	5526
WUAT02017849.1	Potri.014G185804.1	1726	2046	1200	954	2212	4850	994	2374
WUAT02017854.1	Potri.002G179600.1	13896	12594	12588	20326	9528	10522	12292	11452
WUAT02017857.1	Potri.016G097400.1	8216	7520	10978	12678	10494	11622	11360	7314
WUAT02017862.1	Potri.001G083300.1	11016	8034	7696	11976	5924	7554	7934	9354
WUAT02017863.1	Potri.008G224210.1	162	78	68	18	4	18	84	280
WUAT02017865.1	Potri.005G110600.6	32778	34088	34272	45284	34886	47026	43202	34032
WUAT02017869.1	Potri.006G264800.1	4674	4956	6380	7798	5112	6264	5904	5936
WUAT02017873.1	Potri.002G215100.7	15258	14682	18184	15014	17858	26558	24036	19472
WUAT02017874.1	Potri.001G312800.9	0	0	4	8	0	0	0	2
WUAT02017875.1	Potri.014G185948.1	7624	5766	7298	7080	6910	10782	9862	8090
WUAT02017876.1	Potri.010G052500.1	160	212	534	192	320	492	412	230
WUAT02017880.1	Potri.011G166900.5	5562	4776	5226	7326	4760	5866	5558	5344
WUAT02017884.1	Potri.015G084900.1	7166	8724	8292	12042	7256	8956	7758	6464
WUAT02017888.1	Potri.018G025600.3	21502	19800	20976	30018	17790	26072	28696	22768
WUAT02017890.1	Potri.003G201200.4	1056	1430	1170	1374	1558	1678	1844	1476
WUAT02017893.1	Potri.014G128600.1	34862	32948	39730	35948	45696	38546	31926	38496
WUAT02017894.1	Potri.014G067400.3	30734	34310	41396	40554	33420	40152	42028	43220
WUAT02017897.1	Potri.013G029300.2	2774	2462	3068	4468	2498	2934	4274	3112
WUAT02017900.1	Potri.001G312800.7	2	0	40	22	12	4	10	102
WUAT02017902.1	Potri.013G142232.5	10506	9310	14122	14830	12350	15602	13300	20588
WUAT02017903.1	Potri.005G097400.11	608	1138	178	216	2620	258	258	190
WUAT02017908.1	Potri.004G037000.4	10	0	2	1172	8	1612	6	2
WUAT02017911.1	Potri.008G041000.1	13688	19518	14506	20570	18396	29610	27324	34004
WUAT02017916.1	Potri.006G199400.1	27512	21648	22438	34752	55940	65070	48154	20708
WUAT02017917.1	Potri.011G074901.1	1390	2804	2676	3270	8852	6054	2094	1624
WUAT02017920.1	Potri.002G120800.2	7850	7660	7866	9106	7064	9890	9482	6708
WUAT02017924.1	Potri.013G140260.2	2776	2632	2694	4312	2250	3016	3008	3584
WUAT02017928.1	Potri.012G031250.1	12414	12496	14276	17266	12932	16096	16974	15932
WUAT02017929.1	Potri.010G052500.1	9004	8574	11418	11478	13662	14838	11894	13864
WUAT02017930.1	Potri.017G143215.2	31024	29014	29540	38238	29590	33504	31532	33184
WUAT02017933.1	Potri.001G312800.7	46288	37886	42608	59442	43984	41896	37496	41058
WUAT02017935.1	Potri.013G142232.2	15026	13852	11654	19450	12736	17426	19118	11950
WUAT02017942.1	Potri.001G399400.2	61816	93364	104696	89970	70848	123364	128506	89836
WUAT02017943.1	Potri.010G132700.2	6078	4868	8980	7988	7532	19762	14886	5704
WUAT02017944.1	Potri.013G046700.6	22462	19234	20540	25824	10128	16792	19644	19304
WUAT02017947.1	Potri.010G101400.4	35232	28090	35024	49050	29768	33150	33394	36296
WUAT02017951.1	Potri.013G143400.2	27992	38092	35482	37982	32084	36078	43552	35956
WUAT02017960.1	Potri.010G109400.1	90994	68468	65570	114640	58662	56884	61022	56164
WUAT02017965.1	Potri.001G349900.1	6614	8818	4600	10052	14544	11272	8202	6088
WUAT02017966.1	Potri.011G041600.1	29838	23956	29066	39026	43126	74528	47644	38474
WUAT02017972.1	Potri.010G117400.1	534	566	508	880	840	810	594	272
WUAT02017973.1	Potri.015G050300.1	10962	8230	13958	12794	22016	23584	23944	25614
WUAT02017974.1	Potri.010G219500.1	8426	16360	8086	14480	12334	18480	16066	7818
WUAT02017979.1	Potri.013G051700.1	24204	27318	24332	30820	26078	31388	27670	21944
WUAT02017980.1	Potri.014G145700.10	26	6	8	18	6	8	8	10
