Gene_ID	subject_id	A_T1_Rep1	A_T1_Rep2	A_T1_Rep3	A_T1_Rep4	A_T2_Rep1	A_T2_Rep2	A_T2_Rep3	A_T2_Rep4
WUAT02018985.1	Potri.005G107600.5	174	70	58	132	48	58	84	42
WUAT02018986.1	Potri.007G049000.7	586	716	684	842	646	1178	1536	780
WUAT02018989.1	Potri.005G041101.3	34	6	48	34	38	90	88	20
WUAT02018991.1	Potri.006G148600.2	26616	20178	22432	18918	9454	36824	77020	69296
WUAT02018995.1	Potri.002G031000.3	15236	12112	16912	13362	14936	20198	16794	18004
WUAT02019004.1	Potri.013G143400.2	12444	10368	11038	10648	11042	10028	13306	10990
WUAT02019005.1	Potri.009G099032.1	5634	4920	5212	4898	6046	8988	6454	7206
WUAT02019008.1	Potri.007G033100.1	10880	7890	8108	10644	7558	4948	10122	8784
WUAT02019009.1	Potri.001G342933.1	7162	7416	5000	6100	11644	9610	11816	10530
WUAT02019010.1	Potri.006G163301.1	286	278	974	768	530	584	806	886
WUAT02019013.1	Potri.013G143400.2	168	38	52	56	70	86	236	110
WUAT02019017.1	Potri.002G100800.1	7068	6514	6700	6646	7130	6914	9378	6648
WUAT02019018.1	Potri.013G141700.4	1242	898	1192	1308	1910	2640	1722	1284
WUAT02019020.1	Potri.013G140850.2	0	0	0	2	6	14	2	4
WUAT02019024.1	Potri.006G115000.2	6354	5940	5480	6076	5450	5888	8228	6230
WUAT02019025.1	Potri.007G004200.1	2652	1896	2914	968	6280	6596	13074	10136
WUAT02019027.1	Potri.013G142232.6	24430	21928	28492	19226	27262	28098	34200	22336
WUAT02019032.1	Potri.006G213200.2	1962	926	1226	1572	1084	1116	2158	2004
WUAT02019036.1	Potri.012G068300.1	66126	58048	55130	49666	55008	52980	66856	54264
WUAT02019037.1	Potri.006G016300.4	14256	10392	10308	10990	11642	18946	20466	22682
WUAT02019038.1	Potri.010G169700.2	1376	1122	1640	1088	1156	1568	2036	1712
WUAT02019040.1	Potri.013G162600.1	97842	62440	62442	62720	108240	62328	83536	69370
WUAT02019047.1	Potri.010G168700.1	2	2	14	2	0	12	10	6
WUAT02019049.1	Potri.010G225300.3	11166	8152	10464	10464	15008	20076	21654	25472
WUAT02019054.1	Potri.013G142336.1	3914	2860	3174	3428	3594	4962	4448	4222
WUAT02019055.1	Potri.011G027700.2	3354	2512	2600	2298	3728	5016	6230	5468
WUAT02019058.1	Potri.013G104400.3	16182	11870	23160	16814	9776	10416	12550	10084
WUAT02019059.1	Potri.013G133550.1	10742	6430	7814	8376	8744	8486	12330	10056
WUAT02019068.1	Potri.008G091200.8	15288	11272	14848	13154	12124	10080	12804	11118
WUAT02019069.1	Potri.001G166100.4	10	6	12	2	860	306	162	176
WUAT02019070.1	Potri.008G083200.6	2240	1756	1758	1440	3024	2202	1680	1862
WUAT02019071.1	Potri.001G264400.8	12726	11472	12012	12600	13966	16024	18788	19304
WUAT02019072.1	Potri.013G024100.6	10956	8710	7972	9996	10432	9970	11590	11562
WUAT02019073.1	Potri.014G135400.2	1312	1120	1698	1192	966	2218	2130	3004
WUAT02019074.1	Potri.005G091600.3	5772	4160	4312	4762	3364	4170	6026	6584
WUAT02019076.1	Potri.009G147900.1	6978	4292	2886	2664	2604	3428	3796	4550
WUAT02019077.1	Potri.007G061861.1	78354	68102	74806	69968	59564	68910	85152	83608
WUAT02019078.1	Potri.014G029100.1	23838	22942	21672	21370	18766	28412	32422	20584
WUAT02019081.1	Potri.013G139670.1	5846	5474	5096	7488	10872	8384	10640	14628
WUAT02019088.1	Potri.017G140601.1	4886	3392	3200	3824	3758	4968	5148	5336
WUAT02019099.1	Potri.001G438900.1	9926	7938	9718	8630	7898	6926	8494	9292
WUAT02019104.1	Potri.016G112100.1	22256	19318	18502	18088	21378	19272	28162	24838
WUAT02019107.1	Potri.002G130200.1	220	126	124	216	238	324	254	386
WUAT02019111.1	Potri.011G073900.2	4	54	98	16	10	0	14	10
WUAT02019112.1	Potri.001G060300.9	8376	9244	6374	7338	9920	12358	17324	18032
WUAT02019113.1	Potri.004G138700.1	29848	26950	30642	25496	28714	36726	54538	45504
WUAT02019114.1	Potri.017G109000.8	8594	5880	6350	6708	6284	4874	6410	6048
WUAT02019117.1	Potri.018G097700.1	36266	27952	34056	30286	42266	98286	100950	103470
WUAT02019121.1	Potri.013G022300.1	7102	7304	7686	6348	7148	11372	14598	12968
WUAT02019124.1	Potri.002G242000.1	29218	24024	30584	20122	50254	20192	17740	19068
WUAT02019126.1	Potri.004G235400.1	7792	16814	7184	7910	17106	8792	28606	14930
WUAT02019127.1	Potri.012G111200.4	80710	68436	70224	75864	66536	75776	114920	92644
WUAT02019129.1	Potri.001G445700.1	654	704	810	2528	9248	20398	9348	5858
WUAT02019130.1	Potri.017G122600.3	29454	22050	22594	26024	23568	24098	29168	26660
WUAT02019131.1	Potri.011G073900.2	10504	16834	14952	9258	7552	9918	13882	13506
WUAT02019133.1	Potri.008G135800.3	132	520	348	390	1516	718	2058	3912
WUAT02019135.1	Potri.006G197200.3	51552	49128	44712	46576	53710	75994	77340	75032
WUAT02019140.1	Potri.002G072500.2	2812	1600	2344	3134	1190	1788	4002	2176
WUAT02019146.1	Potri.010G071500.4	8770	10242	11512	11978	21856	24466	71594	32934
WUAT02019149.1	Potri.013G162800.1	23518	15500	15508	17260	20018	26864	35388	28580
WUAT02019150.1	Potri.013G052300.1	7940	5876	9686	8352	5666	4494	4174	4920
WUAT02019151.1	Potri.004G175100.3	4	0	10	10	14	16	0	6
WUAT02019153.1	Potri.015G049900.6	310	132	244	222	196	418	242	212
WUAT02019155.1	Potri.013G067500.1	76	46	120	16	64	8	6	22
WUAT02019157.1	Potri.011G074501.1	46	20	24	38	48	108	74	102
WUAT02019163.1	Potri.016G098400.4	12884	11976	15350	11154	13370	15278	13422	18078
WUAT02019172.1	Potri.013G143400.2	173706	93362	160898	163332	148788	28548	55240	38298
WUAT02019174.1	Potri.013G143400.2	0	2	4	4	4	6	8	4
WUAT02019175.1	Potri.007G018100.1	1820	848	702	1284	732	1572	3072	2340
WUAT02019177.1	Potri.002G032500.12	1466	1196	1254	1050	1164	1994	2044	1492
WUAT02019179.1	Potri.017G145900.1	8	6	2	4	6	12	4	2
WUAT02019180.1	Potri.013G140850.2	34128	28952	25258	52212	112948	97868	94704	77258
WUAT02019184.1	Potri.005G258700.8	1122	1432	1500	1080	672	526	972	1154
WUAT02019186.1	Potri.004G078866.2	86	60	30	46	130	190	174	140
WUAT02019188.1	Potri.013G143400.2	292	58	102	70	104	142	294	154
WUAT02019189.1	Potri.008G158600.2	4446	4586	3646	4786	5036	5136	7370	5072
WUAT02019193.1	Potri.004G125150.1	114	156	104	122	686	326	446	552
WUAT02019194.1	Potri.010G043800.1	20848	26238	24230	22132	26850	56300	53198	40980
WUAT02019198.1	Potri.014G185948.1	32082	25490	34896	33306	22540	23230	30562	25686
WUAT02019204.1	Potri.018G032900.1	330	84	320	92	78	90	92	34
WUAT02019206.1	Potri.002G062600.14	3764	8988	5036	6498	7674	11368	4168	6734
WUAT02019207.1	Potri.013G142232.6	23200	16046	19682	21702	23098	29280	38568	36982
WUAT02019208.1	Potri.012G097300.1	40	26	14	20	40	40	4	56
WUAT02019211.1	Potri.013G142760.3	11468	13538	17008	12860	10290	1644	3324	4560
WUAT02019216.1	Potri.013G143400.2	500	624	660	370	726	1028	1492	786
WUAT02019217.1	Potri.008G021700.1	7404	5286	5094	5874	4380	11318	12058	10438
WUAT02019218.1	Potri.010G159100.1	13470	11038	10994	10950	9620	8830	12414	12508
WUAT02019220.1	Potri.004G197400.1	85346	34670	45028	37954	61720	152444	150272	169386
WUAT02019223.1	Potri.012G031250.1	60	66	66	58	10	70	176	66
WUAT02019225.1	Potri.006G095300.1	53284	52896	74060	53226	46212	43876	67020	49134
WUAT02019226.1	Potri.012G075932.2	8854	8488	9104	9130	6042	988	2846	1672
WUAT02019229.1	Potri.008G031200.4	27438	67904	15694	8152	4468	5226	8106	5676
WUAT02019238.1	Potri.006G170400.2	198	544	364	308	898	1166	1006	278
WUAT02019239.1	Potri.001G321800.2	15234	10572	11548	10502	11782	12744	15208	20388
WUAT02019243.1	Potri.010G120800.1	2252	2688	2992	2640	4480	3092	1698	2810
WUAT02019246.1	Potri.005G238600.1	3052	2238	2196	2070	1526	3264	4634	3626
WUAT02019251.1	Potri.013G162600.1	100	38	60	84	96	56	118	94
WUAT02019252.1	Potri.013G141912.1	42728	25932	29732	30888	22186	32082	51960	43350
WUAT02019256.1	Potri.013G133550.2	1080	1608	1490	1406	1180	224	608	672
WUAT02019261.1	Potri.001G031400.7	21672	20186	19952	18640	22106	24568	21758	26884
WUAT02019262.1	Potri.004G095900.1	1166	1110	886	1194	1882	958	1404	1146
WUAT02019266.1	Potri.004G129800.1	21322	13198	14352	13584	13066	12628	16790	13856
WUAT02019267.1	Potri.008G070300.9	292	180	66	64	108	36	30	120
WUAT02019269.1	Potri.011G074150.1	18	14	86	124	102	30	84	16
WUAT02019270.1	Potri.002G186900.2	20428	17150	18676	16514	10352	11066	15136	12670
WUAT02019271.1	Potri.018G082300.2	16	18	10	2	4	0	6	24
WUAT02019274.1	Potri.009G119500.3	12300	7534	10540	7866	8048	6428	10468	7978
WUAT02019278.1	Potri.002G185400.1	34580	17914	31388	25110	14174	19362	36362	25136
WUAT02019280.1	Potri.007G128300.5	170	124	116	86	160	136	30	96
WUAT02019282.1	Potri.011G075051.1	4	2	2	4	18	12	4	18
WUAT02019283.1	Potri.004G082800.1	74354	59452	61536	61536	56326	62578	73532	76428
WUAT02019294.1	Potri.002G018000.1	23068	23602	32912	31276	18292	3658	6992	4570
WUAT02019298.1	Potri.013G142760.3	2522	2472	3306	2076	1040	1846	3636	2684
WUAT02019301.1	Potri.012G056700.5	56	72	92	56	68	142	82	128
WUAT02019302.1	Potri.010G239300.2	21904	18736	16432	13406	10326	10796	16146	15510
WUAT02019303.1	Potri.001G198700.1	4574	2524	2760	3042	3448	4884	5192	4396
WUAT02019306.1	Potri.005G059700.10	8864	9198	8846	9352	11664	10194	11536	8920
WUAT02019310.1	Potri.013G046400.6	14214	6770	9470	7176	12648	45818	47012	41140
WUAT02019311.1	Potri.010G052500.1	1592	952	1780	878	1368	3018	2934	1968
WUAT02019315.1	Potri.015G099200.1	5404	5486	4562	5840	14410	11208	14442	9042
WUAT02019318.1	Potri.005G021000.6	66402	74578	58604	67292	54142	120044	157384	143448
WUAT02019319.1	Potri.013G133550.2	69484	53944	55966	55580	57746	61638	70098	57008
WUAT02019320.1	Potri.001G312800.7	8182	6102	6462	5292	5472	8398	10000	13232
WUAT02019325.1	Potri.013G142232.6	28384	28604	30940	29986	28142	22808	26614	26076
WUAT02019327.1	Potri.009G153600.3	1140	1222	1430	2010	1626	5378	5922	5022
WUAT02019328.1	Potri.001G297600.4	1222	976	940	1004	572	1038	896	1356
WUAT02019329.1	Potri.007G104000.4	2068	2448	2274	2442	2346	1694	2666	1960
WUAT02019334.1	Potri.013G163300.2	780	974	816	558	928	796	1472	1440
WUAT02019337.1	Potri.004G125150.1	12562	13094	15078	11806	11776	7050	9888	10690
WUAT02019338.1	Potri.007G130100.2	14096	13782	14850	13588	12990	10912	19696	19748
WUAT02019342.1	Potri.013G024000.1	13990	11544	11454	9784	16308	14082	14264	12092
WUAT02019351.1	Potri.006G216000.1	27428	24686	20504	27358	24530	29630	32032	30778
WUAT02019356.1	Potri.011G073900.2	26748	8158	10424	8778	11496	14010	19814	15848
WUAT02019360.1	Potri.019G083700.4	9144	9538	8136	8810	9342	9858	12604	11566
WUAT02019363.1	Potri.009G069700.1	20342	18778	23444	18028	18850	15432	16586	19004
WUAT02019364.1	Potri.013G133550.2	300	62	98	188	56	60	288	448
WUAT02019365.1	Potri.011G073091.4	624	1608	2196	704	4248	4368	490	708
WUAT02019366.1	Potri.011G074150.1	3630	3178	3052	3360	3134	4646	2984	2832
WUAT02019367.1	Potri.009G096600.1	112484	77028	89364	80586	92486	72590	109816	69752
WUAT02019369.1	Potri.002G259300.9	10292	7290	8358	5398	9512	9856	10654	11262
WUAT02019371.1	Potri.010G052500.1	1984	1194	1806	1454	1144	894	1164	1102
WUAT02019373.1	Potri.013G000400.3	48760	38014	42236	42348	59834	53348	79588	64398
WUAT02019374.1	Potri.008G070300.9	4040	3254	2052	3900	3016	3530	4970	3126
WUAT02019378.1	Potri.011G075051.1	7444	6686	5844	7134	5996	7946	8168	6616
WUAT02019382.1	Potri.013G143400.2	44986	36182	30112	33906	54226	37034	47464	19600
WUAT02019383.1	Potri.013G007800.5	35294	47012	61068	40862	46636	17696	27512	20432
WUAT02019386.1	Potri.010G119600.1	10216	6816	6230	7716	9650	9176	12584	16034
WUAT02019387.1	Potri.001G008800.3	4632	1782	9860	5826	4934	3254	3798	5160
WUAT02019389.1	Potri.014G135590.1	2092	2622	2562	1800	3076	4128	3564	4418
WUAT02019391.1	Potri.013G162600.1	25568	19544	26390	22354	17876	11332	15612	13638
WUAT02019393.1	Potri.013G143400.2	6	4	24	2	14	8	0	18
WUAT02019396.1	Potri.001G256100.2	17148	12072	13824	11206	18348	18302	19190	19604
WUAT02019397.1	Potri.003G159700.3	43028	46744	48674	51494	24228	5554	15254	9672
WUAT02019402.1	Potri.010G203400.2	9294	10754	9346	9198	19404	25084	22796	22206
WUAT02019403.1	Potri.006G252300.1	4978	1282	1478	1574	1864	1898	3406	9492
WUAT02019404.1	Potri.005G084400.1	10236	7048	7882	8810	9454	12610	13720	17838
WUAT02019405.1	Potri.001G312800.7	4708	6950	7726	6736	6198	6498	7984	7848
WUAT02019406.1	Potri.010G171700.1	10304	5688	2160	8598	12356	10320	8468	8460
WUAT02019409.1	Potri.015G074100.6	173770	157386	169204	178660	184002	246062	335950	357914
WUAT02019410.1	Potri.005G084400.1	1492	2144	1056	1640	1228	2696	3062	2362
WUAT02019414.1	Potri.008G211200.1	42814	35130	37788	35394	43124	60302	48522	64970
WUAT02019415.1	Potri.016G142600.2	31770	24464	26054	21936	26144	36832	50420	41832
WUAT02019420.1	Potri.010G082000.2	11756	9068	10072	9830	16892	18588	17436	19608
WUAT02019423.1	Potri.006G137100.1	450	706	290	316	204	692	1344	150
WUAT02019427.1	Potri.011G027800.1	1268	2212	986	902	3660	7004	5222	3150
WUAT02019429.1	Potri.005G210600.1	20102	18204	16462	17562	17136	25450	29488	27948
WUAT02019432.1	Potri.006G085600.1	21990	14960	15988	14896	15776	16114	19408	21118
WUAT02019433.1	Potri.005G100500.1	33744	28570	28488	30940	43018	56094	47992	44286
WUAT02019435.1	Potri.003G214200.12	26802	22988	20372	25342	19974	16416	21108	15812
WUAT02019440.1	Potri.008G105600.1	0	10	2	10	14	6	8	18
WUAT02019441.1	Potri.013G136466.1	106222	90926	105576	104790	87212	52952	60308	59534
WUAT02019445.1	Potri.005G011300.1	180	192	144	180	382	694	1052	1054
WUAT02019446.1	Potri.001G312800.9	292	116	98	74	222	272	1224	406
WUAT02019455.1	Potri.003G053800.2	34042	30998	31482	28514	30940	35294	36344	37176
WUAT02019458.1	Potri.003G067501.1	10	26	20	0	10	48	26	96
WUAT02019465.1	Potri.013G140850.2	2998	2940	2586	2528	2714	2752	2888	3468
WUAT02019468.1	Potri.014G141100.3	31370	20280	25090	23554	16046	19224	27992	21290
WUAT02019469.1	Potri.013G139112.2	14	52	16	68	58	40	34	84
WUAT02019473.1	Potri.006G187300.1	18694	11916	17614	16590	15338	23352	23608	21814
WUAT02019474.1	Potri.002G049600.3	41950	23042	30420	28854	35940	51758	43628	46646
WUAT02019477.1	Potri.017G003550.1	11056	6546	10284	10354	16064	15356	35528	22768
WUAT02019479.1	Potri.008G037401.1	15054	12256	18332	15910	19042	17732	20452	14838
WUAT02019488.1	Potri.001G033900.4	3186	2742	3546	2238	2596	2066	5032	1988
WUAT02019492.1	Potri.007G106400.2	1630	1432	1914	1448	2030	3028	3564	2590
WUAT02019493.1	Potri.013G143400.2	436	350	466	124	44	88	706	332
WUAT02019499.1	Potri.003G097700.5	30190	12604	15110	8432	5254	14182	24554	17094
WUAT02019500.1	Potri.010G052500.1	490	484	482	768	994	1266	1568	1132
WUAT02019504.1	Potri.011G106700.2	29404	26286	23702	23404	30826	33868	35272	33584
WUAT02019505.1	Potri.001G193700.1	12416	11358	10652	10300	10278	7122	15030	10056
WUAT02019509.1	Potri.012G031250.1	7446	6102	7864	8992	7004	9560	10954	11858
WUAT02019513.1	Potri.007G146401.4	23618	16562	16614	14142	17846	18508	21216	14828
WUAT02019517.1	Potri.014G101300.2	34956	29684	29836	34428	34798	126644	217524	131414
WUAT02019519.1	Potri.003G201200.4	12144	9934	10498	10710	10784	8796	11986	9114
WUAT02019521.1	Potri.013G047400.1	2	6	4	0	0	2	2	2
WUAT02019522.1	Potri.007G001900.2	22412	9058	12608	21662	13698	18176	23022	28932
WUAT02019527.1	Potri.010G255300.1	5640	3856	3174	3326	3166	3790	5414	4954
WUAT02019531.1	Potri.018G036600.8	1442	860	712	1022	988	910	1398	880
WUAT02019532.1	Potri.003G067900.4	12072	9656	12990	11206	11806	9734	10576	10346
WUAT02019535.1	Potri.007G128200.1	5272	3288	4610	4910	2786	2802	4648	7072
WUAT02019537.1	Potri.011G158600.1	30	22	18	24	10	14	12	28
WUAT02019539.1	Potri.011G039400.2	9030	8890	8550	9122	10802	8794	11478	11800
WUAT02019540.1	Potri.006G039500.1	8298	12208	8698	10666	12948	8234	9142	8388
WUAT02019545.1	Potri.012G077900.1	5954	7410	7512	6356	6060	4048	5614	4012
WUAT02019547.1	Potri.001G370366.2	7386	1392	9156	7818	16782	13882	13338	14236
WUAT02019556.1	Potri.005G112100.2	4248	2892	4142	3128	1802	1178	1294	1688
WUAT02019562.1	Potri.013G163300.2	966	1052	648	710	620	748	900	992
WUAT02019564.1	Potri.010G084100.1	4004	2292	2542	4214	2596	9600	8146	4826
WUAT02019566.1	Potri.011G065700.1	23332	15466	16044	15200	16538	14154	18490	16666
WUAT02019567.1	Potri.009G115500.2	32870	26184	27680	27172	26324	25360	26914	20094
WUAT02019576.1	Potri.001G312800.7	304	276	228	600	440	496	872	710
WUAT02019580.1	Potri.001G289500.1	49452	78696	102720	55486	35480	12104	16574	15274
WUAT02019581.1	Potri.008G100100.2	2974	1866	1782	1982	1808	1374	1968	1782
WUAT02019585.1	Potri.003G090800.1	30658	26818	28414	26600	25522	26646	29474	28152
WUAT02019587.1	Potri.007G062061.1	912	1610	764	458	756	888	1484	1402
WUAT02019589.1	Potri.011G079500.1	16736	10786	18736	13774	10098	11290	17488	25030
WUAT02019594.1	Potri.010G029900.1	39900	38482	46490	46260	38748	40094	49454	52468
WUAT02019597.1	Potri.014G105601.1	6240	6208	4448	6418	6194	7498	10302	8630
WUAT02019598.1	Potri.007G085000.1	423406	138576	130900	131830	101504	158548	112040	103090
WUAT02019599.1	Potri.013G140850.2	12238	10608	9784	11384	8368	8968	12080	8806
WUAT02019603.1	Potri.010G071500.4	1838	1624	1878	1694	1558	2494	3018	2042
WUAT02019607.1	Potri.001G101700.6	9136	6330	5498	6812	7480	11102	11160	10616
WUAT02019608.1	Potri.002G251700.1	10892	8144	8462	9412	9336	5774	6634	5712
WUAT02019612.1	Potri.003G101800.2	128038	145884	176152	138802	89678	52072	81372	85648
WUAT02019619.1	Potri.001G412900.1	112	212	144	82	130	154	102	156
WUAT02019625.1	Potri.007G062582.1	33130	27110	28028	31512	29648	29166	36212	33080
WUAT02019626.1	Potri.013G143400.2	50726	37500	46286	37578	48182	62142	67410	73762
WUAT02019631.1	Potri.005G257000.1	15032	12600	9924	13698	8058	18788	17550	15434
WUAT02019635.1	Potri.005G069500.1	10826	7466	8858	9772	14742	14438	23018	17798
WUAT02019639.1	Potri.019G072800.1	14156	15308	14910	15696	20232	17776	25156	21236
WUAT02019644.1	Potri.017G083200.6	8902	6100	6828	7404	6696	3280	5950	5168
WUAT02019648.1	Potri.001G412800.1	22290	16554	16722	19924	18544	17734	23562	23258
WUAT02019649.1	Potri.005G101200.2	18518	15912	17388	18562	10468	19700	24346	18810
WUAT02019653.1	Potri.012G017950.1	7974	5250	6604	7108	8472	10390	11830	12994
WUAT02019655.1	Potri.014G185948.1	452	968	614	374	886	518	1444	1318
WUAT02019660.1	Potri.015G109600.2	256	116	204	684	372	422	628	266
WUAT02019667.1	Potri.017G131000.1	176	1444	208	320	472	382	612	440
WUAT02019668.1	Potri.011G134200.18	47034	25874	38186	32684	46222	40768	49606	57888
WUAT02019670.1	Potri.012G031250.1	10676	9940	12408	10428	16184	18444	22600	18926
WUAT02019671.1	Potri.012G118700.4	5502	7044	6954	5502	9270	7386	9850	9472
WUAT02019676.1	Potri.011G074150.1	68	36	158	44	36	52	54	110
WUAT02019681.1	Potri.001G262800.1	750	360	1010	816	588	734	760	582
WUAT02019683.1	Potri.001G296600.1	2198	978	2054	1566	904	6978	3108	5504
WUAT02019684.1	Potri.015G090600.1	16952	13086	12338	12538	12198	14330	14034	15292
WUAT02019686.1	Potri.004G174700.2	44	82	96	50	226	258	44	48
WUAT02019689.1	Potri.003G015700.2	5410	4612	4576	3784	3436	3866	4438	4054
WUAT02019693.1	Potri.013G092700.4	41652	26982	29408	27888	25332	33600	37282	50066
WUAT02019697.1	Potri.013G114200.1	23322	29360	20204	36424	51208	38670	42526	40276
WUAT02019698.1	Potri.002G111000.5	87220	82470	79830	60624	67468	81670	85792	77502
WUAT02019701.1	Potri.017G077200.3	9962	12584	11382	12664	9806	13338	16674	14244
WUAT02019705.1	Potri.001G048900.2	798	1338	1042	816	500	324	276	350
WUAT02019706.1	Potri.008G003200.1	16938	14208	16350	13498	14538	15100	16322	13502
WUAT02019707.1	Potri.009G114900.5	18124	15154	17790	19140	30810	22856	24820	19682
WUAT02019708.1	Potri.013G143400.2	78	74	24	84	110	70	118	116
WUAT02019713.1	Potri.015G076650.22	6	2	14	6	18	0	34	2
WUAT02019718.1	Potri.004G021500.7	58	28	70	64	34	32	42	20
WUAT02019720.1	Potri.019G039700.1	154	176	78	198	218	262	248	474
WUAT02019723.1	Potri.012G023601.1	34	48	44	26	34	14	50	34
WUAT02019724.1	Potri.006G133900.1	964	738	638	644	858	900	768	812
WUAT02019726.1	Potri.002G221300.6	8270	10804	10456	8818	10098	7058	10272	10676
WUAT02019728.1	Potri.003G210801.2	854	1106	1392	946	2630	1062	1202	1136
WUAT02019729.1	Potri.005G185900.3	13206	10404	11208	10202	15034	20020	16772	20630
WUAT02019733.1	Potri.016G119400.1	9276	5696	10506	10788	12684	7598	11340	15000
WUAT02019737.1	Potri.011G074600.2	0	0	0	2	0	0	0	2
WUAT02019738.1	Potri.014G167100.3	10194	9942	11560	7142	7570	2876	5830	5190
WUAT02019739.1	Potri.017G111500.1	10834	8718	9110	11414	10306	16764	23128	19300
WUAT02019743.1	Potri.001G200000.5	46	58	122	72	198	272	210	226
WUAT02019744.1	Potri.013G137077.1	106	98	94	84	108	66	130	96
WUAT02019746.1	Potri.013G143400.2	250	240	330	200	158	182	392	144
WUAT02019747.1	Potri.010G052500.1	3964	2618	13608	3104	3482	4544	4868	5024
WUAT02019753.1	Potri.009G068100.1	18716	11738	16092	13214	18176	15984	12812	12384
WUAT02019755.1	Potri.015G096500.2	1160	1662	1586	1228	734	500	624	360
WUAT02019756.1	Potri.001G123600.1	25018	21954	21470	19434	21926	33514	42076	32332
WUAT02019757.1	Potri.018G110800.1	15000	14080	13242	18418	13438	47776	63296	50532
WUAT02019760.1	Potri.015G056501.3	4716	5670	3940	4500	3202	5244	7852	6084
WUAT02019765.1	Potri.T124301.1	616	874	772	1078	1036	1132	1804	1180
WUAT02019769.1	Potri.008G127600.1	10568	8128	8180	9772	9410	8294	12734	11106
WUAT02019770.1	Potri.001G200800.2	7964	6496	6392	6604	7530	6980	7174	8570
WUAT02019774.1	Potri.005G086700.3	16664	13380	16588	14664	14036	9058	12832	10908
WUAT02019776.1	Potri.013G163300.1	896	8	32	10	0	14	26	44
WUAT02019779.1	Potri.011G102500.3	25818	21988	22400	22530	22740	30694	30696	30480
WUAT02019786.1	Potri.008G095500.4	5848	4822	6178	4390	8536	7092	8326	7958
WUAT02019788.1	Potri.001G312800.9	176	254	394	264	374	560	328	356
WUAT02019790.1	Potri.009G159300.1	8	0	2	4	0	6	2	2
WUAT02019791.1	Potri.013G133550.1	2924	1284	1740	2094	1428	1680	2362	2350
WUAT02019793.1	Potri.013G090900.1	129360	101002	146702	120412	151996	133462	152994	152028
WUAT02019794.1	Potri.018G013200.2	4544	1840	3018	2060	4526	4796	4844	5608
WUAT02019796.1	Potri.019G014300.1	78906	48148	53932	42494	33910	48722	88826	70228
WUAT02019797.1	Potri.001G101700.6	28	92	54	14	54	46	28	52
WUAT02019801.1	Potri.001G160600.1	12004	9610	10524	10524	11456	10610	16206	14762
WUAT02019805.1	Potri.008G051700.2	35106	25040	28838	28786	23968	35740	41472	38780
WUAT02019806.1	Potri.013G162800.1	864	762	834	852	1208	1356	1964	1638
WUAT02019810.1	Potri.019G068700.7	4546	4512	3426	3798	3220	3358	4176	4090
WUAT02019811.1	Potri.001G180100.4	952	1242	1486	1824	1424	1238	1082	1368
WUAT02019814.1	Potri.016G041200.1	12186	11640	17244	11718	10612	10660	12808	14104
WUAT02019815.1	Potri.013G140850.1	9774	8646	7340	7786	10624	13976	17092	21328
WUAT02019819.1	Potri.013G019800.9	9690	7662	12502	10736	14368	20052	19638	16836
WUAT02019823.1	Potri.007G132601.3	16274	12102	10084	12942	15408	17038	20880	20122
WUAT02019828.1	Potri.010G052500.1	6640	4960	4688	4422	5246	6356	4580	7496
WUAT02019833.1	Potri.001G312800.9	1540	1426	1510	1242	1246	880	1166	2508
WUAT02019836.1	Potri.006G000500.1	36126	31216	33990	31260	34772	35276	37486	39592
WUAT02019842.1	Potri.016G098200.1	51018	42126	50402	49500	29536	79504	63372	46710
WUAT02019846.1	Potri.001G108400.3	428	1056	242	678	326	1532	1930	2496
WUAT02019847.1	Potri.013G029300.2	1142	1130	1096	1164	1100	1278	1858	1334
WUAT02019852.1	Potri.013G055300.1	37566	27646	32272	25048	33194	34718	37106	38058
WUAT02019856.1	Potri.003G133500.1	30926	24096	22274	27982	29528	34252	47954	43776
WUAT02019860.1	Potri.007G062522.1	3446	3670	2474	4488	13678	9564	6008	5116
WUAT02019861.1	Potri.013G143400.2	8	2	4	4	0	0	2	4
WUAT02019864.1	Potri.007G076700.2	6468	4212	8254	9784	19522	11618	18126	18776
WUAT02019868.1	Potri.007G106100.3	23638	14438	19948	14414	23390	29792	29656	23026
WUAT02019869.1	Potri.006G076900.2	5542	3778	3576	4060	3172	3120	4796	3186
WUAT02019870.1	Potri.001G238800.1	49440	44556	38304	32776	63374	62564	77948	82900
WUAT02019873.1	Potri.011G119500.12	43988	38654	39238	37270	44218	43228	54530	44476
WUAT02019875.1	Potri.008G191051.1	36	42	6	30	76	22	40	56
WUAT02019882.1	Potri.009G021500.3	177614	138322	165686	135134	146276	129268	156620	128508
WUAT02019884.1	Potri.010G246200.1	2932	2446	2300	2024	4882	4952	5168	3624
WUAT02019886.1	Potri.009G057500.1	610	128	130	96	136	682	1716	90
WUAT02019888.1	Potri.015G024400.1	20944	21066	18714	18174	29474	29112	27680	28528
WUAT02019890.1	Potri.009G032800.1	29318	14740	18716	15416	27998	33116	37316	38140
WUAT02019891.1	Potri.004G101100.3	31400	28372	28600	28210	23364	31068	40330	31648
WUAT02019895.1	Potri.001G329400.1	28908	21762	22080	22350	20734	20692	34358	25558
WUAT02019896.1	Potri.013G142232.5	28108	19338	23620	21960	19252	26502	26712	33390
WUAT02019897.1	Potri.005G217400.6	6526	5814	5908	6204	6752	8486	10016	9620
