Gene_ID	subject_id	E_T1_Rep1	E_T1_Rep2	E_T1_Rep3	E_T1_Rep4	E_T2_Rep1	E_T2_Rep2	E_T2_Rep3	E_T2_Rep4
WUAT02021529.1	Potri.004G018800.1	3622	3082	3492	2970	2792	2620	3804	4006
WUAT02021530.1	Potri.005G192300.2	32046	29162	30510	27558	33198	44816	40692	39312
WUAT02021534.1	Potri.014G161100.1	898	906	1292	702	654	1010	1046	848
WUAT02021535.1	Potri.014G146400.1	28422	27322	34186	23782	27674	22354	42908	34740
WUAT02021538.1	Potri.013G075232.1	308	296	428	340	280	796	468	350
WUAT02021539.1	Potri.003G094500.5	32246	28332	28218	41778	24960	12086	17848	31952
WUAT02021540.1	Potri.007G135000.1	62506	60316	56476	68134	54676	47584	62392	72472
WUAT02021541.1	Potri.013G133550.2	10	46	10	20	14	34	8	10
WUAT02021543.1	Potri.001G134100.5	56716	39118	48418	41972	44058	28486	53252	53204
WUAT02021544.1	Potri.002G216200.1	19460	17720	19478	17800	16224	19338	24766	22146
WUAT02021547.1	Potri.007G112800.1	45496	36284	50818	37750	45084	75396	58718	51040
WUAT02021552.1	Potri.001G343400.1	41110	32968	40866	38750	27114	67904	45666	55238
WUAT02021555.1	Potri.001G007900.2	24114	23576	23398	23052	25492	24390	30216	27340
WUAT02021556.1	Potri.013G133550.2	8294	4566	6624	8362	7334	3788	3988	6402
WUAT02021560.1	Potri.010G014200.1	982	240	706	600	842	218	1048	590
WUAT02021561.1	Potri.015G085700.4	32188	18948	24820	23800	27068	45872	45926	31788
WUAT02021562.1	Potri.013G143400.2	35618	27818	28994	33156	32794	45638	34428	38556
WUAT02021564.1	Potri.015G108700.2	186	356	534	146	330	504	408	492
WUAT02021565.1	Potri.013G098700.1	34298	33376	28306	25914	26714	68136	44560	39640
WUAT02021569.1	Potri.014G185948.1	16196	9638	12778	11930	11278	15974	12502	14480
WUAT02021573.1	Potri.013G138000.1	1150	676	1236	3246	1722	3900	2656	2120
WUAT02021574.1	Potri.001G341100.5	21442	21252	19546	24548	21532	26670	20992	29274
WUAT02021581.1	Potri.006G005900.1	16	0	2	4	8	12	2	4
WUAT02021583.1	Potri.006G163301.1	5496	4256	5008	3914	4864	4406	5658	5052
WUAT02021587.1	Potri.007G100200.1	17282	18378	15464	14890	14660	16378	20040	23482
WUAT02021588.1	Potri.012G031250.1	7894	7936	11854	5568	7474	9860	10768	8380
WUAT02021589.1	Potri.003G101500.2	2306	1052	2386	1642	4576	3370	3740	3650
WUAT02021592.1	Potri.014G154700.2	9286	8004	8884	7960	18702	15450	11646	11788
WUAT02021593.1	Potri.016G023360.2	23322	18344	16602	17194	19594	24850	27976	25524
WUAT02021596.1	Potri.002G057600.4	68778	62034	70674	58314	60664	28590	68126	63860
WUAT02021600.1	Potri.007G011000.2	1678	1358	1816	1550	1614	1502	1686	1802
WUAT02021606.1	Potri.002G156000.6	17418	11766	16736	12502	14576	8300	14936	16656
WUAT02021608.1	Potri.001G312800.7	44	66	20	116	60	140	40	76
WUAT02021624.1	Potri.001G048900.2	7850	11014	14146	8374	17976	17090	18150	15586
WUAT02021625.1	Potri.005G083400.2	472	548	176	342	216	94	598	530
WUAT02021632.1	Potri.001G125400.1	13004	15686	11964	9074	20480	30976	23842	20866
WUAT02021634.1	Potri.007G108601.1	870	380	636	624	508	240	476	412
WUAT02021638.1	Potri.005G254300.1	24	36	10	2	14	20	52	72
WUAT02021642.1	Potri.010G052500.1	28562	19768	26476	23806	22034	28180	31852	28828
WUAT02021646.1	Potri.001G312800.7	17876	15540	20008	16872	18344	17064	18256	20224
WUAT02021652.1	Potri.013G143400.2	518	556	530	394	532	1028	554	854
WUAT02021654.1	Potri.015G143400.2	416	396	296	480	474	48	84	504
WUAT02021659.1	Potri.006G132400.2	28344	19390	23710	23122	24068	26796	25168	27702
WUAT02021663.1	Potri.002G111000.5	1526	2292	2806	1872	2362	3800	2908	2922
WUAT02021672.1	Potri.014G043900.1	6500	4246	6446	6222	5782	12132	7134	6004
WUAT02021673.1	Potri.011G073900.2	1084	446	372	544	310	916	470	452
WUAT02021674.1	Potri.013G138490.1	20	88	30	30	112	76	80	144
WUAT02021678.1	Potri.001G436500.2	59944	66528	60604	58492	51724	146928	90300	64486
WUAT02021679.1	Potri.016G070500.1	32650	21614	18670	16336	24276	4346	11980	21186
WUAT02021680.1	Potri.012G071600.7	91110	58082	73732	71590	99928	58030	93630	95686
WUAT02021682.1	Potri.011G107900.5	44826	37604	50632	36194	46154	59302	58916	53014
WUAT02021683.1	Potri.006G061800.4	140	178	180	220	246	274	266	342
WUAT02021684.1	Potri.011G074501.1	5540	4478	5580	3718	5084	3348	5962	5786
WUAT02021685.1	Potri.006G222000.1	2	46	2	12	0	14	4	2
WUAT02021686.1	Potri.003G108800.6	20432	14754	18748	18520	20242	21196	19358	21538
WUAT02021695.1	Potri.011G073900.2	1538	2006	1462	1478	1364	2590	1722	1558
WUAT02021696.1	Potri.013G123600.2	29256	28408	25888	25058	24778	27918	32786	30210
WUAT02021700.1	Potri.015G033200.3	18452	12892	15850	14436	14486	17800	18850	17776
WUAT02021706.1	Potri.013G136466.1	4072	3566	4078	4216	3258	3892	4064	3830
WUAT02021707.1	Potri.001G252400.1	176	396	88	124	184	102	378	226
WUAT02021711.1	Potri.009G049400.3	6080	6170	4738	4664	5350	10940	5554	6792
WUAT02021713.1	Potri.005G180300.1	590	818	1708	956	142	58	138	158
WUAT02021714.1	Potri.013G133550.2	15164	9872	16466	10896	16074	14116	17222	15486
WUAT02021718.1	Potri.002G020900.6	16660	14250	18450	11744	16272	18578	17748	13888
WUAT02021722.1	Potri.001G019400.1	121104	112796	109992	68528	68644	55046	106000	82608
WUAT02021723.1	Potri.010G052500.1	170	176	574	308	356	392	346	164
WUAT02021727.1	Potri.007G142400.1	75920	63864	66022	57930	92846	77090	90398	86450
WUAT02021731.1	Potri.007G011600.3	620	862	804	272	634	1474	1054	524
WUAT02021733.1	Potri.004G225500.1	4600	6130	5556	3648	3628	4004	8298	6224
WUAT02021737.1	Potri.002G188400.1	10314	10422	10394	10364	9224	11504	12630	11956
WUAT02021740.1	Potri.010G194600.3	15970	13100	15114	13194	25244	17228	21154	22254
WUAT02021741.1	Potri.001G161700.1	89400	66640	78546	82878	88524	86870	85784	85406
WUAT02021742.1	Potri.005G093000.5	1326	810	818	678	1228	774	1350	1290
WUAT02021749.1	Potri.006G159200.1	2248	2242	2684	2522	2764	2596	3386	2922
WUAT02021751.1	Potri.013G112500.6	3686	6884	4548	5612	3060	3826	3448	4344
WUAT02021754.1	Potri.005G203500.2	7826	6890	7960	6106	11554	8882	10380	11256
WUAT02021759.1	Potri.005G100400.9	219916	417834	306236	267108	362094	2292660	554842	521650
WUAT02021762.1	Potri.006G146900.1	26660	18520	23074	16498	76350	14016	28314	25354
WUAT02021763.1	Potri.013G002400.4	90252	63664	77916	78262	84830	90428	82626	83652
WUAT02021764.1	Potri.001G154100.2	6840	4694	5826	5428	6652	6494	6042	6018
WUAT02021766.1	Potri.016G022700.10	1406	1590	1640	1406	1278	2830	2056	2038
WUAT02021767.1	Potri.013G143400.2	9502	7352	9054	8132	11920	12884	16264	13132
WUAT02021768.1	Potri.003G142900.4	89930	84944	85964	83230	76424	87608	102892	97308
WUAT02021772.1	Potri.012G031250.1	24274	20664	23492	20220	23972	34284	38544	27740
WUAT02021777.1	Potri.013G163300.1	15722	10614	12876	11370	11000	10264	13856	13526
WUAT02021781.1	Potri.011G074100.1	4464	3268	3890	4244	3672	4426	4402	5818
WUAT02021782.1	Potri.014G101900.4	8118	7362	8898	7284	10982	13206	11994	9930
WUAT02021787.1	Potri.004G229500.2	262	176	190	178	212	176	356	238
WUAT02021795.1	Potri.006G005900.1	17282	12352	14808	14530	16920	10562	16088	20748
WUAT02021797.1	Potri.007G055500.1	25690	21144	24782	24842	38328	35154	28268	30988
WUAT02021799.1	Potri.010G206600.1	12692	9836	13652	11424	10538	14100	14548	13670
WUAT02021800.1	Potri.005G052700.1	18570	11872	17932	23482	20518	6182	9988	13716
WUAT02021805.1	Potri.012G049500.1	2904	2030	2434	2776	2478	5526	2762	2576
WUAT02021808.1	Potri.002G057700.2	50196	31172	47210	31204	30576	14062	28638	33110
WUAT02021812.1	Potri.005G161366.1	942	1068	902	1080	730	840	884	716
WUAT02021814.1	Potri.008G102900.1	42734	27130	25892	27476	43992	132318	46476	36162
WUAT02021819.1	Potri.010G170300.1	3886	3120	3918	3092	7830	4386	5210	3682
WUAT02021827.1	Potri.006G039000.4	6156	5062	6624	5506	7962	7028	7706	6606
WUAT02021830.1	Potri.003G146300.2	112360	104382	112842	83990	101020	84772	148580	128204
WUAT02021831.1	Potri.006G111300.3	73126	57250	53186	47476	45216	22578	63384	59284
WUAT02021835.1	Potri.006G161538.1	53234	37948	39568	49206	33606	85300	31014	41170
WUAT02021840.1	Potri.006G114700.1	376	544	850	390	680	2096	1036	410
WUAT02021844.1	Potri.012G085300.2	3750	3186	4464	3816	3610	4174	5096	3838
WUAT02021845.1	Potri.013G025100.1	8480	7576	7240	8216	9656	6764	8644	8772
WUAT02021848.1	Potri.011G074600.2	47664	71952	52432	47638	36424	148890	61626	48012
WUAT02021849.1	Potri.007G026700.1	10176	7196	8368	8596	8286	8440	9958	8308
WUAT02021850.1	Potri.014G120100.6	13638	11246	10104	10852	11474	13970	15634	15478
WUAT02021853.1	Potri.001G349300.9	1074	418	1056	1134	514	782	1074	718
WUAT02021857.1	Potri.014G041600.1	35584	38948	37682	38208	27580	22158	34494	37180
WUAT02021858.1	Potri.014G112400.8	39252	38554	46126	38396	36312	56958	54696	42478
WUAT02021860.1	Potri.001G361800.13	5440	8914	7866	8246	6246	7362	5004	8238
WUAT02021862.1	Potri.002G137700.3	10840	9726	9704	9360	9874	5680	11306	10730
WUAT02021869.1	Potri.009G125600.1	7148	8834	8674	7122	8922	13862	16020	10124
WUAT02021871.1	Potri.013G143400.2	5340	3532	5642	3548	3834	5410	8058	5572
WUAT02021878.1	Potri.010G052500.1	114	6	2	6	4	410	2	4
WUAT02021879.1	Potri.002G202300.2	86954	129662	105676	93974	101030	675184	194122	98726
WUAT02021884.1	Potri.007G061981.1	374	652	316	104	1826	1974	934	796
WUAT02021885.1	Potri.019G131500.6	28908	19988	26474	28922	30934	14916	19650	26872
WUAT02021898.1	Potri.015G111500.1	864	866	926	658	1262	990	1436	852
WUAT02021899.1	Potri.001G385300.3	70	56	106	40	70	154	62	80
WUAT02021902.1	Potri.019G039900.3	32022	30846	31684	34328	28580	31644	36538	32954
WUAT02021903.1	Potri.002G145000.1	34714	24258	27660	24954	26420	23840	28070	31886
WUAT02021904.1	Potri.010G052500.1	4756	3814	4102	2878	6860	1120	2396	4670
WUAT02021912.1	Potri.001G249800.1	4360	2280	3436	2872	3160	4790	3816	4056
WUAT02021914.1	Potri.001G392200.3	36002	27106	33308	29796	29772	32198	29526	32854
WUAT02021915.1	Potri.016G004900.2	210	180	282	310	254	222	232	228
WUAT02021916.1	Potri.009G133900.2	48360	43582	44538	41186	49172	92198	67262	55762
WUAT02021920.1	Potri.010G013500.4	50268	38388	50704	50918	52370	27044	38394	47696
WUAT02021925.1	Potri.013G006100.1	35810	23086	41090	23916	34572	33276	35490	26896
WUAT02021926.1	Potri.013G142760.1	60038	56604	46310	52204	32998	104110	110306	38358
WUAT02021927.1	Potri.005G071500.3	23500	22844	21068	24666	23664	36590	27900	25296
WUAT02021929.1	Potri.019G034200.1	26946	27364	31184	23288	25718	23230	34946	30442
WUAT02021930.1	Potri.001G342933.1	70	80	50	58	70	90	46	46
WUAT02021935.1	Potri.010G223400.2	1296	1088	920	692	1398	2828	828	896
WUAT02021939.1	Potri.006G104300.1	4320	3786	5148	2658	4552	1074	4070	5640
WUAT02021943.1	Potri.003G160500.1	7886	9374	11524	6484	8844	12358	13472	13984
WUAT02021944.1	Potri.015G094200.1	46662	44110	51640	32328	44196	40204	67162	52820
WUAT02021948.1	Potri.005G154674.1	34544	32592	32130	28030	37746	43954	47216	42708
WUAT02021949.1	Potri.001G312800.7	760	910	1210	956	1008	418	1560	1596
WUAT02021952.1	Potri.006G160400.1	55180	20150	35218	44970	45234	11964	23462	46816
WUAT02021953.1	Potri.013G137077.1	26462	20224	24278	19196	20920	33532	40526	28716
WUAT02021958.1	Potri.010G219500.1	16792	17714	20894	16490	18242	12286	16158	19334
WUAT02021965.1	Potri.001G392700.1	27304	14672	26556	28746	19642	13056	18720	20014
WUAT02021966.1	Potri.017G075700.1	2904	2242	2642	3524	2288	2778	3166	2448
WUAT02021967.1	Potri.006G039000.4	592	316	518	438	322	622	564	580
WUAT02021969.1	Potri.013G133550.2	0	14	10	10	12	2	8	2
WUAT02021970.1	Potri.013G142232.5	19084	20254	17734	21620	20468	22510	24688	22558
WUAT02021973.1	Potri.011G049700.7	17766	16486	23684	19344	19794	23668	24730	20742
WUAT02021974.1	Potri.001G317500.3	56524	52052	56292	49878	55324	57626	69498	62662
WUAT02021979.1	Potri.016G110000.2	69374	39182	54924	49360	52714	28912	51308	65322
WUAT02021984.1	Potri.001G312800.9	31204	17512	20712	23208	29616	20146	24574	26614
WUAT02021985.1	Potri.012G031250.1	150	1020	118	168	126	70	66	186
WUAT02021988.1	Potri.001G157900.6	28720	20898	25328	24340	29854	25974	29182	28684
WUAT02021989.1	Potri.015G048900.5	4072	3198	4400	3510	3692	5754	4808	3854
WUAT02021990.1	Potri.009G031500.1	4918	3696	5514	3464	7770	7982	7362	4352
WUAT02021992.1	Potri.005G225400.1	24488	17018	20054	19944	15400	7468	22166	22938
WUAT02021995.1	Potri.008G162000.1	2796	2540	4888	7306	1298	3414	3396	2092
WUAT02021997.1	Potri.006G081800.5	29980	27614	32036	29082	30004	25110	28972	29756
WUAT02021999.1	Potri.001G118800.1	1194	1012	1122	602	1576	4162	1416	1374
WUAT02022001.1	Potri.005G201800.1	12374	9968	11936	12158	11926	5952	10244	13700
WUAT02022002.1	Potri.001G149600.1	8416	6130	7150	6424	7892	9036	9714	8418
WUAT02022003.1	Potri.005G154512.1	22	32	24	16	26	22	18	28
WUAT02022004.1	Potri.002G263300.3	11892	9704	10816	9034	8874	13188	12540	10956
WUAT02022006.1	Potri.019G083700.4	29100	32944	31770	29868	31348	52194	45338	35992
WUAT02022010.1	Potri.010G218600.4	9748	12870	8750	7392	9374	10080	13344	11238
WUAT02022011.1	Potri.004G009201.2	16384	23300	20954	19582	16312	29086	26426	19446
WUAT02022015.1	Potri.014G167000.6	29444	22444	23258	21436	20460	26220	29028	24920
WUAT02022016.1	Potri.013G142232.5	1214	1208	1458	1036	1136	1052	1382	1482
WUAT02022019.1	Potri.008G224210.1	2304	2122	2246	2128	2322	2926	3660	2272
WUAT02022020.1	Potri.008G155700.1	6214	3944	5600	6824	7092	7016	8248	5670
WUAT02022024.1	Potri.013G143400.2	15104	10810	15352	10030	13428	20950	22440	19734
WUAT02022028.1	Potri.002G159400.1	7596	5394	5586	4628	6232	5906	6920	6336
WUAT02022029.1	Potri.015G048200.4	28	72	104	76	58	116	84	62
WUAT02022030.1	Potri.012G079000.1	26622	17844	22566	21534	23286	22144	22816	22952
WUAT02022033.1	Potri.018G088400.2	2224	1594	1996	1434	1632	1130	2034	1928
WUAT02022037.1	Potri.006G179900.3	5148	2782	3976	2966	4274	3284	5364	4612
WUAT02022041.1	Potri.003G022600.1	3012	2818	3046	2612	2964	3796	4120	3494
WUAT02022043.1	Potri.002G105100.1	8	14	22	14	18	22	28	36
WUAT02022044.1	Potri.008G224210.1	3366	2438	4572	2606	3592	4520	4242	2346
WUAT02022052.1	Potri.009G036900.4	23828	25028	26100	24944	22866	40366	32814	27224
WUAT02022055.1	Potri.016G045600.3	15930	12134	16504	14330	20904	6976	21198	17218
WUAT02022056.1	Potri.018G149400.2	11704	18500	15232	12848	12068	17988	17590	15242
WUAT02022060.1	Potri.013G051200.2	45884	34796	53654	34942	50486	53816	66750	50994
WUAT02022069.1	Potri.010G220000.2	11812	11682	13158	11944	15778	30758	24244	15062
WUAT02022073.1	Potri.014G185804.1	116316	111488	97200	208940	137240	108430	140992	144782
WUAT02022074.1	Potri.019G020000.1	51976	24444	33240	40156	40916	11052	18668	39180
WUAT02022075.1	Potri.013G143400.2	20	38	30	68	22	84	58	14
WUAT02022078.1	Potri.007G020100.1	6968	5076	6422	5696	6498	7472	7676	8250
WUAT02022083.1	Potri.013G143400.2	156	154	118	82	96	198	122	150
WUAT02022087.1	Potri.004G201400.1	41936	50282	48544	36796	43648	62508	63526	51442
WUAT02022092.1	Potri.006G163301.1	6994	5148	4778	4572	5940	3610	4716	4802
WUAT02022093.1	Potri.011G075051.1	4	50	26	6	0	6	4	14
WUAT02022096.1	Potri.002G085400.1	59616	63630	74580	84666	44324	78108	65556	95112
WUAT02022099.1	Potri.009G132100.1	13594	6500	10436	10482	5050	2184	3782	11092
WUAT02022100.1	Potri.013G036300.1	6602	5940	7056	7120	4040	5978	6566	8108
WUAT02022102.1	Potri.005G119400.1	152	106	48	114	150	748	366	230
WUAT02022104.1	Potri.008G224801.1	0	2	2	0	4	2	0	0
WUAT02022105.1	Potri.011G074600.2	47352	43072	47658	48154	50642	80176	57658	55142
WUAT02022106.1	Potri.005G142100.5	18	56	2	26	10	8	6	8
WUAT02022109.1	Potri.013G162700.1	3264	2728	3192	1828	2732	4642	4746	4340
WUAT02022114.1	Potri.017G073900.1	58800	42214	46824	43140	65610	45650	52410	64898
WUAT02022117.1	Potri.013G141700.3	16	24	48	20	8	36	12	26
WUAT02022118.1	Potri.004G140800.1	1866	998	1930	1322	1232	1176	1274	1534
WUAT02022123.1	Potri.008G224210.1	73686	70766	63732	134598	95870	71236	105014	99376
WUAT02022128.1	Potri.001G312800.7	3296	3206	3668	2366	2828	3178	5212	4972
WUAT02022130.1	Potri.016G064800.2	18748	18852	18236	14932	18802	28874	23420	19788
WUAT02022136.1	Potri.007G085000.1	13496	9374	19944	9912	14806	4242	10594	10842
WUAT02022137.1	Potri.006G053900.6	73200	70688	68390	62514	63318	93426	80350	73670
WUAT02022141.1	Potri.015G041300.2	56388	38988	46452	46076	47454	44014	58586	64400
WUAT02022145.1	Potri.008G173900.1	1036	790	1040	598	1474	2496	2190	1144
WUAT02022146.1	Potri.006G153100.4	19584	19644	20738	23074	20736	25644	22928	21170
WUAT02022147.1	Potri.004G165500.1	1904	1418	2086	1318	2544	2522	2558	1704
WUAT02022150.1	Potri.013G143400.2	3170	2910	3046	2660	2968	2224	2570	3686
WUAT02022153.1	Potri.006G128200.1	184824	109516	121990	172554	130114	115984	121618	158074
WUAT02022156.1	Potri.014G067700.3	1116	1034	972	960	1002	3070	1304	1130
WUAT02022158.1	Potri.006G120800.5	18578	13754	18540	13638	17938	14448	19546	16310
WUAT02022159.1	Potri.013G136466.1	30212	19684	28694	16148	21186	10844	28880	25532
WUAT02022168.1	Potri.013G163200.1	14970	15866	15718	15382	16812	31032	17532	18888
WUAT02022172.1	Potri.005G107600.1	1148	1536	1416	1070	3686	2206	2652	2032
WUAT02022178.1	Potri.001G038100.2	86876	66036	71958	68828	84760	114478	83212	98738
WUAT02022183.1	Potri.010G082700.1	8104	4730	5478	6652	6520	5884	5480	6228
WUAT02022185.1	Potri.007G097900.7	1742	1506	1738	1592	4554	1902	1704	1658
WUAT02022190.1	Potri.009G036700.4	12008	9532	9426	8838	11458	12874	12702	11884
WUAT02022195.1	Potri.006G275000.1	5632	5254	3954	4236	5406	7014	5418	6238
WUAT02022198.1	Potri.019G014344.1	962	1522	932	1000	1762	3072	1576	2422
WUAT02022200.1	Potri.019G053000.1	31084	15116	21626	24754	22642	7104	17036	27774
WUAT02022203.1	Potri.002G062600.14	26	28	26	10	28	8	38	38
WUAT02022204.1	Potri.019G086400.1	34794	37480	28116	25912	30600	94050	58456	43296
WUAT02022205.1	Potri.002G054000.1	5548	4622	4896	6034	4320	3898	5302	5804
WUAT02022209.1	Potri.002G178200.1	50240	29244	46802	53086	35440	16936	35654	36700
WUAT02022216.1	Potri.017G081900.4	2732	2910	2998	2572	2138	3100	4152	2816
WUAT02022217.1	Potri.011G074600.2	2644	2026	2578	1874	2306	1836	3918	3652
WUAT02022218.1	Potri.013G142124.1	16060	11952	15926	14038	15036	20204	16038	15670
WUAT02022223.1	Potri.010G001400.8	438	276	316	358	324	62	212	412
WUAT02022226.1	Potri.014G185948.1	11936	11390	9078	10550	8684	18040	11810	13198
WUAT02022232.1	Potri.005G226700.2	14886	7884	8816	8674	14148	5520	10440	11676
WUAT02022233.1	Potri.015G106532.1	41534	49818	49518	26432	27428	26778	53616	46064
WUAT02022236.1	Potri.004G174700.2	4728	2712	2846	3720	3280	3356	3880	4264
WUAT02022238.1	Potri.003G222400.3	8714	9440	8602	7168	6328	2846	11022	9968
WUAT02022240.1	Potri.010G153700.2	78422	70626	60676	58904	104144	99276	99912	84104
WUAT02022241.1	Potri.013G143400.2	30	102	58	86	52	48	64	60
WUAT02022245.1	Potri.006G066300.3	5868	6294	6574	6078	8508	10904	4154	6742
WUAT02022248.1	Potri.016G110800.4	20470	21558	20672	20096	12416	19960	20284	17872
WUAT02022249.1	Potri.005G074200.2	7288	7108	10994	6222	10576	9770	13044	9706
WUAT02022254.1	Potri.001G312800.9	13604	8040	10270	8614	10780	13766	11502	12068
WUAT02022258.1	Potri.006G066800.2	24016	23402	24652	24104	27314	33782	30638	31004
WUAT02022259.1	Potri.017G087700.2	12028	7770	9390	9534	11950	9696	11196	12608
WUAT02022260.1	Potri.009G072900.2	129024	49838	64216	58214	20798	193164	69008	46912
WUAT02022261.1	Potri.007G010000.1	9864	5664	6960	6072	5602	4898	7072	9588
WUAT02022264.1	Potri.006G164050.1	4	10	16	8	0	8	2	22
WUAT02022265.1	Potri.007G013900.1	23688	16298	17706	17274	34208	8148	16382	22846
WUAT02022267.1	Potri.003G053400.1	50416	43232	51812	35756	47830	33550	49690	51398
WUAT02022268.1	Potri.005G014300.1	24060	20754	13632	37328	3114	9724	18730	22982
WUAT02022271.1	Potri.001G312800.8	482	816	442	296	850	1724	958	792
WUAT02022272.1	Potri.009G102201.1	13500	11338	13708	9526	13322	16980	18640	13728
WUAT02022273.1	Potri.011G103401.1	40802	38006	39404	48038	39154	60900	60452	47518
WUAT02022276.1	Potri.013G143400.2	43644	32058	37296	35178	47596	53998	47842	44424
WUAT02022280.1	Potri.006G054800.3	35594	24316	32020	30500	88826	42208	31774	31326
WUAT02022281.1	Potri.006G150300.2	8896	4532	7030	7044	8346	9508	7982	8942
WUAT02022282.1	Potri.012G058400.2	16	58	2	20	4	22	10	8
WUAT02022283.1	Potri.015G042500.1	956	1438	1212	1114	1268	1016	1718	1572
WUAT02022285.1	Potri.001G439600.1	32494	29470	35320	32816	21000	8292	32246	34464
WUAT02022286.1	Potri.002G008176.1	7926	8308	4652	6934	4758	8546	6732	5906
WUAT02022287.1	Potri.001G051900.1	43814	28350	30498	24704	27600	43770	40424	38412
WUAT02022293.1	Potri.005G213300.6	510	336	324	574	534	788	704	792
WUAT02022294.1	Potri.001G079400.4	30620	16324	22900	24316	30628	23670	30740	24554
WUAT02022295.1	Potri.010G052500.1	218	218	162	94	384	308	456	74
WUAT02022298.1	Potri.006G068500.19	69148	64362	78538	51626	74252	55450	68218	56334
WUAT02022299.1	Potri.001G148400.2	30468	34386	43450	26724	25552	65778	85910	107484
WUAT02022303.1	Potri.005G041101.3	11106	7412	11036	9138	9826	9318	9396	7776
WUAT02022304.1	Potri.019G050000.2	20586	16486	18234	17958	20100	21696	22112	22578
WUAT02022306.1	Potri.002G140300.1	1284	712	902	606	1066	748	784	1018
WUAT02022312.1	Potri.018G020600.1	3900	5814	4678	3322	5996	7548	6470	5582
WUAT02022313.1	Potri.015G068200.1	198	106	398	230	56	12	62	36
WUAT02022316.1	Potri.007G069300.1	19990	21522	18472	18360	14984	17988	21178	20316
WUAT02022317.1	Potri.013G133550.2	6416	7172	7676	5480	6234	10196	9342	8818
WUAT02022321.1	Potri.003G083600.3	918	356	540	452	474	398	318	334
WUAT02022324.1	Potri.011G074700.2	146	216	186	182	78	442	276	182
WUAT02022326.1	Potri.006G082300.1	50376	37998	68392	49592	44778	5408	38650	55998
WUAT02022327.1	Potri.001G170800.2	1374	1370	1434	1154	734	604	1000	1390
WUAT02022328.1	Potri.019G048700.3	13348	10296	13420	11606	12862	16276	15386	15152
WUAT02022330.1	Potri.017G081000.1	100134	71722	65570	53260	82700	44392	63308	82786
WUAT02022331.1	Potri.018G149500.6	7576	6726	6376	7984	8254	8204	7648	8386
WUAT02022339.1	Potri.013G136466.1	13634	10928	11430	10722	13614	19080	15030	13454
WUAT02022340.1	Potri.017G108100.1	22004	20190	21788	18084	21740	23226	26498	21830
WUAT02022344.1	Potri.009G057800.2	21106	16010	17342	15094	17620	13530	22148	20698
WUAT02022345.1	Potri.001G272300.1	632	658	528	584	820	512	564	664
WUAT02022346.1	Potri.008G024500.7	6588	7546	7240	6886	8352	10238	9112	8570
WUAT02022348.1	Potri.012G031250.1	28462	16750	21530	19368	29678	43404	28418	25738
WUAT02022352.1	Potri.015G024400.1	40766	30320	32408	39326	30444	32804	32206	34636
WUAT02022353.1	Potri.017G014100.1	3926	4526	3754	3974	2668	4646	3786	4532
WUAT02022354.1	Potri.007G061881.1	2436	2874	2870	2290	2618	4208	4004	3168
WUAT02022355.1	Potri.013G141912.1	6	24	4	0	24	36	14	6
WUAT02022358.1	Potri.010G075000.4	1168	1066	1348	1054	1160	2876	1822	1514
WUAT02022359.1	Potri.012G031250.1	1534	632	1298	546	5154	1352	2216	1250
WUAT02022366.1	Potri.007G139900.1	10408	10046	11616	9038	11120	6312	9698	13192
WUAT02022368.1	Potri.001G356300.1	17878	12788	14528	13656	15702	17594	20178	17280
WUAT02022370.1	Potri.001G007800.1	21028	21018	19690	18462	18454	19302	21296	22806
WUAT02022372.1	Potri.013G161900.1	220	244	150	250	232	504	236	346
WUAT02022375.1	Potri.001G320300.3	39812	31486	39756	36290	40256	28372	36442	39104
WUAT02022376.1	Potri.006G163301.1	70	152	164	64	84	170	244	226
WUAT02022379.1	Potri.006G164050.1	328	648	536	484	610	860	786	666
WUAT02022381.1	Potri.005G210900.1	22156	32628	18452	21708	19076	32654	26998	26398
WUAT02022387.1	Potri.002G110500.1	39346	54672	50696	46842	53020	84322	66852	56524
WUAT02022389.1	Potri.010G205800.1	10560	8424	10746	9976	10464	7388	9722	11404
WUAT02022392.1	Potri.013G143400.2	60	106	10	74	160	84	24	40
WUAT02022393.1	Potri.013G143400.2	598	412	492	1010	948	1148	776	674
WUAT02022398.1	Potri.014G185804.1	562	650	616	1166	752	1072	992	658
WUAT02022402.1	Potri.012G110800.1	1584	1340	1096	1418	1110	3994	1168	996
WUAT02022403.1	Potri.001G101300.3	448	418	614	470	664	508	476	744
WUAT02022415.1	Potri.019G003400.1	9542	8284	10890	8668	8102	12820	8302	12406
WUAT02022419.1	Potri.004G097500.1	6072	4500	5808	5106	7880	3254	4746	5752
WUAT02022424.1	Potri.010G163800.2	6298	9752	6884	5222	3452	9336	6236	3908
WUAT02022425.1	Potri.008G224210.1	14522	9692	9700	9730	8490	11540	11430	13714
WUAT02022426.1	Potri.001G312800.7	4024	4964	4184	3678	3986	11326	6970	5626
WUAT02022427.1	Potri.018G149400.2	108	120	156	116	46	10	44	76
WUAT02022429.1	Potri.010G241600.1	2538	1996	2828	1294	3134	6016	6350	3520
WUAT02022430.1	Potri.003G184000.1	18	42	12	14	48	4	16	8
WUAT02022433.1	Potri.002G160600.4	1288	1050	1512	1132	1464	1742	1756	1232
WUAT02022438.1	Potri.001G059900.1	9290	7806	8390	8748	7052	10022	10356	10802
