Gene_ID	subject_id	F_T1_Rep1	F_T1_Rep2	F_T1_Rep3	F_T1_Rep4	F_T2_Rep1	F_T2_Rep2	F_T2_Rep3	F_T2_Rep4
WUAT02021019.1	Potri.017G007400.1	15578	19280	21542	21312	15130	25732	20370	28286
WUAT02021024.1	Potri.014G185804.1	196	64	138	86	118	14	62	50
WUAT02021025.1	Potri.012G034800.1	33224	43572	49992	40608	31900	43520	36566	52494
WUAT02021030.1	Potri.016G035600.1	59458	72552	95816	71138	60868	74984	71916	85206
WUAT02021031.1	Potri.001G237100.1	1926	1454	1886	966	1742	974	1202	966
WUAT02021037.1	Potri.001G189700.5	84	158	140	138	100	140	158	138
WUAT02021038.1	Potri.009G075800.9	32504	45266	40282	41882	33366	54026	42964	56568
WUAT02021039.1	Potri.018G069800.1	6112	8208	3672	5862	7124	6248	4070	10134
WUAT02021043.1	Potri.007G062482.1	18102	19564	13996	19320	18228	19650	15940	24906
WUAT02021045.1	Potri.006G084900.4	8804	9930	7308	9930	8864	9290	8030	10804
WUAT02021056.1	Potri.009G087800.6	26288	31150	40486	29418	27410	36620	31272	34552
WUAT02021061.1	Potri.015G097500.3	16924	25086	19108	22540	18152	24208	16610	25758
WUAT02021065.1	Potri.010G106300.1	33992	41402	44712	52376	28724	48854	44584	121570
WUAT02021068.1	Potri.003G128100.1	13066	14462	9838	13540	12250	13882	15118	14460
WUAT02021079.1	Potri.006G198300.2	52136	64834	61846	62506	50368	78632	59198	78218
WUAT02021088.1	Potri.013G143400.2	270	374	266	248	440	812	346	804
WUAT02021089.1	Potri.016G045900.1	3636	3046	2418	3686	2870	3446	3392	3408
WUAT02021090.1	Potri.010G094600.1	76912	111040	91456	122278	79404	113008	115420	151866
WUAT02021091.1	Potri.010G179400.4	30782	36646	19114	32956	27880	27968	20702	30570
WUAT02021093.1	Potri.011G074150.1	4188	4752	5438	4916	3542	3634	3986	4936
WUAT02021094.1	Potri.001G162900.1	122	148	82	68	290	96	66	152
WUAT02021097.1	Potri.008G019800.1	37128	30500	34960	37234	24090	35990	27710	30010
WUAT02021098.1	Potri.014G180300.6	38	6	14	36	48	62	72	8
WUAT02021102.1	Potri.011G074750.2	10874	15804	16438	15580	13376	19556	25042	26366
WUAT02021103.1	Potri.001G375800.1	48174	60970	79148	78644	33204	54148	47432	64310
WUAT02021112.1	Potri.001G079400.4	23830	23424	16306	20718	18386	25854	17980	22264
WUAT02021116.1	Potri.003G194200.2	972	894	836	950	1276	1138	1466	1242
WUAT02021119.1	Potri.017G133400.1	566	932	800	760	418	540	722	1172
WUAT02021120.1	Potri.013G020900.4	8496	10466	8624	11660	10526	10114	8844	11116
WUAT02021124.1	Potri.013G092500.1	2302	2902	2790	2508	2190	3620	2606	4724
WUAT02021130.1	Potri.013G077200.4	3020	2700	1452	4588	2718	5038	4528	2512
WUAT02021133.1	Potri.012G104500.1	14984	18104	18280	19198	14746	23578	18040	26358
WUAT02021135.1	Potri.015G112700.1	4	0	2	0	0	0	0	0
WUAT02021137.1	Potri.009G131600.1	34446	41306	33940	41420	37682	39096	28500	32696
WUAT02021139.1	Potri.013G142232.5	460	416	806	498	482	598	342	546
WUAT02021141.1	Potri.018G096600.1	432	654	556	840	982	1112	850	1040
WUAT02021142.1	Potri.011G113575.1	37426	46158	36134	42788	35544	50150	43844	49176
WUAT02021144.1	Potri.013G099500.1	16	6	32	18	4	92	6	84
WUAT02021147.1	Potri.018G103300.1	14690	28102	5360	20016	5556	16442	16900	20398
WUAT02021148.1	Potri.007G062302.2	18	80	16	16	24	24	18	30
WUAT02021152.1	Potri.005G210000.1	13984	3300	1226	3394	1470	896	2218	2652
WUAT02021155.1	Potri.015G066400.5	10756	12492	12066	9654	8454	11862	10724	14042
WUAT02021160.1	Potri.007G049000.7	44676	51470	56428	52076	39844	76846	60276	86884
WUAT02021165.1	Potri.004G036800.10	114	194	98	122	126	128	154	178
WUAT02021169.1	Potri.008G134800.2	14690	16102	15226	18044	10080	18574	11966	19690
WUAT02021173.1	Potri.011G074600.2	460	718	444	420	618	500	674	844
WUAT02021174.1	Potri.016G018700.1	110596	156716	100490	138412	126864	120324	119926	124424
WUAT02021175.1	Potri.019G050600.10	18936	20790	21998	20912	20522	26138	27804	30006
WUAT02021176.1	Potri.004G064600.4	302	230	232	214	242	282	246	316
WUAT02021178.1	Potri.001G199100.1	8500	13498	10876	12222	8258	18640	12722	19690
WUAT02021181.1	Potri.009G055400.1	56	10	68	44	56	44	28	76
WUAT02021182.1	Potri.005G107066.1	1416	1584	1812	1142	1220	1752	1320	1554
WUAT02021183.1	Potri.016G128500.2	2902	4234	2188	4072	4538	4202	4030	5504
WUAT02021184.1	Potri.010G052500.1	58	84	60	74	136	96	252	52
WUAT02021190.1	Potri.009G021200.1	23222	34170	34684	23880	27050	37114	52906	76340
WUAT02021191.1	Potri.006G163700.6	44648	44794	98178	55512	33292	41430	43720	60752
WUAT02021194.1	Potri.002G240232.2	25046	39888	42710	32608	35654	55310	45982	62412
WUAT02021196.1	Potri.010G175900.2	43438	38500	38482	35154	36304	43110	37590	41248
WUAT02021198.1	Potri.013G139112.2	10	2	30	50	56	56	4	62
WUAT02021201.1	Potri.014G099000.1	28510	31034	27548	25176	27032	28108	21528	29284
WUAT02021206.1	Potri.018G108200.2	1262	734	44	1958	16	186	232	148
WUAT02021208.1	Potri.013G109400.1	7032	6568	8418	6426	6444	8810	7190	8200
WUAT02021209.1	Potri.010G203500.1	130076	187780	134776	168968	120208	190706	148354	243032
WUAT02021210.1	Potri.003G052600.1	10620	4512	18524	7434	10870	13708	12976	12888
WUAT02021214.1	Potri.016G032100.1	30852	40246	40424	36450	28158	36784	34444	52880
WUAT02021216.1	Potri.016G004900.2	5646	8492	11148	8028	5172	2112	2856	3812
WUAT02021218.1	Potri.012G034901.12	12702	18238	13086	17832	14132	18608	9658	23724
WUAT02021222.1	Potri.006G006200.1	5358	5506	8436	5854	4780	9632	6502	9128
WUAT02021223.1	Potri.001G312800.9	42126	37174	33098	32130	30480	21510	19756	23794
WUAT02021224.1	Potri.012G108000.1	6	6	2	8	6	4	0	8
WUAT02021227.1	Potri.002G014400.1	18240	17972	17322	16402	15986	20926	18068	22532
WUAT02021232.1	Potri.001G190200.1	34116	46994	36106	39130	41864	41322	45968	47602
WUAT02021235.1	Potri.007G062302.2	0	4	2	4	0	2	6	0
WUAT02021236.1	Potri.016G142900.1	322	710	246	138	966	742	32	346
WUAT02021237.1	Potri.011G075051.1	2986	4000	3868	3270	3738	3512	2126	4040
WUAT02021245.1	Potri.010G214000.2	42954	58446	31822	38710	43728	20394	18446	40978
WUAT02021255.1	Potri.001G441040.1	7044	11370	6096	17874	7624	21674	9584	224
WUAT02021256.1	Potri.015G128100.1	104	242	64	44	118	48	324	102
WUAT02021260.1	Potri.010G135100.2	30392	36726	25140	36222	28448	28824	23642	41702
WUAT02021262.1	Potri.013G071800.5	1022	2476	2122	1928	1750	3134	2574	3020
WUAT02021264.1	Potri.005G162500.2	5806	6268	7054	5894	4820	5186	6736	11864
WUAT02021268.1	Potri.009G020900.1	39428	46572	46824	49628	30642	42848	40736	59774
WUAT02021270.1	Potri.016G018400.2	8536	13154	11696	10272	11776	11870	10406	14790
WUAT02021272.1	Potri.014G189600.1	3460	3704	2988	3338	4862	2678	1742	5358
WUAT02021274.1	Potri.007G056200.1	902	1000	782	892	748	1024	894	1158
WUAT02021281.1	Potri.001G280600.1	62776	67724	70064	62720	61760	72368	73434	92284
WUAT02021282.1	Potri.008G002500.7	129840	158004	140346	147678	119136	181454	160716	212674
WUAT02021283.1	Potri.011G079500.1	138	202	2492	194	416	222	316	784
WUAT02021286.1	Potri.001G233800.11	20020	24720	27978	22236	18032	25876	24688	27658
WUAT02021287.1	Potri.010G125300.1	3728	2834	2518	2912	1828	5322	1146	2120
WUAT02021289.1	Potri.007G002600.2	2388	1918	1544	3332	2524	3668	1428	2078
WUAT02021290.1	Potri.004G065100.1	12370	14926	13226	17930	12552	22666	12376	35930
WUAT02021295.1	Potri.005G094600.12	42332	51444	48302	46774	38010	52106	46818	60252
WUAT02021296.1	Potri.007G061921.1	2986	4490	3002	3980	2952	5192	4384	6244
WUAT02021299.1	Potri.004G044500.1	133360	107102	83150	106896	88262	129412	124730	168138
WUAT02021304.1	Potri.009G052600.4	50442	63544	58346	64286	54262	68058	58716	73138
WUAT02021308.1	Potri.001G342933.1	54364	55034	57568	58196	57164	83238	64918	78792
WUAT02021309.1	Potri.008G052500.6	15628	16764	14340	14970	16030	16282	17618	19938
WUAT02021313.1	Potri.012G088500.11	30650	39184	31320	41438	41044	67386	53088	58184
WUAT02021318.1	Potri.005G096900.4	6542	8028	8622	7732	5908	8842	6936	13414
WUAT02021322.1	Potri.010G003500.1	18872	18332	8044	27780	16678	26256	17908	12542
WUAT02021330.1	Potri.008G225001.1	8	32	32	32	20	42	12	38
WUAT02021331.1	Potri.013G142201.1	21554	29716	18588	25156	19408	16552	19074	27592
WUAT02021335.1	Potri.012G003700.2	67840	86056	107824	98306	68610	96502	80522	106988
WUAT02021336.1	Potri.013G139112.2	836	1228	852	880	790	642	586	1452
WUAT02021340.1	Potri.006G084200.1	9138	10600	7526	8648	8852	9102	9722	12632
WUAT02021347.1	Potri.016G105800.2	5094	6684	6572	7538	5884	7998	5202	9160
WUAT02021348.1	Potri.005G030800.1	312	790	662	602	510	542	452	976
WUAT02021349.1	Potri.008G101200.2	37846	46204	44650	43118	33508	46574	40762	51738
WUAT02021350.1	Potri.013G143400.2	3376	4112	2638	4156	3170	4180	3794	4514
WUAT02021354.1	Potri.008G043100.1	890	1074	912	1112	2124	1408	1084	1596
WUAT02021358.1	Potri.003G086400.5	19378	25436	17356	25646	21422	33422	24600	38774
WUAT02021363.1	Potri.011G074901.1	1614	8848	1452	2278	5614	2630	2504	4062
WUAT02021366.1	Potri.007G061861.1	10	2	12	0	64	0	0	66
WUAT02021373.1	Potri.011G073900.2	10750	6406	6086	9774	6564	11074	10666	8658
WUAT02021375.1	Potri.014G073300.2	15566	19922	16932	18962	17104	18872	18866	22442
WUAT02021376.1	Potri.013G143400.2	13640	18088	20664	14204	13098	20398	15960	22168
WUAT02021380.1	Potri.011G092200.1	2828	374	618	1888	976	644	1898	1404
WUAT02021385.1	Potri.017G008800.3	40108	43244	40036	42928	36444	44170	45206	47880
WUAT02021386.1	Potri.016G110300.2	3974	4450	3620	4924	3546	4754	4328	4846
WUAT02021390.1	Potri.001G286900.2	15954	17728	17118	18158	13690	15840	14526	16352
WUAT02021391.1	Potri.004G125150.1	52	96	68	132	160	88	84	58
WUAT02021394.1	Potri.006G159400.1	19480	22844	20888	22750	22008	24210	20858	22972
WUAT02021408.1	Potri.015G047500.6	5772	18982	7366	9324	6044	20682	33592	11212
WUAT02021409.1	Potri.018G139800.12	52	162	44	172	88	274	166	200
WUAT02021412.1	Potri.018G028600.3	9170	14144	12446	12350	10784	12474	11054	16320
WUAT02021413.1	Potri.013G143400.2	2190	3606	2744	3546	1332	5174	4836	7764
WUAT02021415.1	Potri.010G218600.2	10560	20564	21606	18404	10546	18498	11374	22858
WUAT02021420.1	Potri.013G163100.1	18066	13992	35792	17180	12482	18486	14980	12842
WUAT02021421.1	Potri.014G144800.2	26680	75214	27744	30984	22228	32858	23204	38468
WUAT02021422.1	Potri.014G007200.2	2272	2270	940	1948	1590	824	1116	774
WUAT02021423.1	Potri.013G142336.1	20	14	20	32	8	24	60	20
WUAT02021424.1	Potri.014G132900.5	20952	24986	25752	23006	20250	30992	25624	29152
WUAT02021426.1	Potri.010G224700.2	1716	2310	2100	2020	1236	1766	1556	3836
WUAT02021429.1	Potri.016G104700.1	2670	4394	4536	4522	3582	7694	4418	6464
WUAT02021430.1	Potri.013G133550.2	11944	16628	15896	15638	16034	17486	19652	21474
WUAT02021434.1	Potri.013G138900.1	9634	14518	9198	10332	12542	10400	8426	12026
WUAT02021435.1	Potri.001G312800.9	43518	22844	23474	29926	43082	36830	33540	28994
WUAT02021438.1	Potri.003G139600.1	24484	23714	8224	22422	14814	17508	9320	48806
WUAT02021439.1	Potri.003G096300.1	25434	31336	31476	26802	26258	23374	25490	27092
WUAT02021440.1	Potri.011G047900.2	12	24	36	10	20	14	14	56
WUAT02021442.1	Potri.T011400.1	21908	15880	1828	15764	3814	3214	6846	6348
WUAT02021446.1	Potri.016G139200.1	7860	10426	7096	8806	9596	6758	4452	10940
WUAT02021448.1	Potri.010G052500.1	9528	10512	17764	12256	8802	9628	9012	16730
WUAT02021451.1	Potri.013G142232.5	13220	13868	16244	13804	8110	15100	9582	16500
WUAT02021453.1	Potri.011G137400.1	28	46	22	14	16	2	18	42
WUAT02021454.1	Potri.013G092500.1	1598	1710	1058	1358	1408	1520	1688	1178
WUAT02021456.1	Potri.013G066640.1	10	28	2	4	6	2	6	4
WUAT02021457.1	Potri.010G224800.1	13078	21052	12830	18758	11922	20192	16872	22052
WUAT02021458.1	Potri.008G224210.1	174	178	108	64	172	46	52	42
WUAT02021463.1	Potri.013G142232.6	936	746	868	808	600	532	968	588
WUAT02021466.1	Potri.005G059900.1	4240	4266	3810	4756	3502	5940	3902	6064
WUAT02021467.1	Potri.013G051200.2	45946	28364	95490	24568	46428	118196	99996	32420
WUAT02021471.1	Potri.015G089300.1	306	358	398	436	368	682	440	594
WUAT02021475.1	Potri.007G096100.5	32584	39832	44040	40364	32784	44930	35084	62176
WUAT02021478.1	Potri.001G109400.1	6858	10880	4372	9440	6220	3566	2534	5560
WUAT02021479.1	Potri.002G241800.2	22384	23132	18814	19484	23836	17974	17366	24186
WUAT02021480.1	Potri.012G053600.1	1920	4500	2788	3930	3084	2132	3418	3832
WUAT02021484.1	Potri.013G133550.2	23478	29950	25862	25990	24662	35664	29614	39148
WUAT02021488.1	Potri.018G068200.2	766	436	548	564	348	368	234	440
WUAT02021489.1	Potri.013G073400.1	136	204	336	154	102	116	154	244
WUAT02021490.1	Potri.015G108700.2	2762	4656	2166	3658	1988	3600	2888	9028
WUAT02021496.1	Potri.005G201250.1	2802	1730	366	3648	854	1660	1204	778
WUAT02021498.1	Potri.013G158200.3	1486	1618	2234	2096	1750	1196	1272	1950
WUAT02021502.1	Potri.008G219900.1	17142	17104	14694	16612	16302	19260	17780	21586
WUAT02021507.1	Potri.004G150800.5	9826	10588	6970	9626	8822	10924	8076	9026
WUAT02021511.1	Potri.010G043800.1	34674	8992	8434	10754	8362	8398	11184	15560
WUAT02021514.1	Potri.019G003100.1	28776	39516	36914	39090	27480	55278	34458	50040
WUAT02021520.1	Potri.001G115600.1	1596	2244	2402	2458	1788	3014	2234	3122
WUAT02021521.1	Potri.016G069100.1	34	94	24	54	192	76	88	44
WUAT02021522.1	Potri.016G089700.2	2058	2906	3020	2664	2308	4110	4298	4616
WUAT02021524.1	Potri.001G150400.1	9210	10152	11340	9422	9192	10990	11870	13750
WUAT02021526.1	Potri.013G140850.2	9882	12538	8176	10704	9418	11858	9936	12358
WUAT02021529.1	Potri.004G018800.1	3624	4106	3244	4858	3614	4900	3230	5228
WUAT02021530.1	Potri.005G192300.2	30256	34846	34914	34758	28718	35408	31496	40840
WUAT02021534.1	Potri.014G161100.1	884	618	1532	874	568	752	690	826
WUAT02021535.1	Potri.014G146400.1	34104	39870	31308	37806	23538	32942	33992	44234
WUAT02021538.1	Potri.013G075232.1	226	968	354	370	484	312	468	472
WUAT02021539.1	Potri.003G094500.5	33658	38226	40206	35522	36870	47904	37528	35014
WUAT02021540.1	Potri.007G135000.1	53338	68924	62940	62464	56188	70946	78146	86046
WUAT02021541.1	Potri.013G133550.2	8	4	8	0	2	10	12	6
WUAT02021543.1	Potri.001G134100.5	49760	54956	36058	57704	44376	62828	49792	75170
WUAT02021544.1	Potri.002G216200.1	18740	22036	25692	23062	17102	26984	26048	29186
WUAT02021547.1	Potri.007G112800.1	48028	51352	50458	52098	40988	54620	45330	69682
WUAT02021552.1	Potri.001G343400.1	38096	43606	39192	51006	33174	52336	35400	49310
WUAT02021555.1	Potri.001G007900.2	24650	31156	27238	25764	23516	32240	28800	30954
WUAT02021556.1	Potri.013G133550.2	7098	6844	3268	10184	14070	21204	12022	19592
WUAT02021560.1	Potri.010G014200.1	198	556	364	764	854	1436	440	1228
WUAT02021561.1	Potri.015G085700.4	32448	33668	23602	35444	23168	25284	40072	36414
WUAT02021562.1	Potri.013G143400.2	31806	33198	33522	34282	34774	36448	32866	44598
WUAT02021564.1	Potri.015G108700.2	254	652	252	342	698	574	126	372
WUAT02021565.1	Potri.013G098700.1	27818	43840	41880	34476	37682	45368	43120	47304
WUAT02021569.1	Potri.014G185948.1	14334	17056	10892	15368	15776	15716	17594	17126
WUAT02021573.1	Potri.013G138000.1	2040	3830	2174	3294	3632	2568	3082	2460
WUAT02021574.1	Potri.001G341100.5	20512	30892	15546	21448	26450	22480	23732	29562
WUAT02021581.1	Potri.006G005900.1	6	0	14	4	4	8	0	2
WUAT02021583.1	Potri.006G163301.1	4404	5824	4502	5154	4732	6094	5172	6774
WUAT02021587.1	Potri.007G100200.1	12836	20120	15472	16092	16436	18954	19606	29240
WUAT02021588.1	Potri.012G031250.1	6998	10722	9208	10726	7572	8682	6852	12338
WUAT02021589.1	Potri.003G101500.2	2354	3046	1750	2764	2548	3110	2580	2944
WUAT02021592.1	Potri.014G154700.2	12060	10994	10922	9360	10666	12086	11164	16224
WUAT02021593.1	Potri.016G023360.2	20956	19620	20914	23308	17162	21044	21548	38072
WUAT02021596.1	Potri.002G057600.4	68276	94658	61858	98644	69558	56582	47988	86220
WUAT02021600.1	Potri.007G011000.2	1784	2008	1758	1902	1952	3376	2182	2876
WUAT02021606.1	Potri.002G156000.6	16668	21374	13138	17216	19192	24802	18640	27772
WUAT02021608.1	Potri.001G312800.7	118	124	30	32	8	38	106	16
WUAT02021624.1	Potri.001G048900.2	5654	10556	9238	8402	4764	8690	6366	13612
WUAT02021625.1	Potri.005G083400.2	554	330	194	268	696	732	696	434
WUAT02021632.1	Potri.001G125400.1	11970	16148	16940	14094	13358	15242	12000	20170
WUAT02021634.1	Potri.007G108601.1	690	546	616	408	444	614	1724	722
WUAT02021638.1	Potri.005G254300.1	36	8	12	14	10	14	26	50
WUAT02021642.1	Potri.010G052500.1	22198	28172	22020	28948	21864	27374	23304	34372
WUAT02021646.1	Potri.001G312800.7	20078	25942	18738	22656	21636	24726	22874	28808
WUAT02021652.1	Potri.013G143400.2	456	934	342	606	768	826	1136	1016
WUAT02021654.1	Potri.015G143400.2	272	210	430	238	702	412	92	766
WUAT02021659.1	Potri.006G132400.2	24378	24862	24492	26984	27982	27124	25014	30794
WUAT02021663.1	Potri.002G111000.5	1664	2886	3366	2720	2390	5672	2600	4202
WUAT02021672.1	Potri.014G043900.1	7070	6648	5168	5688	3498	4100	3946	6052
WUAT02021673.1	Potri.011G073900.2	530	470	598	684	518	610	460	472
WUAT02021674.1	Potri.013G138490.1	104	78	58	12	200	12	44	64
WUAT02021678.1	Potri.001G436500.2	50752	72612	77592	62642	52166	68990	59160	97176
WUAT02021679.1	Potri.016G070500.1	27172	32192	23436	28118	30790	22222	11674	26354
WUAT02021680.1	Potri.012G071600.7	75468	106050	74566	87826	90028	120876	88260	116736
WUAT02021682.1	Potri.011G107900.5	40736	54852	57584	55314	34590	68642	47242	66418
WUAT02021683.1	Potri.006G061800.4	124	328	348	134	218	286	392	250
WUAT02021684.1	Potri.011G074501.1	5396	7740	4440	6564	5872	7030	4904	8874
WUAT02021685.1	Potri.006G222000.1	10	2	6	4	18	4	16	22
WUAT02021686.1	Potri.003G108800.6	19916	21420	16908	19630	21038	25148	21802	26620
WUAT02021695.1	Potri.011G073900.2	1386	1820	2010	1686	1210	1624	1592	1696
WUAT02021696.1	Potri.013G123600.2	26458	29216	29818	29088	23454	32652	31552	34836
WUAT02021700.1	Potri.015G033200.3	16264	19442	15848	19356	16132	22462	17538	24886
WUAT02021706.1	Potri.013G136466.1	4422	3782	5124	3950	3394	3262	3888	3796
WUAT02021707.1	Potri.001G252400.1	86	124	244	62	350	222	110	358
WUAT02021711.1	Potri.009G049400.3	5046	6252	9098	5982	6378	6260	5532	9548
WUAT02021713.1	Potri.005G180300.1	430	1924	170	700	78	168	126	1032
WUAT02021714.1	Potri.013G133550.2	18006	19960	13816	16136	13224	17374	13380	21174
WUAT02021718.1	Potri.002G020900.6	14180	13330	9552	14060	9400	9582	9818	13130
WUAT02021722.1	Potri.001G019400.1	97958	141288	95978	131276	70628	98158	90570	153950
WUAT02021723.1	Potri.010G052500.1	322	212	398	260	468	630	330	994
WUAT02021727.1	Potri.007G142400.1	63720	74642	74656	75172	60710	98214	90028	98426
WUAT02021731.1	Potri.007G011600.3	506	1112	228	540	440	408	196	608
WUAT02021733.1	Potri.004G225500.1	5214	5570	7084	6548	5160	6652	4644	11030
WUAT02021737.1	Potri.002G188400.1	10664	13256	13418	12316	9258	12788	12456	15128
WUAT02021740.1	Potri.010G194600.3	16726	19874	13832	16366	16150	19926	18656	22532
WUAT02021741.1	Potri.001G161700.1	82888	95738	71678	87350	81702	98524	76384	106424
WUAT02021742.1	Potri.005G093000.5	734	886	802	1020	1036	726	1034	854
WUAT02021749.1	Potri.006G159200.1	3152	3384	3304	3178	2286	3488	3516	5338
WUAT02021751.1	Potri.013G112500.6	4216	5482	8942	6250	1840	2746	1696	4430
WUAT02021754.1	Potri.005G203500.2	7346	9458	7680	9504	9408	12768	10242	14486
WUAT02021759.1	Potri.005G100400.9	169452	355658	428026	299100	312422	555670	322960	1071624
WUAT02021762.1	Potri.006G146900.1	94118	25912	18466	24222	18376	22444	24318	33910
WUAT02021763.1	Potri.013G002400.4	75486	87590	73278	94468	78494	114986	82744	113272
WUAT02021764.1	Potri.001G154100.2	6970	6756	4372	7628	5986	7188	4532	8140
WUAT02021766.1	Potri.016G022700.10	1088	1756	1334	1804	1644	1216	720	1862
WUAT02021767.1	Potri.013G143400.2	8304	10414	9584	9450	9780	11000	10924	15574
WUAT02021768.1	Potri.003G142900.4	90320	99812	94958	111260	72032	91836	94518	117424
WUAT02021772.1	Potri.012G031250.1	22942	25036	26840	25666	19164	28046	24788	36182
WUAT02021777.1	Potri.013G163300.1	14290	16256	11488	14284	12960	16676	15578	16240
WUAT02021781.1	Potri.011G074100.1	3960	5954	4270	5142	5362	6316	4900	5982
WUAT02021782.1	Potri.014G101900.4	10030	11992	8978	8338	10444	8706	7908	10690
WUAT02021787.1	Potri.004G229500.2	142	200	270	116	104	338	722	504
WUAT02021795.1	Potri.006G005900.1	19992	20582	12844	16062	15700	17858	16398	14070
WUAT02021797.1	Potri.007G055500.1	25686	32426	29054	29950	30698	39724	32006	39016
WUAT02021799.1	Potri.010G206600.1	13206	15198	12334	13702	11664	15040	12992	17658
WUAT02021800.1	Potri.005G052700.1	18340	15482	18362	27746	22440	41878	21582	11926
WUAT02021805.1	Potri.012G049500.1	2398	2672	2950	2706	2390	2470	3200	3946
WUAT02021808.1	Potri.002G057700.2	43146	45472	23538	43424	33470	47018	55702	45998
WUAT02021812.1	Potri.005G161366.1	946	1432	714	644	1064	718	1092	1214
WUAT02021814.1	Potri.008G102900.1	24438	32790	26566	27598	12566	49726	31936	69110
WUAT02021819.1	Potri.010G170300.1	4632	4530	3076	3864	2912	3706	3908	5462
WUAT02021827.1	Potri.006G039000.4	6662	7752	6204	5756	6142	7940	8574	8742
WUAT02021830.1	Potri.003G146300.2	111788	140716	115888	134308	94118	134188	126286	171460
WUAT02021831.1	Potri.006G111300.3	53504	42788	58220	46472	43536	79810	65254	67428
WUAT02021835.1	Potri.006G161538.1	40120	59702	25604	41650	42304	43454	35374	49222
WUAT02021840.1	Potri.006G114700.1	694	532	328	654	328	640	306	216
WUAT02021844.1	Potri.012G085300.2	3568	3456	3100	5584	2336	7534	3172	5854
WUAT02021845.1	Potri.013G025100.1	10686	7914	9448	8810	7526	11788	11596	12712
WUAT02021848.1	Potri.011G074600.2	39540	50996	58472	56892	41960	62804	73450	84778
WUAT02021849.1	Potri.007G026700.1	10212	9606	8998	10466	7556	10500	8572	10356
WUAT02021850.1	Potri.014G120100.6	11636	15006	12238	12956	13672	13700	13414	18652
WUAT02021853.1	Potri.001G349300.9	832	466	960	756	352	792	870	690
WUAT02021857.1	Potri.014G041600.1	37600	45522	51094	47552	39512	34078	45334	48432
WUAT02021858.1	Potri.014G112400.8	40274	46918	44874	45334	30194	40566	32146	56322
WUAT02021860.1	Potri.001G361800.13	9122	7104	12692	8660	7882	9026	10010	11968
WUAT02021862.1	Potri.002G137700.3	11054	13308	10880	10860	9442	10768	11278	13424
WUAT02021869.1	Potri.009G125600.1	7388	10242	14158	10584	5580	11000	12440	15112
WUAT02021871.1	Potri.013G143400.2	4846	6518	3646	5402	3164	5356	4944	6620
WUAT02021878.1	Potri.010G052500.1	0	4	0	4	14	250	0	8
WUAT02021879.1	Potri.002G202300.2	65452	83600	94554	127540	51614	128400	63854	135412
WUAT02021884.1	Potri.007G061981.1	266	642	404	388	90	120	262	452
WUAT02021885.1	Potri.019G131500.6	30908	45204	19930	36638	49582	48090	34982	52296
WUAT02021898.1	Potri.015G111500.1	1168	1226	758	1108	860	900	1064	1134
WUAT02021899.1	Potri.001G385300.3	72	28	42	40	148	38	34	266
WUAT02021902.1	Potri.019G039900.3	34258	41404	33526	35390	29144	34650	39734	40728
WUAT02021903.1	Potri.002G145000.1	32172	36110	23524	37060	26706	35378	31326	39460
WUAT02021904.1	Potri.010G052500.1	3586	9760	5616	10540	9536	10948	3542	9126
WUAT02021912.1	Potri.001G249800.1	3282	3528	3252	3474	3844	4174	3698	4972
WUAT02021914.1	Potri.001G392200.3	32166	38224	24206	36258	34768	32112	30664	45754
WUAT02021915.1	Potri.016G004900.2	228	340	264	252	172	202	196	278
WUAT02021916.1	Potri.009G133900.2	42686	48676	42102	48924	37100	49116	47038	67584
WUAT02021920.1	Potri.010G013500.4	62892	56342	45216	57536	51878	76972	46010	62302
WUAT02021925.1	Potri.013G006100.1	30414	29110	22722	37504	25356	34392	22294	26106
WUAT02021926.1	Potri.013G142760.1	61068	36726	173022	67910	25172	49040	41234	37668
WUAT02021927.1	Potri.005G071500.3	20130	23864	26470	22780	24820	28840	25054	31612
WUAT02021929.1	Potri.019G034200.1	28718	33006	32166	33264	20710	32700	26296	46050
WUAT02021930.1	Potri.001G342933.1	50	16	22	46	48	50	32	72
WUAT02021935.1	Potri.010G223400.2	1202	1036	1322	1102	1410	652	774	1656
WUAT02021939.1	Potri.006G104300.1	4674	8514	3474	7042	4792	2682	1654	5256
WUAT02021943.1	Potri.003G160500.1	7866	10512	9608	9482	10488	9214	7510	10156
WUAT02021944.1	Potri.015G094200.1	47426	46528	44708	61836	38304	58144	50820	94726
WUAT02021948.1	Potri.005G154674.1	29930	34464	33342	32318	28036	42516	36140	44636
WUAT02021949.1	Potri.001G312800.7	1270	1586	910	1550	1058	1788	1514	2330
WUAT02021952.1	Potri.006G160400.1	52138	37334	23218	44176	62512	61746	39090	36142
WUAT02021953.1	Potri.013G137077.1	22900	29784	27888	27930	14654	25546	26342	37640
WUAT02021958.1	Potri.010G219500.1	20726	27850	17286	21126	18506	22860	18426	26058
WUAT02021965.1	Potri.001G392700.1	25674	34318	15902	25278	23784	24676	18286	25218
WUAT02021966.1	Potri.017G075700.1	3064	2482	3602	2390	1792	2846	3272	2716
WUAT02021967.1	Potri.006G039000.4	334	342	348	568	408	602	1046	676
WUAT02021969.1	Potri.013G133550.2	28	0	6	0	4	10	16	4
WUAT02021970.1	Potri.013G142232.5	18208	19856	18846	21854	18638	19252	23254	21982
WUAT02021973.1	Potri.011G049700.7	18604	19572	24538	19574	16642	25788	20510	26882
