Gene_ID	subject_id	H_T1_Rep1	H_T1_Rep2	H_T1_Rep3	H_T1_Rep4	H_T2_Rep1	H_T2_Rep2	H_T2_Rep3	H_T2_Rep4
WUAT02017208.1	Potri.001G469500.3	1000	226	2122	816	1316	1048	850	2068
WUAT02017209.1	Potri.006G209900.1	6968	8782	8752	13144	15856	7282	10900	14678
WUAT02017214.1	Potri.013G133550.2	23004	25610	18672	29314	24996	27458	28226	30892
WUAT02017217.1	Potri.013G162300.1	2	0	0	0	10	0	0	4
WUAT02017220.1	Potri.013G163000.1	92	56	82	6	66	100	78	174
WUAT02017223.1	Potri.008G224210.1	91700	76836	87194	104920	87824	57438	70164	76104
WUAT02017227.1	Potri.018G037700.1	35386	28886	39110	37456	43394	47090	40812	52338
WUAT02017234.1	Potri.010G184200.2	1830	1250	2618	2246	4444	4182	2638	3286
WUAT02017236.1	Potri.010G199300.1	16496	21968	27040	27112	28962	30256	27222	25872
WUAT02017241.1	Potri.017G074400.1	22612	23484	23626	29086	21948	27588	19516	22562
WUAT02017244.1	Potri.010G253500.1	82102	91776	87170	81782	87950	98674	98420	107462
WUAT02017251.1	Potri.018G003100.1	46	28	52	92	178	14	60	104
WUAT02017252.1	Potri.011G073900.2	0	0	0	0	0	0	0	0
WUAT02017254.1	Potri.003G014176.1	7694	12038	11586	12666	7988	10268	12886	7432
WUAT02017255.1	Potri.008G035600.10	3090	4248	4252	4080	3560	4172	4778	4188
WUAT02017257.1	Potri.018G074500.5	2270	1712	5118	2700	5176	8366	2938	5044
WUAT02017258.1	Potri.008G173800.1	10828	11346	13178	14618	18234	11000	12666	16294
WUAT02017259.1	Potri.014G150100.5	37232	36346	23016	42902	29218	35708	42714	38990
WUAT02017262.1	Potri.019G078700.2	3606	7802	4778	5914	8966	5960	5336	9232
WUAT02017263.1	Potri.002G064000.1	20584	16400	14660	17434	16138	19274	19732	15418
WUAT02017266.1	Potri.011G074201.1	6	32	14	20	14	6	10	14
WUAT02017271.1	Potri.013G143400.2	120404	50982	76516	69042	59990	94256	104284	66446
WUAT02017273.1	Potri.006G139300.4	58672	65410	54670	72832	52050	66590	70510	67944
WUAT02017281.1	Potri.018G095300.4	45212	58080	64006	93452	48936	66214	58836	64726
WUAT02017282.1	Potri.013G133550.2	2670	7632	4044	4418	2842	4088	6882	7734
WUAT02017286.1	Potri.014G195700.1	172	178	326	218	124	248	420	224
WUAT02017290.1	Potri.008G153000.2	177394	460886	252362	334572	174600	246392	223216	230546
WUAT02017301.1	Potri.001G457700.1	2542	1154	278	2254	1218	1402	990	992
WUAT02017303.1	Potri.012G031250.1	31982	38928	32200	45006	34434	34774	40996	45342
WUAT02017308.1	Potri.010G052500.1	15086	27306	17914	24740	20022	24728	26162	29840
WUAT02017311.1	Potri.014G165400.1	22324	31280	37916	32312	33828	36712	32624	40184
WUAT02017312.1	Potri.018G099500.1	1394	1384	1296	1768	1398	1484	1910	1460
WUAT02017313.1	Potri.016G137000.1	10490	8110	19822	11894	24446	14754	13464	20060
WUAT02017314.1	Potri.003G015000.2	42	38	64	84	60	120	60	226
WUAT02017315.1	Potri.015G075300.1	48490	23944	55056	39980	72332	61730	42632	37900
WUAT02017316.1	Potri.012G036300.1	23628	35954	30330	33944	40604	38610	39222	41704
WUAT02017317.1	Potri.013G142232.5	27986	18188	15310	25974	21438	25394	28568	23702
WUAT02017318.1	Potri.012G031250.1	10612	5730	9034	10536	10436	11012	9870	9994
WUAT02017322.1	Potri.006G209900.1	17124	22964	16672	24388	19062	21980	26832	23634
WUAT02017326.1	Potri.001G276900.10	18876	20664	23380	25232	25258	24620	25258	25652
WUAT02017330.1	Potri.010G052500.1	370	278	402	350	334	540	364	540
WUAT02017334.1	Potri.013G056200.6	14	20	16	96	12	22	16	16
WUAT02017335.1	Potri.013G141700.4	17422	8944	13280	16784	16328	18378	18626	18378
WUAT02017337.1	Potri.003G024100.1	150	134	278	26	130	180	338	96
WUAT02017338.1	Potri.017G095632.1	152	138	108	180	392	1364	402	196
WUAT02017339.1	Potri.010G113700.2	63004	69352	63652	78560	58698	73536	58702	62344
WUAT02017344.1	Potri.008G060600.6	25566	37246	30950	39682	36502	33024	39404	35190
WUAT02017346.1	Potri.007G062700.1	2620	2496	2034	3718	4982	2956	3968	4198
WUAT02017349.1	Potri.018G077766.8	2042	804	1624	1418	2314	1846	1952	2534
WUAT02017350.1	Potri.006G218400.1	5878	7094	7654	8162	8200	7566	8834	8804
WUAT02017351.1	Potri.002G234500.1	6	0	0	0	12	14	6	4
WUAT02017353.1	Potri.005G206500.2	18898	27424	26408	29474	23440	26654	26478	30222
WUAT02017358.1	Potri.008G191400.1	3728	4480	4932	5964	5312	6218	5112	5580
WUAT02017359.1	Potri.005G233400.1	12864	9906	12140	13226	13336	19698	13894	15872
WUAT02017362.1	Potri.013G163300.2	63584	47668	60940	69596	76732	75468	61638	68224
WUAT02017364.1	Potri.004G034100.1	1886	374	542	914	1358	520	1172	1504
WUAT02017366.1	Potri.006G136400.9	10324	10880	15240	19316	11554	10168	9784	11856
WUAT02017368.1	Potri.015G006900.2	54110	47924	39466	72490	53430	52652	66802	72000
WUAT02017371.1	Potri.013G098066.1	4438	4814	5338	11208	6300	6674	5822	7182
WUAT02017372.1	Potri.013G133550.2	58	86	42	70	114	108	90	94
WUAT02017376.1	Potri.003G034900.12	2884	4090	1794	6476	1396	4226	2740	3720
WUAT02017377.1	Potri.013G143400.2	12	0	16	32	16	30	6	30
WUAT02017381.1	Potri.011G070900.5	20014	26676	33708	36140	22888	35446	33974	28860
WUAT02017389.1	Potri.009G060500.2	2702	4886	3270	4368	3244	4182	4162	4832
WUAT02017390.1	Potri.012G031250.1	708	738	698	676	616	728	730	656
WUAT02017391.1	Potri.006G048400.7	17726	16632	17092	21966	16502	18514	20940	18584
WUAT02017393.1	Potri.012G128100.1	221780	199546	273756	215030	323388	259700	225230	287178
WUAT02017395.1	Potri.014G136466.1	9128	10822	11448	11590	11030	12054	11014	11598
WUAT02017396.1	Potri.003G186900.1	9382	7780	7686	11536	7242	10970	10128	8432
WUAT02017398.1	Potri.001G312800.7	13284	11614	16236	20358	12908	16232	16028	16378
WUAT02017401.1	Potri.015G060400.1	304	446	460	452	508	544	584	662
WUAT02017407.1	Potri.013G012100.1	38768	31762	24916	40224	30966	26460	44396	35746
WUAT02017408.1	Potri.001G014700.1	672	786	1184	862	726	694	1266	1112
WUAT02017412.1	Potri.014G185804.1	21710	15856	17234	23764	20012	11452	13900	17614
WUAT02017414.1	Potri.008G088500.8	7718	7612	4616	6938	5188	6226	10408	7950
WUAT02017416.1	Potri.002G096900.3	64260	62594	88102	80080	67626	91270	73694	82784
WUAT02017425.1	Potri.010G189300.8	94444	75358	107248	127398	130274	128212	104016	118526
WUAT02017427.1	Potri.006G163301.1	6388	5836	4288	5302	4990	4492	4816	5164
WUAT02017429.1	Potri.013G143400.2	4832	6850	5296	6736	6648	12592	6988	7944
WUAT02017430.1	Potri.016G094033.2	688	1298	1092	2008	1078	1326	1688	1022
WUAT02017432.1	Potri.010G221600.4	43584	18926	34272	30716	40486	43232	47806	55120
WUAT02017433.1	Potri.001G030600.1	158	374	206	334	212	176	308	152
WUAT02017434.1	Potri.008G055400.1	83080	61232	82864	93354	106278	97136	94982	112116
WUAT02017438.1	Potri.007G062602.1	8544	12704	8312	13350	8776	11358	11402	9460
WUAT02017439.1	Potri.009G057800.2	142	340	60	128	92	122	70	138
WUAT02017443.1	Potri.013G162600.1	894	750	866	1706	1054	864	2060	1024
WUAT02017448.1	Potri.014G095400.1	58312	60534	33872	61492	50920	44464	55588	51502
WUAT02017452.1	Potri.011G074067.1	35510	53720	46550	50882	31962	46362	50042	55778
WUAT02017457.1	Potri.004G125400.5	27556	24620	26918	31578	31320	31844	29962	31086
WUAT02017464.1	Potri.006G114700.1	0	2	2	24	0	0	0	2
WUAT02017465.1	Potri.009G060800.8	9102	7686	6382	9832	13044	11424	10698	12826
WUAT02017467.1	Potri.013G133550.2	644	476	906	1138	1214	540	694	554
WUAT02017470.1	Potri.011G075200.2	120	98	236	132	178	202	72	210
WUAT02017471.1	Potri.012G058300.1	1394	2480	2176	3812	2312	2082	1276	1846
WUAT02017475.1	Potri.001G400800.1	7282	6560	7180	9390	8602	8334	7590	8810
WUAT02017477.1	Potri.004G105400.1	3598	4048	2262	4554	3958	4224	3194	5336
WUAT02017479.1	Potri.001G060200.1	19148	15694	19806	18266	17410	20198	21608	21932
WUAT02017482.1	Potri.009G053700.20	5284	2548	3988	5476	5892	2650	4676	6264
WUAT02017492.1	Potri.007G062302.3	5064	3660	4318	5804	4430	5206	6452	4444
WUAT02017493.1	Potri.013G143400.2	7550	8946	7950	11228	9502	11106	12420	9600
WUAT02017497.1	Potri.018G103900.2	93008	45700	103086	63584	133554	103878	105178	93716
WUAT02017500.1	Potri.017G015800.2	4386	10892	6706	16452	3480	7056	9482	7686
WUAT02017502.1	Potri.001G299700.1	42852	70584	44600	63884	37068	64430	53426	53440
WUAT02017506.1	Potri.006G171700.1	5360	6116	7794	5862	10676	8534	13158	10054
WUAT02017507.1	Potri.004G028466.1	594	110	42	654	114	88	118	60
WUAT02017515.1	Potri.010G129700.2	17730	14444	14264	18564	20246	16794	18050	21378
WUAT02017519.1	Potri.013G143400.2	1800	786	1224	2730	1442	1704	696	1382
WUAT02017520.1	Potri.007G051900.1	10862	6418	8990	8450	18278	10314	11056	13004
WUAT02017521.1	Potri.003G031000.2	15484	35606	13040	19830	16792	27562	32120	28948
WUAT02017524.1	Potri.001G312800.7	26316	29036	34374	38238	35168	37344	41662	42560
WUAT02017525.1	Potri.001G282400.1	3340	3994	3736	4352	5130	4600	4882	6752
WUAT02017528.1	Potri.002G103800.1	47842	50370	45324	57556	46232	50846	56852	58082
WUAT02017533.1	Potri.001G130601.2	27154	25140	37298	30938	45958	43660	35012	36836
WUAT02017535.1	Potri.002G125200.3	17920	10382	11608	17334	22436	16028	19874	16846
WUAT02017539.1	Potri.010G000301.1	304	626	174	338	256	232	236	182
WUAT02017546.1	Potri.011G074600.2	30802	50218	49504	56296	56054	63088	61152	64190
WUAT02017547.1	Potri.008G046200.9	12	26	22	62	48	26	2	24
WUAT02017551.1	Potri.013G136466.1	26268	10560	21726	14152	19588	19596	12672	11178
WUAT02017555.1	Potri.001G118100.2	76166	70054	44068	121020	73980	66664	96686	81772
WUAT02017556.1	Potri.001G312800.9	32	6	8	8	58	20	48	44
WUAT02017560.1	Potri.006G215700.2	49022	28138	52738	40986	47530	48130	54072	55000
WUAT02017565.1	Potri.011G143200.1	10914	8720	11272	9758	15206	11296	14932	15052
WUAT02017566.1	Potri.001G029800.3	9842	8480	11634	12990	11408	13006	12020	14156
WUAT02017569.1	Potri.013G079000.2	129322	130924	188508	152832	218626	189072	177312	184216
WUAT02017570.1	Potri.007G119300.5	970	1500	910	2112	1112	1328	1334	1384
WUAT02017571.1	Potri.006G219500.5	13216	21906	18470	25478	16822	19260	24152	25550
WUAT02017574.1	Potri.007G010000.1	6752	8876	8010	10118	6290	7890	10016	9614
WUAT02017578.1	Potri.008G053100.5	50226	21368	76766	33232	109078	65512	84552	69258
WUAT02017581.1	Potri.013G074650.1	5108	5852	6946	7464	6466	7084	7880	7930
WUAT02017582.1	Potri.010G108700.2	2280	932	2294	1946	2984	1808	2168	1848
WUAT02017585.1	Potri.011G073900.2	0	0	0	0	0	0	0	0
WUAT02017589.1	Potri.013G162600.1	188	304	1020	540	376	380	326	790
WUAT02017592.1	Potri.013G029300.2	62	124	50	98	78	318	98	166
WUAT02017594.1	Potri.001G079800.1	1240	1260	1276	2606	3056	2768	1788	1262
WUAT02017596.1	Potri.009G041900.1	44082	55488	64262	57100	41280	55050	68022	75950
WUAT02017599.1	Potri.007G145100.3	24446	31034	27470	33840	25220	34812	40090	33986
WUAT02017605.1	Potri.002G181400.2	17368	27868	19866	34252	24074	25492	35338	36390
WUAT02017607.1	Potri.005G237100.4	37756	28640	68832	42986	71674	49404	50772	50962
WUAT02017609.1	Potri.007G061961.1	700	176	344	532	886	440	376	458
WUAT02017612.1	Potri.003G222800.2	12	0	2	0	10	0	0	0
WUAT02017614.1	Potri.002G090200.1	10294	12064	6120	10908	11196	10438	7830	11036
WUAT02017617.1	Potri.014G054700.1	13274	11694	10544	16300	9672	12260	10740	10550
WUAT02017619.1	Potri.013G136466.1	12250	16834	15076	18958	16060	19188	20178	23386
WUAT02017623.1	Potri.003G112400.4	1932	3200	3838	3036	4162	3768	4626	3952
WUAT02017625.1	Potri.018G019600.3	2934	1954	5018	3606	5628	3316	4546	4592
WUAT02017626.1	Potri.005G107066.1	246	160	314	136	144	138	214	242
WUAT02017632.1	Potri.013G138900.1	784	74	146	376	190	1062	618	356
WUAT02017642.1	Potri.001G223300.1	6618	2376	1226	5374	5864	6772	6922	4548
WUAT02017650.1	Potri.012G031250.1	24684	15886	29036	25106	24268	26280	24072	31792
WUAT02017651.1	Potri.001G112200.1	11262	5878	16624	7808	16252	13288	12192	12498
WUAT02017652.1	Potri.011G003400.1	40954	38074	37776	44424	40800	41030	44560	45514
WUAT02017656.1	Potri.013G143400.2	2982	2864	2788	2846	3052	4452	3718	3758
WUAT02017659.1	Potri.008G164700.2	35120	31510	33856	43096	36542	44958	38472	39210
WUAT02017663.1	Potri.002G089500.1	8412	9368	8072	9408	7680	9564	10282	8020
WUAT02017664.1	Potri.012G055100.1	9004	18484	15166	21220	13696	15534	13086	14428
WUAT02017665.1	Potri.001G313900.1	16	14	2	10	4	8	24	14
WUAT02017668.1	Potri.013G138201.1	4586	6240	5494	6866	5552	4876	5452	4946
WUAT02017672.1	Potri.011G125700.3	4542	6506	4098	7340	3570	4580	4600	3634
WUAT02017673.1	Potri.001G462800.1	228	122	306	534	1490	848	552	2048
WUAT02017677.1	Potri.010G063900.1	62896	32462	73388	53588	80174	72312	68034	72912
WUAT02017681.1	Potri.013G133550.2	21030	544	458	3276	412	1550	1272	226
WUAT02017685.1	Potri.017G151600.3	30	54	36	64	76	30	38	34
WUAT02017690.1	Potri.001G147600.4	36490	29598	29454	37430	38846	29614	35956	39334
WUAT02017691.1	Potri.013G160500.4	11278	22258	11020	19872	13302	13696	19128	22922
WUAT02017692.1	Potri.014G044900.5	15504	15962	13734	20614	17436	16202	16510	14638
WUAT02017698.1	Potri.013G157500.2	4004	2730	2912	3752	4036	3484	3478	3134
WUAT02017699.1	Potri.013G142232.5	474	2708	2418	3914	1376	2320	1498	1942
WUAT02017703.1	Potri.015G132100.3	3082	4478	3658	5104	3610	3702	4538	4198
WUAT02017704.1	Potri.010G035900.1	718	440	838	1222	1456	1164	1240	1174
WUAT02017708.1	Potri.001G465300.2	11572	16342	10188	15536	10376	14702	14356	13926
WUAT02017709.1	Potri.007G061921.1	2330	3360	3546	4160	3858	4220	4358	3922
WUAT02017710.1	Potri.014G185804.1	52902	41800	43134	62438	52180	30118	36746	43890
WUAT02017713.1	Potri.002G187100.1	42368	43834	34538	56134	44342	44706	52690	46790
WUAT02017715.1	Potri.015G051466.1	360	488	164	504	246	264	348	382
WUAT02017717.1	Potri.018G107300.1	1886	2314	5598	7424	4672	5370	7538	6036
WUAT02017718.1	Potri.018G025000.3	232	370	526	644	160	352	314	418
WUAT02017722.1	Potri.006G166200.3	5514	6976	7206	7970	7972	7690	9786	10088
WUAT02017726.1	Potri.011G137400.1	42	64	56	154	108	48	52	70
WUAT02017728.1	Potri.013G142232.6	1670	1298	3378	2374	3754	3276	2994	3904
WUAT02017733.1	Potri.002G083500.4	536	466	130	172	2124	2070	3434	3642
WUAT02017734.1	Potri.017G060200.1	27164	32578	22168	41738	24900	27902	30536	28742
WUAT02017740.1	Potri.005G256700.5	20544	19600	35064	22736	31928	35792	25214	60024
WUAT02017744.1	Potri.008G049700.9	4348	7630	6528	8776	7002	7712	8518	8338
WUAT02017745.1	Potri.018G096049.3	3312	3170	3648	3920	3984	3670	3220	3436
WUAT02017747.1	Potri.013G143400.2	22298	7714	17380	10710	27768	12462	16568	14448
WUAT02017749.1	Potri.016G088800.2	29936	42372	27716	40688	26626	36758	36538	36346
WUAT02017751.1	Potri.010G218600.2	8	24	16	26	24	30	24	24
WUAT02017753.1	Potri.005G108300.3	932	374	886	934	1106	1064	1116	874
WUAT02017756.1	Potri.001G466000.2	1118	1716	1012	1602	974	1602	1454	1068
WUAT02017758.1	Potri.001G047900.6	25014	38886	29428	42386	27276	31742	36398	32732
WUAT02017762.1	Potri.013G163300.1	622	972	560	650	656	442	576	42
WUAT02017763.1	Potri.011G073900.2	19330	9630	20640	24852	25894	22296	20602	24438
WUAT02017764.1	Potri.010G099100.1	12138	13516	8924	11826	10968	12176	12430	13060
WUAT02017766.1	Potri.005G140200.3	2268	1164	2580	2540	3412	3294	3602	3516
WUAT02017767.1	Potri.006G163301.1	13730	12718	9658	24608	12750	15344	12866	17966
WUAT02017771.1	Potri.013G143400.2	11750	10656	12352	13534	12552	13800	14462	16258
WUAT02017775.1	Potri.008G013300.1	68	38	30	16	14	24	348	58
WUAT02017777.1	Potri.010G114400.5	4828	8470	6260	7374	7752	8262	10972	10912
WUAT02017779.1	Potri.006G192400.1	17152	18498	14666	23444	13322	15940	18878	20376
WUAT02017781.1	Potri.007G069600.1	1826	1850	3090	4616	3334	7220	7342	6432
WUAT02017782.1	Potri.018G141000.1	1750	1904	5818	2420	6498	3700	3396	4876
WUAT02017784.1	Potri.002G192500.2	23472	46898	28014	48888	29472	34726	33488	37882
WUAT02017785.1	Potri.005G185900.3	14716	23234	17594	24062	19250	17816	24806	24962
WUAT02017787.1	Potri.010G120800.1	642	430	252	1032	638	366	566	262
WUAT02017789.1	Potri.013G163300.1	6944	10598	10542	11568	11278	9034	11410	13910
WUAT02017790.1	Potri.006G203400.2	2448	2848	2226	2400	2106	1988	2550	2278
WUAT02017794.1	Potri.013G142760.3	1822	1926	2420	1874	2698	3480	2306	2814
WUAT02017795.1	Potri.012G073700.1	13500	12158	13664	17168	14818	17430	13510	16454
WUAT02017798.1	Potri.011G162500.1	836	742	412	112	198	324	498	420
WUAT02017799.1	Potri.005G074000.1	9630	4030	10486	10726	13728	8894	8918	6858
WUAT02017803.1	Potri.004G132450.1	28418	43660	39708	62580	44440	49466	48868	39346
WUAT02017804.1	Potri.016G042100.1	30086	28824	24384	31124	29552	28934	37294	34720
WUAT02017805.1	Potri.004G135800.1	1564	1182	2966	1720	2064	4386	3986	2848
WUAT02017807.1	Potri.003G088600.1	2798	2898	3650	3432	3658	3170	3878	4106
WUAT02017815.1	Potri.007G079500.1	22616	20714	19906	23366	27322	25078	30720	28594
WUAT02017816.1	Potri.007G016532.1	60	88	228	20	48	112	124	154
WUAT02017817.1	Potri.001G013700.1	25298	29706	27934	34710	26544	27584	24850	27938
WUAT02017820.1	Potri.012G058400.2	158	28	86	248	48	136	80	42
WUAT02017821.1	Potri.008G052100.2	58988	42116	53094	59580	58352	54992	64890	56070
WUAT02017823.1	Potri.014G152200.2	7648	11896	7238	11088	9208	9040	8802	9902
WUAT02017826.1	Potri.009G115000.1	41620	35418	46012	49710	49268	54548	51410	52148
WUAT02017827.1	Potri.013G143400.2	30460	24942	20544	29850	21492	28336	30758	29416
WUAT02017829.1	Potri.013G162700.1	1216	2244	1246	2470	1384	1978	2484	2020
WUAT02017830.1	Potri.014G024700.3	5984	9614	9874	9110	9860	8358	6456	7968
WUAT02017835.1	Potri.001G344600.1	15832	20242	18138	24740	19722	26024	28592	24274
WUAT02017836.1	Potri.004G125150.1	236	184	70	378	54	168	202	234
WUAT02017839.1	Potri.016G137000.1	39870	45228	60216	47558	66380	57470	56002	58840
WUAT02017842.1	Potri.008G055500.7	22618	23966	80026	40692	83312	45892	44362	70792
WUAT02017844.1	Potri.010G224300.2	7200	7412	4378	9398	3480	6834	7850	6406
WUAT02017845.1	Potri.009G011000.8	30	100	30	26	30	52	42	24
WUAT02017848.1	Potri.002G029200.2	6446	4284	10728	7338	11198	9172	6830	8100
WUAT02017849.1	Potri.014G185804.1	1684	1642	1868	2448	1582	1248	1354	1426
WUAT02017854.1	Potri.002G179600.1	12018	13376	15848	13810	19018	17538	20104	21258
WUAT02017857.1	Potri.016G097400.1	9726	7840	6704	9318	6978	8364	9476	8262
WUAT02017862.1	Potri.001G083300.1	8264	11682	12644	10626	13052	10794	13398	12484
WUAT02017863.1	Potri.008G224210.1	8	160	272	112	32	278	440	268
WUAT02017865.1	Potri.005G110600.6	27592	35402	32700	38276	34230	39450	38634	41956
WUAT02017869.1	Potri.006G264800.1	4854	5018	5608	6332	5386	6480	7146	9070
WUAT02017873.1	Potri.002G215100.7	17688	14746	11582	22164	19252	23390	11630	17138
WUAT02017874.1	Potri.001G312800.9	0	0	2	0	0	4	0	2
WUAT02017875.1	Potri.014G185948.1	5750	5254	7484	7554	6820	6798	7136	6614
WUAT02017876.1	Potri.010G052500.1	226	40	112	270	46	198	84	98
WUAT02017880.1	Potri.011G166900.5	5178	5010	6064	6386	5882	5596	6132	6134
WUAT02017884.1	Potri.015G084900.1	6224	6824	7648	8686	9608	10560	10206	8758
WUAT02017888.1	Potri.018G025600.3	15968	24572	18490	24064	20752	24668	25690	25772
WUAT02017890.1	Potri.003G201200.4	808	920	1076	1774	1042	922	1528	1026
WUAT02017893.1	Potri.014G128600.1	29088	35564	23596	34612	18946	20488	29880	21922
WUAT02017894.1	Potri.014G067400.3	27542	57910	30736	53000	27492	30064	34546	40386
WUAT02017897.1	Potri.013G029300.2	2272	2972	3278	3440	3476	3866	3420	3288
WUAT02017900.1	Potri.001G312800.7	14	36	8	10	28	22	30	10
WUAT02017902.1	Potri.013G142232.5	12676	12524	14668	16304	11858	13462	12582	12468
WUAT02017903.1	Potri.005G097400.11	716	1058	122	310	228	1086	134	146
WUAT02017908.1	Potri.004G037000.4	10	18	6	14	6	6	2	12
WUAT02017911.1	Potri.008G041000.1	11004	18296	11850	19586	11318	23204	16092	24430
WUAT02017916.1	Potri.006G199400.1	18314	23394	19048	27648	16650	24688	25268	21348
WUAT02017917.1	Potri.011G074901.1	860	1542	630	1636	920	898	918	1184
WUAT02017920.1	Potri.002G120800.2	6704	8796	8330	11796	8684	8948	8974	9748
WUAT02017924.1	Potri.013G140260.2	3180	2986	3036	3782	3280	3086	3212	4408
WUAT02017928.1	Potri.012G031250.1	10616	14460	11836	17062	13606	14734	16370	16860
WUAT02017929.1	Potri.010G052500.1	8254	9956	7866	12506	7214	8474	9222	9166
WUAT02017930.1	Potri.017G143215.2	31474	28516	36204	33526	35814	29132	29504	32060
WUAT02017933.1	Potri.001G312800.7	44076	40612	44838	50348	43608	42932	42162	41798
WUAT02017935.1	Potri.013G142232.2	11634	13302	12580	13750	13218	14960	17388	14314
WUAT02017942.1	Potri.001G399400.2	57098	102200	56158	116542	59208	65120	74594	67252
WUAT02017943.1	Potri.010G132700.2	3660	7540	2844	6772	2824	4314	4974	3500
WUAT02017944.1	Potri.013G046700.6	17796	18120	19924	24394	18638	20158	19768	22514
WUAT02017947.1	Potri.010G101400.4	31778	36138	38950	42522	42350	45094	46124	44476
WUAT02017951.1	Potri.013G143400.2	24210	35908	30802	38626	31632	36128	38944	44042
WUAT02017960.1	Potri.010G109400.1	82486	57878	96220	63678	120720	96756	109752	101610
WUAT02017965.1	Potri.001G349900.1	4058	8014	4620	5524	11098	5124	7396	7604
WUAT02017966.1	Potri.011G041600.1	36678	19600	30756	34864	35946	34062	31524	25396
WUAT02017972.1	Potri.010G117400.1	472	456	328	672	364	572	538	400
WUAT02017973.1	Potri.015G050300.1	11744	13394	13366	12502	12218	11354	13730	11706
WUAT02017974.1	Potri.010G219500.1	8298	7826	7074	9896	8572	10968	9238	7972
WUAT02017979.1	Potri.013G051700.1	17454	25154	12946	32220	17162	22524	20548	23212
WUAT02017980.1	Potri.014G145700.10	6	6	0	20	6	2	2	26
WUAT02017982.1	Potri.004G175300.1	3058	3222	3542	5072	4866	5954	5974	6550
WUAT02017983.1	Potri.009G075800.9	25060	32784	35954	37368	38574	29564	32926	40044
WUAT02017987.1	Potri.013G142100.1	88	34	38	38	26	14	12	18
WUAT02017988.1	Potri.001G387500.4	13578	21496	19088	22404	23742	22368	26352	28692
WUAT02017992.1	Potri.013G163300.2	26022	25696	35218	31854	38860	35658	40086	43408
WUAT02017996.1	Potri.012G058400.2	30232	45208	7484	33828	11216	8166	11306	8028
WUAT02017997.1	Potri.012G031250.1	11500	12744	10682	18018	9044	13820	14200	15204
WUAT02018001.1	Potri.015G020700.1	16460	22668	21920	32520	18992	24598	24950	26406
WUAT02018005.1	Potri.014G121000.1	1862	2030	2614	2288	3124	2466	2720	2652
WUAT02018007.1	Potri.014G104500.14	3596	4888	4362	5712	5160	5826	6152	6584
WUAT02018010.1	Potri.008G038200.1	326180	212296	236740	304748	219004	339656	301162	368872
WUAT02018015.1	Potri.010G159400.3	12834	11776	25720	16826	24716	22298	24978	31118
WUAT02018016.1	Potri.008G013300.1	4214	3810	3522	5308	2922	4198	5428	4180
WUAT02018020.1	Potri.001G372300.1	24394	16192	21418	22252	25726	19954	23248	22524
WUAT02018022.1	Potri.013G133550.2	6782	7228	5134	6320	6108	6916	7406	5700
WUAT02018024.1	Potri.013G139112.2	13788	11940	13478	17178	15186	13558	15042	13934
WUAT02018025.1	Potri.005G210100.1	10934	3450	16124	9170	12478	10046	4650	5882
WUAT02018028.1	Potri.001G312800.7	20258	22340	19878	26224	25126	23174	21500	26830
WUAT02018032.1	Potri.004G062000.4	13286	14172	18016	17264	21060	22686	24286	19154
WUAT02018037.1	Potri.018G112400.1	19968	14522	16292	18852	20564	21226	25488	27088
WUAT02018041.1	Potri.005G228500.1	24844	22700	26482	27648	31534	28214	30038	29414
WUAT02018043.1	Potri.008G224210.1	2212	3538	2834	4284	4002	4204	4630	4796
WUAT02018050.1	Potri.010G052500.1	7094	9720	10504	11376	9590	10624	10442	12220
WUAT02018051.1	Potri.014G136000.5	25372	29938	26480	37144	25906	30622	32896	35104
WUAT02018055.1	Potri.005G161366.1	3278	4914	3914	7108	4980	5562	4754	5158
WUAT02018058.1	Potri.013G133550.2	1788	3350	2498	3540	2874	3444	3206	3502
WUAT02018059.1	Potri.011G073466.3	49478	28576	32220	59000	33538	34420	49388	29992
WUAT02018060.1	Potri.004G117100.2	4766	6736	6492	10800	5878	7722	5318	7050
WUAT02018061.1	Potri.005G223600.1	13350	4972	5810	7102	8006	9206	8902	7956
WUAT02018064.1	Potri.004G058900.5	11668	10164	15314	15130	17700	14412	17256	16236
WUAT02018069.1	Potri.018G017200.6	19932	32120	23230	36182	25266	30846	29932	31938
WUAT02018071.1	Potri.001G255532.3	2720	3404	3816	4532	3576	3826	5042	4074
WUAT02018073.1	Potri.011G037000.5	2952	996	994	3186	1242	1100	1234	986
WUAT02018077.1	Potri.001G149600.1	2448	2638	2906	3006	2416	3198	3700	3716
WUAT02018082.1	Potri.006G222000.1	8474	4440	5100	8820	7726	6876	5334	6938
WUAT02018086.1	Potri.016G067300.2	2428	2550	2776	3142	2386	2374	3116	2786
WUAT02018087.1	Potri.003G115900.4	24464	30544	38246	34904	42102	35562	32296	41556
WUAT02018089.1	Potri.001G180000.2	20058	25402	17464	29642	22832	27204	23764	25350
WUAT02018090.1	Potri.013G133550.2	8	2	0	22	26	8	6	22
WUAT02018091.1	Potri.013G136466.1	29370	25948	26168	33710	31264	30084	33130	32672
WUAT02018092.1	Potri.013G136466.1	4026	5448	4086	7214	3448	4024	4346	2924
WUAT02018103.1	Potri.016G004900.2	96	150	100	36	72	88	150	72
WUAT02018104.1	Potri.004G215400.1	27878	11228	55514	22764	47064	55464	43362	66714
WUAT02018107.1	Potri.013G143400.2	176	334	30	400	22	56	82	150
