Gene_ID	subject_id	G_T1_Rep1	G_T1_Rep2	G_T1_Rep3	G_T1_Rep4	G_T2_Rep1	G_T2_Rep2	G_T2_Rep3	G_T2_Rep4
WUAT02017025.1	Potri.001G148300.1	4800	7268	5216	6790	5500	7344	5200	6536
WUAT02017030.1	Potri.007G062061.1	10094	12038	20404	6322	6216	7594	6704	31412
WUAT02017032.1	Potri.013G136466.1	2	24	4	8	0	26	6	22
WUAT02017036.1	Potri.006G262700.1	8646	11790	10242	14572	10862	13420	15664	14706
WUAT02017039.1	Potri.008G039600.1	52220	62036	96144	70198	54596	73034	103950	159784
WUAT02017040.1	Potri.005G226700.2	4	22	18	994	16	30	1688	10
WUAT02017047.1	Potri.010G052500.1	9154	10680	7446	11350	7102	5436	6142	7366
WUAT02017050.1	Potri.015G003000.8	1812	3972	2438	4084	2376	3088	3346	2780
WUAT02017051.1	Potri.006G158676.2	19000	22986	18468	24332	20110	14646	17010	19116
WUAT02017052.1	Potri.003G171000.9	28100	41462	27576	45784	35794	32820	39146	36114
WUAT02017054.1	Potri.001G018900.1	24518	31250	23488	36536	14744	20108	19416	26210
WUAT02017055.1	Potri.002G127300.1	174	352	150	588	90	76	66	338
WUAT02017056.1	Potri.010G052500.1	12726	18492	11328	20520	13394	11020	13326	15218
WUAT02017057.1	Potri.013G143400.2	386	948	452	966	562	654	1096	1272
WUAT02017065.1	Potri.001G164000.1	75552	116192	82864	139178	76826	62616	65944	81230
WUAT02017066.1	Potri.007G061961.1	16	54	146	4	48	66	36	46
WUAT02017068.1	Potri.013G143400.2	6	0	6	0	0	8	4	2
WUAT02017074.1	Potri.019G119200.1	44242	49096	34020	63262	42536	29930	33220	42676
WUAT02017076.1	Potri.013G144100.5	11854	12288	7308	16474	12570	7408	8996	10378
WUAT02017078.1	Potri.002G248400.2	20	68	280	584	60	364	630	1114
WUAT02017083.1	Potri.010G240600.1	515772	1613254	550078	1020508	185030	78320	36692	82480
WUAT02017085.1	Potri.006G130000.2	6652	5298	4744	8854	2030	2144	1258	3002
WUAT02017087.1	Potri.002G070101.1	231934	109334	172574	934042	541534	213124	157778	234704
WUAT02017092.1	Potri.004G215100.3	13702	16720	11940	20688	19540	14664	16950	22058
WUAT02017096.1	Potri.015G078500.1	6630	15642	11312	15382	11140	11432	12526	14200
WUAT02017097.1	Potri.001G295600.6	5194	4732	2820	4660	6258	3202	2826	6194
WUAT02017098.1	Potri.005G213200.1	2704	3312	1590	4954	8528	2012	4912	1806
WUAT02017099.1	Potri.012G031250.1	18	12	32	4	6	6	22	14
WUAT02017101.1	Potri.003G144000.1	1086	1956	1068	1374	2058	2974	2974	2850
WUAT02017105.1	Potri.010G052500.1	336	910	126	82	732	180	262	272
WUAT02017107.1	Potri.004G153100.1	3440	1468	1584	4630	5500	672	1936	1824
WUAT02017110.1	Potri.001G441040.1	7074	13364	8452	12878	19404	18324	23988	23200
WUAT02017113.1	Potri.014G060300.10	3036	3400	2268	5304	6398	3960	7708	4856
WUAT02017114.1	Potri.010G131800.1	69584	144158	110792	158614	182428	167258	153168	267610
WUAT02017118.1	Potri.012G061700.4	0	2	10	4	2	0	0	0
WUAT02017119.1	Potri.007G061881.1	38444	70470	60850	60950	70084	70698	62140	73452
WUAT02017120.1	Potri.012G058400.2	238	1268	158	306	1066	936	130	420
WUAT02017122.1	Potri.009G156500.2	8894	14272	12098	13346	11448	12538	13998	15146
WUAT02017128.1	Potri.017G050900.1	1218	2158	2452	5152	2270	2714	2222	4130
WUAT02017129.1	Potri.008G042400.1	22084	20732	13116	26360	28546	17722	22906	20914
WUAT02017132.1	Potri.002G107800.1	9018	15890	20360	14770	25004	17352	19396	21416
WUAT02017134.1	Potri.013G142760.3	2	40	8	10	14	28	10	46
WUAT02017138.1	Potri.018G115200.3	696	830	626	830	778	570	822	1762
WUAT02017142.1	Potri.017G001000.4	1428	1820	1580	2204	1304	1416	1390	1868
WUAT02017148.1	Potri.007G002800.7	20688	27378	17676	28302	18420	17684	19568	19934
WUAT02017157.1	Potri.014G137200.1	35932	53036	31230	56616	40624	31184	36314	37342
WUAT02017160.1	Potri.006G130900.3	2458	3286	1402	5470	1114	1052	472	1024
WUAT02017172.1	Potri.013G139670.1	1494	2084	1020	1578	1938	2148	2720	678
WUAT02017173.1	Potri.009G013300.2	11914	20808	16610	21990	13704	14466	13890	16248
WUAT02017174.1	Potri.013G029300.2	498	350	532	732	242	506	592	860
WUAT02017177.1	Potri.019G039700.1	7090	7948	6850	10592	5072	8418	8646	5270
WUAT02017182.1	Potri.013G143400.2	4628	7044	4732	9492	12054	6304	8548	4402
WUAT02017183.1	Potri.010G225200.1	3998	3528	2506	5876	2098	1592	1074	2228
WUAT02017186.1	Potri.019G119600.4	886	1134	1234	1496	2144	766	1424	1228
WUAT02017187.1	Potri.002G070101.1	98860	79334	325994	749636	530594	121022	132394	306668
WUAT02017191.1	Potri.016G095100.1	4196	8286	6662	8388	10450	9806	10974	10622
WUAT02017195.1	Potri.017G056800.1	4376	5508	3238	6340	7752	3988	5040	5388
WUAT02017196.1	Potri.014G185804.1	28974	76522	89478	38402	13758	15974	2734	17498
WUAT02017200.1	Potri.013G066660.1	4052	4070	3004	6282	6430	3516	4874	3494
WUAT02017203.1	Potri.004G125150.1	32	28	54	32	122	14	80	138
WUAT02017205.1	Potri.008G179500.2	1724	3026	2954	2864	1294	2738	2360	2012
WUAT02017206.1	Potri.013G084800.6	9224	12954	8250	14848	12222	13022	16148	18296
WUAT02017208.1	Potri.001G469500.3	1372	922	426	11374	2216	450	192	246
WUAT02017209.1	Potri.006G209900.1	6954	13112	6956	10068	9286	5854	10610	9842
WUAT02017214.1	Potri.013G133550.2	18068	32826	23492	36090	23418	20152	18164	19954
WUAT02017217.1	Potri.013G162300.1	6	0	4	0	4	12	0	2
WUAT02017220.1	Potri.013G163000.1	56	54	74	66	14	26	18	18
WUAT02017223.1	Potri.008G224210.1	96076	82612	125482	56708	73600	78870	56852	329780
WUAT02017227.1	Potri.018G037700.1	35034	38722	22602	50244	29812	19926	27798	25154
WUAT02017234.1	Potri.010G184200.2	2942	4562	1880	8282	10320	3260	5434	3022
WUAT02017236.1	Potri.010G199300.1	18634	24660	15806	31306	19272	15934	18044	19354
WUAT02017241.1	Potri.017G074400.1	19054	32234	22486	31654	34916	28646	33708	25950
WUAT02017244.1	Potri.010G253500.1	68164	93814	73032	116774	68188	58136	65726	79674
WUAT02017251.1	Potri.018G003100.1	70	96	32	6	116	194	44	202
WUAT02017252.1	Potri.011G073900.2	0	0	0	2	0	0	0	0
WUAT02017254.1	Potri.003G014176.1	6902	11838	10254	10070	7838	11188	19546	15596
WUAT02017255.1	Potri.008G035600.10	2994	4078	3038	6082	4436	4888	5888	5108
WUAT02017257.1	Potri.018G074500.5	1492	1890	2824	1864	4388	2098	1568	7912
WUAT02017258.1	Potri.008G173800.1	9130	13750	9268	22694	16124	6746	5682	6432
WUAT02017259.1	Potri.014G150100.5	29942	58334	25670	50874	27386	20464	22974	24504
WUAT02017262.1	Potri.019G078700.2	4424	8980	5808	5910	5550	10068	8670	8626
WUAT02017263.1	Potri.002G064000.1	11642	18624	16994	19340	14830	14614	26474	59258
WUAT02017266.1	Potri.011G074201.1	16	22	8	6	58	26	6	12
WUAT02017271.1	Potri.013G143400.2	60938	50690	30142	68110	111206	39996	55568	111370
WUAT02017273.1	Potri.006G139300.4	44036	68366	52802	64076	49744	55690	63480	71514
WUAT02017281.1	Potri.018G095300.4	48570	82124	49124	71640	49316	60636	60728	66668
WUAT02017282.1	Potri.013G133550.2	2612	6528	4594	6554	3638	5918	4484	6448
WUAT02017286.1	Potri.014G195700.1	136	214	252	154	314	86	124	288
WUAT02017290.1	Potri.008G153000.2	142960	267988	352098	214198	228524	356252	344284	584836
WUAT02017301.1	Potri.001G457700.1	1320	1402	1328	5338	7392	5852	7050	2326
WUAT02017303.1	Potri.012G031250.1	29154	43438	31836	41100	37878	29236	31074	35366
WUAT02017308.1	Potri.010G052500.1	16616	29522	19024	33570	19618	21544	21516	19172
WUAT02017311.1	Potri.014G165400.1	19612	29290	34494	33280	29146	26268	22632	40638
WUAT02017312.1	Potri.018G099500.1	1024	1714	976	1878	1244	616	2434	1360
WUAT02017313.1	Potri.016G137000.1	13744	13506	13818	19058	1654	3778	3052	5072
WUAT02017314.1	Potri.003G015000.2	56	62	48	46	72	30	56	172
WUAT02017315.1	Potri.015G075300.1	63886	33544	48028	58308	16258	15158	16828	21870
WUAT02017316.1	Potri.012G036300.1	29252	33264	23054	44838	21306	19106	20162	21920
WUAT02017317.1	Potri.013G142232.5	21508	28168	14342	36334	27054	28146	36874	29170
WUAT02017318.1	Potri.012G031250.1	7768	10246	5726	13818	7958	5136	6724	7032
WUAT02017322.1	Potri.006G209900.1	14608	27414	14452	32362	17744	17594	18702	20168
WUAT02017326.1	Potri.001G276900.10	16446	24878	20232	27122	20884	21408	19250	26626
WUAT02017330.1	Potri.010G052500.1	204	336	344	458	134	190	360	398
WUAT02017334.1	Potri.013G056200.6	14	42	10	6	24	10	34	8
WUAT02017335.1	Potri.013G141700.4	14378	15458	8152	23518	21826	12224	14580	15864
WUAT02017337.1	Potri.003G024100.1	998	118	138	164	226	122	112	136
WUAT02017338.1	Potri.017G095632.1	544	402	120	438	494	242	576	204
WUAT02017339.1	Potri.010G113700.2	57096	71548	67288	82756	133178	161710	153676	180148
WUAT02017344.1	Potri.008G060600.6	24374	35666	28390	41238	28180	25536	30484	36580
WUAT02017346.1	Potri.007G062700.1	3210	3896	1982	3868	30008	4000	3478	3188
WUAT02017349.1	Potri.018G077766.8	1752	1638	630	1910	1080	572	658	440
WUAT02017350.1	Potri.006G218400.1	5612	7910	6364	10272	5190	4320	4982	5602
WUAT02017351.1	Potri.002G234500.1	6	0	0	34	10	8	0	34
WUAT02017353.1	Potri.005G206500.2	18048	29694	21632	32610	22008	19230	20380	28530
WUAT02017358.1	Potri.008G191400.1	3658	5956	4480	6180	4420	3944	3826	4242
WUAT02017359.1	Potri.005G233400.1	8640	15070	6624	18550	10902	7004	10350	9586
WUAT02017362.1	Potri.013G163300.2	51694	71026	45576	79130	56544	57832	67280	60004
WUAT02017364.1	Potri.004G034100.1	590	612	362	1414	652	598	888	534
WUAT02017366.1	Potri.006G136400.9	9968	14420	10818	14120	32832	32094	33076	41710
WUAT02017368.1	Potri.015G006900.2	40986	72972	31988	91656	42046	28982	30464	30720
WUAT02017371.1	Potri.013G098066.1	4348	7380	5534	10508	6456	6710	5446	5476
WUAT02017372.1	Potri.013G133550.2	48	54	160	76	90	50	98	60
WUAT02017376.1	Potri.003G034900.12	2492	2626	3306	1920	5346	8810	12060	9286
WUAT02017377.1	Potri.013G143400.2	10	26	18	56	26	16	22	6
WUAT02017381.1	Potri.011G070900.5	20434	27252	29050	35240	70776	59064	65380	58844
WUAT02017389.1	Potri.009G060500.2	2632	3442	3832	4098	3492	3486	3480	6694
WUAT02017390.1	Potri.012G031250.1	410	598	574	562	718	584	404	1180
WUAT02017391.1	Potri.006G048400.7	14810	18182	12278	23402	14858	13128	13992	17054
WUAT02017393.1	Potri.012G128100.1	165350	229388	226258	302248	76358	69912	69596	178492
WUAT02017395.1	Potri.014G136466.1	7828	10936	7538	10880	7680	6272	8720	8772
WUAT02017396.1	Potri.003G186900.1	6398	12244	4138	9126	7784	7994	8892	8466
WUAT02017398.1	Potri.001G312800.7	11792	15392	10494	17202	23344	19546	20894	16610
WUAT02017401.1	Potri.015G060400.1	314	430	332	498	326	326	356	392
WUAT02017407.1	Potri.013G012100.1	31340	36798	26334	40916	39036	37306	33972	52128
WUAT02017408.1	Potri.001G014700.1	556	810	878	974	536	632	550	1230
WUAT02017412.1	Potri.014G185804.1	21832	19188	27754	12494	14672	17714	13896	71412
WUAT02017414.1	Potri.008G088500.8	4916	6330	4616	8216	9414	8054	10596	12658
WUAT02017416.1	Potri.002G096900.3	50496	77898	73356	76236	103150	101534	110802	144372
WUAT02017425.1	Potri.010G189300.8	86868	118298	81992	153326	125448	97220	107650	97460
WUAT02017427.1	Potri.006G163301.1	4646	5578	3464	4982	4474	3564	4316	3520
WUAT02017429.1	Potri.013G143400.2	3504	7982	5578	7370	6144	8368	6904	10892
WUAT02017430.1	Potri.016G094033.2	574	1398	1178	1272	1832	1588	1352	1996
WUAT02017432.1	Potri.010G221600.4	43978	43456	30250	55608	18052	13094	13960	18806
WUAT02017433.1	Potri.001G030600.1	132	236	240	156	420	228	110	410
WUAT02017434.1	Potri.008G055400.1	80258	99168	64516	134890	58020	44622	50568	56616
WUAT02017438.1	Potri.007G062602.1	7818	13348	11488	11526	9984	8144	9302	11450
WUAT02017439.1	Potri.009G057800.2	152	774	262	1264	3836	990	1948	348
WUAT02017443.1	Potri.013G162600.1	778	868	334	1128	3596	1654	2822	2438
WUAT02017448.1	Potri.014G095400.1	44518	82752	53286	80966	57216	112972	128540	68832
WUAT02017452.1	Potri.011G074067.1	26422	56720	35384	54954	41064	47474	54980	61582
WUAT02017457.1	Potri.004G125400.5	25064	29316	24534	29862	21750	28184	35328	46326
WUAT02017464.1	Potri.006G114700.1	2	2	0	2	0	0	4	42
WUAT02017465.1	Potri.009G060800.8	7410	9176	9610	12108	5918	4460	3110	9264
WUAT02017467.1	Potri.013G133550.2	538	1104	512	740	1148	624	928	720
WUAT02017470.1	Potri.011G075200.2	160	134	102	216	106	56	74	100
WUAT02017471.1	Potri.012G058300.1	1156	3864	2030	2376	444	1070	868	1518
WUAT02017475.1	Potri.001G400800.1	6532	10830	5756	9982	11812	11014	11158	8384
WUAT02017477.1	Potri.004G105400.1	2310	5770	1470	4872	3854	3252	4838	5226
WUAT02017479.1	Potri.001G060200.1	16184	18770	16672	22854	16622	14924	19388	26730
WUAT02017482.1	Potri.009G053700.20	3842	8098	1328	4970	2058	1242	2656	1492
WUAT02017492.1	Potri.007G062302.3	3738	4244	2690	7132	3984	3214	3592	4916
WUAT02017493.1	Potri.013G143400.2	8790	9858	6842	13874	11160	7320	12850	13056
WUAT02017497.1	Potri.018G103900.2	99864	64138	86292	80360	11334	10558	6834	36912
WUAT02017500.1	Potri.017G015800.2	3568	17154	12890	8368	10126	18202	16106	27280
WUAT02017502.1	Potri.001G299700.1	32042	55870	51104	67004	67714	59260	82116	142998
WUAT02017506.1	Potri.006G171700.1	5818	8800	4188	9890	5572	4200	4918	5116
WUAT02017507.1	Potri.004G028466.1	488	246	142	406	1646	690	558	1392
WUAT02017515.1	Potri.010G129700.2	12282	19934	11522	19052	18874	14660	14688	17996
WUAT02017519.1	Potri.013G143400.2	644	2028	846	1966	1724	1514	2254	2276
WUAT02017520.1	Potri.007G051900.1	10024	11106	6188	12468	58366	13550	8066	7602
WUAT02017521.1	Potri.003G031000.2	16806	21380	18596	18300	15244	14590	15132	16514
WUAT02017524.1	Potri.001G312800.7	28822	34064	30104	39228	27000	26458	27958	28042
WUAT02017525.1	Potri.001G282400.1	2874	4494	4024	5608	3654	3712	3878	3646
WUAT02017528.1	Potri.002G103800.1	45660	71488	33884	63174	48078	37426	47742	45440
WUAT02017533.1	Potri.001G130601.2	35170	34472	25476	43008	24616	13498	17264	20582
WUAT02017535.1	Potri.002G125200.3	13692	15416	11178	23440	8284	5012	4038	7038
WUAT02017539.1	Potri.010G000301.1	222	464	306	308	496	406	394	696
WUAT02017546.1	Potri.011G074600.2	34888	52578	40130	58920	33634	40300	40274	41912
WUAT02017547.1	Potri.008G046200.9	26	64	20	6	4	26	108	12
WUAT02017551.1	Potri.013G136466.1	22624	20818	13124	21786	6082	8140	11002	6698
WUAT02017555.1	Potri.001G118100.2	97882	80882	42216	85272	91486	55284	52050	76448
WUAT02017556.1	Potri.001G312800.9	22	42	14	22	16	50	12	32
WUAT02017560.1	Potri.006G215700.2	46024	46820	34898	63234	49476	75336	60250	84724
WUAT02017565.1	Potri.011G143200.1	9660	12384	7826	12622	26452	8158	7570	10296
WUAT02017566.1	Potri.001G029800.3	7354	12014	7690	12314	20354	13532	16684	17050
WUAT02017569.1	Potri.013G079000.2	140562	147892	139202	169104	94804	84512	88268	144528
WUAT02017570.1	Potri.007G119300.5	1404	1580	1202	1794	3468	2470	1594	920
WUAT02017571.1	Potri.006G219500.5	14736	20732	14834	22010	20666	22224	23506	22886
WUAT02017574.1	Potri.007G010000.1	6776	7568	4412	12810	6706	5972	6714	8702
WUAT02017578.1	Potri.008G053100.5	71312	33518	24632	57126	21060	14792	23556	38286
WUAT02017581.1	Potri.013G074650.1	5096	7624	5066	7384	6724	6306	7026	9250
WUAT02017582.1	Potri.010G108700.2	1704	2076	1052	2426	1488	950	1104	1804
WUAT02017585.1	Potri.011G073900.2	4	0	0	2	0	0	0	2
WUAT02017589.1	Potri.013G162600.1	278	422	254	428	282	486	776	828
WUAT02017592.1	Potri.013G029300.2	50	78	100	62	64	58	224	142
WUAT02017594.1	Potri.001G079800.1	1806	4568	2244	9242	74062	31938	28816	10082
WUAT02017596.1	Potri.009G041900.1	51906	58164	41076	58280	67418	51316	66522	73668
WUAT02017599.1	Potri.007G145100.3	22550	30126	24316	31770	39028	47390	58532	89998
WUAT02017605.1	Potri.002G181400.2	18398	33106	18814	28118	28312	36978	26940	30448
WUAT02017607.1	Potri.005G237100.4	49564	29494	53378	41308	12046	11952	9204	47726
WUAT02017609.1	Potri.007G061961.1	234	344	156	632	478	410	370	588
WUAT02017612.1	Potri.003G222800.2	0	8	0	0	0	14	8	4
WUAT02017614.1	Potri.002G090200.1	5248	12996	6836	12178	13644	10372	11988	12152
WUAT02017617.1	Potri.014G054700.1	10970	16568	9640	17550	25498	24828	29026	19140
WUAT02017619.1	Potri.013G136466.1	11946	20040	15408	19560	17328	16540	16166	16076
WUAT02017623.1	Potri.003G112400.4	2738	3372	2614	3332	2580	3134	2274	2510
WUAT02017625.1	Potri.018G019600.3	3668	3266	2460	5674	2038	2056	1792	1786
WUAT02017626.1	Potri.005G107066.1	178	128	98	398	332	180	100	158
WUAT02017632.1	Potri.013G138900.1	194	2326	218	194	4200	1690	3724	220
WUAT02017642.1	Potri.001G223300.1	6476	6412	2786	6742	21596	3614	3430	9656
WUAT02017650.1	Potri.012G031250.1	26382	27006	20118	33268	22330	12336	17620	21324
WUAT02017651.1	Potri.001G112200.1	15604	7228	11296	11020	4346	5094	6502	7374
WUAT02017652.1	Potri.011G003400.1	36262	39692	33144	46462	46564	37082	36088	44708
WUAT02017656.1	Potri.013G143400.2	2278	4996	2292	3180	2956	3164	2872	3192
WUAT02017659.1	Potri.008G164700.2	25960	39388	28884	34080	33996	31286	38206	47502
WUAT02017663.1	Potri.002G089500.1	6878	10536	7132	10798	8266	7150	7474	11156
WUAT02017664.1	Potri.012G055100.1	9462	18718	12956	15716	12534	14348	28014	25470
WUAT02017665.1	Potri.001G313900.1	14	8	28	20	20	24	8	16
WUAT02017668.1	Potri.013G138201.1	5234	8142	6020	8200	16736	14010	10932	9772
WUAT02017672.1	Potri.011G125700.3	3804	5956	4364	5692	6070	5362	6344	9500
WUAT02017673.1	Potri.001G462800.1	286	640	486	90	196	136	96	214
WUAT02017677.1	Potri.010G063900.1	56078	57978	40660	75004	26030	17430	16396	32602
WUAT02017681.1	Potri.013G133550.2	5400	2798	2230	13734	44612	5812	11984	13756
WUAT02017685.1	Potri.017G151600.3	48	78	86	28	86	66	110	62
WUAT02017690.1	Potri.001G147600.4	30386	34752	28460	38394	22984	23670	28652	34106
WUAT02017691.1	Potri.013G160500.4	12264	21790	11936	21904	11264	14744	10738	13202
WUAT02017692.1	Potri.014G044900.5	9546	18344	14554	16256	16904	15748	17008	19280
WUAT02017698.1	Potri.013G157500.2	3288	3478	2498	4626	6000	4082	4194	4808
WUAT02017699.1	Potri.013G142232.5	968	2838	3032	1550	2330	3910	3726	4048
WUAT02017703.1	Potri.015G132100.3	3352	3634	3292	4206	2552	3564	3566	4204
WUAT02017704.1	Potri.010G035900.1	988	992	424	1274	1382	638	906	586
WUAT02017708.1	Potri.001G465300.2	11312	17106	9268	17628	14750	10650	13992	17606
WUAT02017709.1	Potri.007G061921.1	2260	4598	2962	4480	8672	3678	3572	4968
WUAT02017710.1	Potri.014G185804.1	54182	48246	75310	29830	37970	45838	32742	183718
WUAT02017713.1	Potri.002G187100.1	35524	59964	41392	57968	61632	52742	62918	83082
WUAT02017715.1	Potri.015G051466.1	162	406	490	152	114	384	238	508
WUAT02017717.1	Potri.018G107300.1	2492	6340	3186	6412	29206	13798	27778	56216
WUAT02017718.1	Potri.018G025000.3	114	534	274	352	188	140	62	364
WUAT02017722.1	Potri.006G166200.3	6324	9192	6012	8458	5982	7746	6078	10502
WUAT02017726.1	Potri.011G137400.1	12	114	54	50	44	82	88	84
WUAT02017728.1	Potri.013G142232.6	2112	2712	1246	4886	716	804	474	578
WUAT02017733.1	Potri.002G083500.4	482	934	816	82	1884	856	916	1326
WUAT02017734.1	Potri.017G060200.1	22512	38356	21340	45416	22736	22892	23816	26956
WUAT02017740.1	Potri.005G256700.5	34412	18508	28340	30756	25272	14468	16172	31478
WUAT02017744.1	Potri.008G049700.9	5244	8678	6486	8470	4888	6422	6298	7164
WUAT02017745.1	Potri.018G096049.3	3096	3684	2238	4646	2682	1902	2210	3076
WUAT02017747.1	Potri.013G143400.2	18314	16412	10920	28708	47966	28810	37206	18698
WUAT02017749.1	Potri.016G088800.2	23094	39196	30580	39426	29296	29552	33832	40898
WUAT02017751.1	Potri.010G218600.2	4	4	40	24	16	22	10	24
WUAT02017753.1	Potri.005G108300.3	902	924	378	1240	248	268	232	336
WUAT02017756.1	Potri.001G466000.2	1214	1822	798	1858	1792	1258	1540	1426
WUAT02017758.1	Potri.001G047900.6	21904	37354	31048	31832	40328	46668	51462	63648
WUAT02017762.1	Potri.013G163300.1	156	554	656	704	528	692	198	1446
WUAT02017763.1	Potri.011G073900.2	19480	16290	8974	19636	13660	11154	14044	12144
WUAT02017764.1	Potri.010G099100.1	7952	15778	11488	14710	11120	9334	11544	14164
WUAT02017766.1	Potri.005G140200.3	2902	2756	1198	4304	1008	658	536	624
WUAT02017767.1	Potri.006G163301.1	10582	18608	9992	12928	18174	14802	22338	16236
WUAT02017771.1	Potri.013G143400.2	11822	13652	9978	16346	14584	8170	8996	11210
WUAT02017775.1	Potri.008G013300.1	32	280	516	34	74	124	6	894
WUAT02017777.1	Potri.010G114400.5	6472	9012	5494	10966	5072	4974	4250	4704
WUAT02017779.1	Potri.006G192400.1	12534	21020	14648	20442	14496	9106	13360	17426
WUAT02017781.1	Potri.007G069600.1	1876	4800	1580	4936	2442	3512	3732	4004
WUAT02017782.1	Potri.018G141000.1	3122	2208	1896	4156	2138	1084	962	1482
WUAT02017784.1	Potri.002G192500.2	22002	38776	31780	37052	32204	49920	49870	71122
WUAT02017785.1	Potri.005G185900.3	15558	32200	16420	28614	34568	22764	25554	26156
WUAT02017787.1	Potri.010G120800.1	548	528	458	758	10286	3004	1194	680
WUAT02017789.1	Potri.013G163300.1	7408	10130	8210	15058	5908	5600	5840	7752
WUAT02017790.1	Potri.006G203400.2	1498	2412	2352	3434	2238	1454	2642	2402
WUAT02017794.1	Potri.013G142760.3	2248	1830	1864	4444	10418	2800	3316	3896
WUAT02017795.1	Potri.012G073700.1	13354	18674	9866	17272	17338	13058	18906	19502
WUAT02017798.1	Potri.011G162500.1	336	468	726	180	432	128	1400	1186
WUAT02017799.1	Potri.005G074000.1	5276	16952	4618	20046	5030	5360	7356	5826
WUAT02017803.1	Potri.004G132450.1	28644	55688	24408	45312	49766	43644	40714	42168
WUAT02017804.1	Potri.016G042100.1	27802	30914	23054	36980	27580	23896	29700	36456
WUAT02017805.1	Potri.004G135800.1	1148	1140	1918	2392	4476	1962	4302	3696
WUAT02017807.1	Potri.003G088600.1	3230	3994	2418	4514	2152	1834	1796	2100
WUAT02017815.1	Potri.007G079500.1	19804	25132	14780	34798	18898	16402	18232	22148
WUAT02017816.1	Potri.007G016532.1	72	54	60	126	72	56	98	82
WUAT02017817.1	Potri.001G013700.1	20322	30676	25532	26134	22922	26296	30820	36378
WUAT02017820.1	Potri.012G058400.2	110	78	36	134	762	562	422	278
WUAT02017821.1	Potri.008G052100.2	50798	57828	45718	66978	79888	66664	66452	91698
WUAT02017823.1	Potri.014G152200.2	7768	10228	6448	8712	6682	5368	5500	8262
WUAT02017826.1	Potri.009G115000.1	40048	48832	35736	54404	38746	38082	43318	45702
WUAT02017827.1	Potri.013G143400.2	20714	35822	22262	33316	26344	30462	35578	38916
WUAT02017829.1	Potri.013G162700.1	836	2944	1774	1876	1988	1836	1950	3270
WUAT02017830.1	Potri.014G024700.3	5800	9740	6948	9140	2942	2766	1628	5922
WUAT02017835.1	Potri.001G344600.1	12130	24516	18120	20562	15932	10192	13774	21390
WUAT02017836.1	Potri.004G125150.1	268	450	188	230	140	428	316	418
WUAT02017839.1	Potri.016G137000.1	42054	52906	38482	62740	24890	23404	24524	35348
WUAT02017842.1	Potri.008G055500.7	53618	36622	22346	90048	6880	7520	5788	7514
WUAT02017844.1	Potri.010G224300.2	3814	6484	4710	5586	7496	5760	6754	7966
WUAT02017845.1	Potri.009G011000.8	10	34	80	80	8	192	236	208
WUAT02017848.1	Potri.002G029200.2	6666	8068	5590	12534	5036	3764	3888	5102
WUAT02017849.1	Potri.014G185804.1	1606	1562	2052	1034	1326	1382	796	4556
WUAT02017854.1	Potri.002G179600.1	14722	15012	10382	21560	8384	7866	7544	9256
WUAT02017857.1	Potri.016G097400.1	6054	10512	5466	10714	10262	6850	10394	9084
WUAT02017862.1	Potri.001G083300.1	9196	8330	6000	10252	5772	4890	5454	9020
WUAT02017863.1	Potri.008G224210.1	16	94	188	132	36	110	82	152
WUAT02017865.1	Potri.005G110600.6	26744	37610	26328	40964	34176	31590	34554	46000
WUAT02017869.1	Potri.006G264800.1	4260	5890	4090	7036	5102	4536	5864	6450
WUAT02017873.1	Potri.002G215100.7	12346	16452	11742	12630	22080	19394	22412	24680
WUAT02017874.1	Potri.001G312800.9	2	2	2	0	2	2	6	4
WUAT02017875.1	Potri.014G185948.1	6338	6806	6040	9452	8120	5444	7684	8668
WUAT02017876.1	Potri.010G052500.1	44	400	426	124	928	408	782	88
WUAT02017880.1	Potri.011G166900.5	4988	5736	4906	6862	4526	4094	4324	5762
WUAT02017884.1	Potri.015G084900.1	7258	7862	6072	8998	8706	5314	6200	5612
WUAT02017888.1	Potri.018G025600.3	17140	26398	20132	24796	19186	22874	23216	22642
WUAT02017890.1	Potri.003G201200.4	552	1590	1182	1170	1818	1224	1150	1702
WUAT02017893.1	Potri.014G128600.1	23960	31336	28574	38022	35146	34922	36844	36712
WUAT02017894.1	Potri.014G067400.3	25680	37280	37624	41438	34902	30702	35242	55880
WUAT02017897.1	Potri.013G029300.2	2354	3264	2460	4130	2738	2716	2566	3164
WUAT02017900.1	Potri.001G312800.7	12	26	72	14	0	48	84	28
WUAT02017902.1	Potri.013G142232.5	10340	13388	10518	13652	11372	14020	16516	26230
WUAT02017903.1	Potri.005G097400.11	70	192	326	816	2000	1942	1742	3284
WUAT02017908.1	Potri.004G037000.4	0	6	10	6	10	6	2	14
WUAT02017911.1	Potri.008G041000.1	9004	17750	27074	12254	26172	18518	23586	36244
WUAT02017916.1	Potri.006G199400.1	16140	22118	15390	35840	52752	33252	52804	49094
WUAT02017917.1	Potri.011G074901.1	780	2142	904	2162	6340	5050	8690	3820
WUAT02017920.1	Potri.002G120800.2	6006	9674	5242	10050	7452	8402	7708	8426
WUAT02017924.1	Potri.013G140260.2	2560	2608	3492	3416	2236	2532	2434	3690
WUAT02017928.1	Potri.012G031250.1	10824	16710	12470	15458	11768	14610	14544	19342
WUAT02017929.1	Potri.010G052500.1	6022	9832	7904	10380	13134	11320	14288	24116
