Gene_ID	subject_id	C_T1_Rep1	C_T1_Rep2	C_T1_Rep3	C_T1_Rep4	C_T2_Rep1	C_T2_Rep2	C_T2_Rep3	C_T2_Rep4
WUAT02017917.1	Potri.011G074901.1	3012	1160	936	1982	5096	5194	3084	7326
WUAT02017920.1	Potri.002G120800.2	5154	7578	6284	7258	8926	7534	8432	6724
WUAT02017924.1	Potri.013G140260.2	3766	3792	2590	2240	2648	1968	2334	2586
WUAT02017928.1	Potri.012G031250.1	10612	14728	11084	12334	12686	12240	12806	15370
WUAT02017929.1	Potri.010G052500.1	7108	8032	7636	9624	10732	12172	11116	12492
WUAT02017930.1	Potri.017G143215.2	31296	29828	22768	30662	32356	25778	30348	34900
WUAT02017933.1	Potri.001G312800.7	35678	41718	30002	46606	43164	38944	34602	36988
WUAT02017935.1	Potri.013G142232.2	9778	14006	10580	15910	13944	11750	10646	13982
WUAT02017942.1	Potri.001G399400.2	54210	57512	81354	64204	74634	90992	82510	99468
WUAT02017943.1	Potri.010G132700.2	3350	3322	3318	4336	6164	6166	6886	12788
WUAT02017944.1	Potri.013G046700.6	16348	21710	15972	19624	19612	12128	16318	17284
WUAT02017947.1	Potri.010G101400.4	28876	37308	29018	40698	31626	27566	29812	34310
WUAT02017951.1	Potri.013G143400.2	25890	32826	28546	29792	33028	31798	30666	34842
WUAT02017960.1	Potri.010G109400.1	58566	94184	59388	90294	71688	61946	51328	51754
WUAT02017965.1	Potri.001G349900.1	5206	8352	3008	9748	23168	12544	8158	5694
WUAT02017966.1	Potri.011G041600.1	23714	27174	25308	31536	34170	33718	34832	50992
WUAT02017972.1	Potri.010G117400.1	480	566	414	668	572	618	606	432
WUAT02017973.1	Potri.015G050300.1	8906	9546	9586	9984	13804	13208	17006	23320
WUAT02017974.1	Potri.010G219500.1	7832	11452	6836	11264	17176	17104	12846	18724
WUAT02017979.1	Potri.013G051700.1	18990	20828	19262	25366	20474	30832	21802	22224
WUAT02017980.1	Potri.014G145700.10	14	4	0	6	14	16	18	26
WUAT02017982.1	Potri.004G175300.1	3590	5154	3242	6138	3026	3620	2468	1876
WUAT02017983.1	Potri.009G075800.9	20448	30902	23402	33298	22148	15802	23858	27340
WUAT02017987.1	Potri.013G142100.1	54	60	90	20	64	144	20	90
WUAT02017988.1	Potri.001G387500.4	12634	22476	15610	16246	10576	10996	8334	9730
WUAT02017992.1	Potri.013G163300.2	23566	34196	22956	35782	28690	22504	21916	22910
WUAT02017996.1	Potri.012G058400.2	8132	9560	8902	22730	8644	9514	5956	5250
WUAT02017997.1	Potri.012G031250.1	11836	12224	11602	15234	13718	14336	12112	12606
WUAT02018001.1	Potri.015G020700.1	17510	18694	17114	21992	27568	22516	30272	41854
WUAT02018005.1	Potri.014G121000.1	1650	2226	1920	2384	2044	1298	1846	2618
WUAT02018007.1	Potri.014G104500.14	3616	5064	3964	4896	4824	4858	5062	3988
WUAT02018010.1	Potri.008G038200.1	382216	197358	367024	349914	307956	187554	200012	133218
WUAT02018015.1	Potri.010G159400.3	9996	22408	11510	20982	8944	5762	5582	4706
WUAT02018016.1	Potri.008G013300.1	4012	3496	2504	5168	3242	5476	5442	5428
WUAT02018020.1	Potri.001G372300.1	15570	17676	10048	21826	18982	15722	11902	13768
WUAT02018022.1	Potri.013G133550.2	6546	5684	4494	6120	10264	9870	8766	9976
WUAT02018024.1	Potri.013G139112.2	15618	14798	12394	14702	16298	16064	16088	19256
WUAT02018025.1	Potri.005G210100.1	9962	14320	4724	12296	4374	1740	1430	1450
WUAT02018028.1	Potri.001G312800.7	14076	17680	20878	18128	21810	14472	19394	14852
WUAT02018032.1	Potri.004G062000.4	10142	16016	10458	16504	19488	10278	14072	15712
WUAT02018037.1	Potri.018G112400.1	21404	20662	16076	22976	20344	19404	18200	18588
WUAT02018041.1	Potri.005G228500.1	21772	26026	18952	26488	21578	19258	15522	19600
WUAT02018043.1	Potri.008G224210.1	2782	3766	2764	3918	4042	3960	3560	3208
WUAT02018050.1	Potri.010G052500.1	9082	8858	7698	10246	11532	8790	8010	9956
WUAT02018051.1	Potri.014G136000.5	30570	27800	20306	31992	31426	26382	30818	33092
WUAT02018055.1	Potri.005G161366.1	3674	4260	3196	5200	5948	4614	5346	6302
WUAT02018058.1	Potri.013G133550.2	1720	3838	1856	1886	1536	2424	1754	654
WUAT02018059.1	Potri.011G073466.3	38708	24982	64496	62986	45372	26422	20134	17872
WUAT02018060.1	Potri.004G117100.2	3872	6226	5416	6014	5520	6686	4792	6220
WUAT02018061.1	Potri.005G223600.1	7640	10934	6512	9528	13972	12566	7256	8402
WUAT02018064.1	Potri.004G058900.5	8470	12942	9732	16064	11008	8290	9406	12650
WUAT02018069.1	Potri.018G017200.6	21788	28228	24974	28434	29778	27170	32450	34076
WUAT02018071.1	Potri.001G255532.3	1886	3454	4038	3660	3480	3152	2580	2300
WUAT02018073.1	Potri.011G037000.5	6438	822	1022	4066	5720	2762	4730	5858
WUAT02018077.1	Potri.001G149600.1	2548	2666	2268	3072	2854	3766	2738	3650
WUAT02018082.1	Potri.006G222000.1	6190	4648	5292	4822	6404	5912	3978	3956
WUAT02018086.1	Potri.016G067300.2	2818	2214	2244	2470	4198	2850	4484	4898
WUAT02018087.1	Potri.003G115900.4	20182	36396	27650	32048	20678	18008	16542	13180
WUAT02018089.1	Potri.001G180000.2	19982	23372	22728	22036	27248	24250	25030	24204
WUAT02018090.1	Potri.013G133550.2	10	2	16	8	50	20	16	8
WUAT02018091.1	Potri.013G136466.1	30402	30792	23204	32740	42758	34470	34232	37142
WUAT02018092.1	Potri.013G136466.1	3124	3124	4144	6456	5716	3196	5656	7260
WUAT02018103.1	Potri.016G004900.2	44	82	68	100	44	42	72	96
WUAT02018104.1	Potri.004G215400.1	19250	36906	9244	28446	19494	12816	15070	21030
WUAT02018107.1	Potri.013G143400.2	124	74	66	140	206	140	146	428
WUAT02018109.1	Potri.015G108700.2	17558	12890	11298	21446	30738	22108	20458	27842
WUAT02018113.1	Potri.001G441040.1	736	1716	1344	1290	2206	1294	1298	2128
WUAT02018118.1	Potri.006G163301.1	17566	21416	16590	22490	18978	16542	15190	17190
WUAT02018123.1	Potri.001G357100.4	10696	18376	12110	13954	10230	10264	9020	8316
WUAT02018124.1	Potri.004G054400.2	10	94	10	10	2	8	4	8
WUAT02018127.1	Potri.013G151600.1	23666	18490	19320	23156	47396	27500	28132	37630
WUAT02018132.1	Potri.001G113100.1	290118	206070	159402	248384	115980	89294	68698	33516
WUAT02018133.1	Potri.011G070300.1	5628	7122	4698	8672	4228	5734	3798	3158
WUAT02018134.1	Potri.001G272700.2	87196	146682	126186	133926	83830	34128	37628	15002
WUAT02018136.1	Potri.003G006300.1	674	1394	780	1296	1636	970	554	1858
WUAT02018141.1	Potri.015G006000.1	290	650	672	668	618	638	720	830
WUAT02018143.1	Potri.002G038700.1	3724	3588	3452	4228	4168	3812	4658	8292
WUAT02018145.1	Potri.018G014000.4	26242	29314	23560	30364	31572	29862	31412	34784
WUAT02018148.1	Potri.006G166300.1	16546	22816	20338	15988	16996	16582	20916	22448
WUAT02018150.1	Potri.013G133550.2	29866	21568	18346	25814	34782	23014	31330	44004
WUAT02018151.1	Potri.008G152300.4	15782	4644	16378	16390	51658	51362	42056	60906
WUAT02018154.1	Potri.010G000301.1	33576	22302	23824	28728	42080	24948	33592	35136
WUAT02018155.1	Potri.006G215200.3	10524	9624	8318	12942	11412	13146	9612	12258
WUAT02018158.1	Potri.006G190600.4	11102	18980	15898	17408	14660	12746	16868	16216
WUAT02018159.1	Potri.011G074067.1	1426	2486	2604	2632	2256	2322	2008	2068
WUAT02018162.1	Potri.005G203500.2	4374	7844	3188	7802	8550	7090	4766	4924
WUAT02018167.1	Potri.013G143400.2	31946	38140	23528	33946	19458	8312	10526	5886
WUAT02018177.1	Potri.010G152600.4	130756	153748	99736	115820	87586	75842	64732	63632
WUAT02018181.1	Potri.013G133550.2	16526	31538	48092	31696	19850	17246	30766	68846
WUAT02018186.1	Potri.001G289300.1	12544	17068	12702	17612	15234	11072	14914	16544
WUAT02018187.1	Potri.005G111000.1	1236	2334	1466	2438	2818	2680	2034	1880
WUAT02018190.1	Potri.006G130000.2	12234	13780	12182	15616	16176	12640	10934	13468
WUAT02018194.1	Potri.014G017900.1	6338	9440	7042	8880	6822	6040	5718	5650
WUAT02018195.1	Potri.013G127300.6	52	40	16	42	74	34	74	104
WUAT02018197.1	Potri.010G052900.1	0	4	0	0	0	0	4	0
WUAT02018198.1	Potri.019G126901.1	108	110	70	138	264	318	236	332
WUAT02018199.1	Potri.012G007600.1	9152	10030	8804	12480	15932	12498	11930	12674
WUAT02018200.1	Potri.004G125150.1	952	892	938	926	1284	1420	1500	2112
WUAT02018201.1	Potri.001G317200.3	4194	6570	5040	5950	5930	3080	6374	6558
WUAT02018203.1	Potri.011G075051.1	7300	3118	7264	6882	21566	15816	18532	18022
WUAT02018204.1	Potri.015G082283.2	1244	1288	1588	1498	1796	2110	1544	2156
WUAT02018208.1	Potri.011G062100.1	2170	2434	2378	3484	2122	1962	1958	2498
WUAT02018211.1	Potri.006G204500.1	1892	4268	2142	3464	3680	5176	3080	6136
WUAT02018213.1	Potri.003G143200.1	12270	23808	17498	24226	16628	12994	16386	15574
WUAT02018215.1	Potri.001G349300.9	17434	24424	24780	17656	31436	22974	47698	56432
WUAT02018217.1	Potri.001G032000.3	16692	14404	10112	18190	16222	13658	15476	16026
WUAT02018218.1	Potri.019G018400.2	10844	8862	6786	6928	8944	9872	23638	14758
WUAT02018222.1	Potri.007G113300.5	3492	7092	5038	6746	7184	3516	7794	7972
WUAT02018224.1	Potri.013G142232.5	4	6	34	12	20	20	16	22
WUAT02018226.1	Potri.009G084300.1	6146	11228	9294	12566	9806	6472	6808	6764
WUAT02018241.1	Potri.006G202500.1	17724	14890	13354	15298	29164	36076	25762	31946
WUAT02018244.1	Potri.011G113575.1	6340	2114	2340	1406	3272	7238	11306	4042
WUAT02018248.1	Potri.004G013700.3	300	726	316	398	298	248	88	150
WUAT02018250.1	Potri.014G151101.2	392522	84690	269346	290614	230244	173188	251532	291762
WUAT02018253.1	Potri.018G128200.1	128852	134382	111714	130128	195830	146438	135548	171642
WUAT02018254.1	Potri.005G147500.1	17446	8628	10792	47404	20816	17752	44356	66396
WUAT02018258.1	Potri.012G110800.1	42108	42182	39512	44540	40068	38424	37192	38258
WUAT02018261.1	Potri.001G312800.7	44	16	4	20	0	22	0	4
WUAT02018262.1	Potri.001G457000.1	124354	45936	37920	77398	175874	61250	77610	71830
WUAT02018266.1	Potri.002G145750.1	6902	7812	7232	9122	10614	9494	9644	16716
WUAT02018271.1	Potri.010G052500.1	34194	27972	26262	29606	49564	42822	52790	59986
WUAT02018276.1	Potri.001G327300.1	20856	31194	24592	32158	28884	25794	37040	55480
WUAT02018280.1	Potri.017G131000.1	4498	5036	4050	5474	7448	4434	5602	5262
WUAT02018281.1	Potri.009G057800.2	362	314	548	1194	518	238	606	424
WUAT02018285.1	Potri.002G234500.1	646	2132	1088	1874	632	922	1110	792
WUAT02018289.1	Potri.008G151300.3	9030	9498	5946	10216	8540	7578	6418	9034
WUAT02018292.1	Potri.010G052500.1	2	10	0	4	0	0	0	4
WUAT02018294.1	Potri.001G092700.1	222	414	386	152	200	386	260	208
WUAT02018298.1	Potri.013G143400.2	1122	2170	1002	1672	1570	1238	1786	1882
WUAT02018302.1	Potri.013G142760.3	15204	17916	22600	20426	20546	22518	12834	12394
WUAT02018303.1	Potri.013G142232.6	172	588	368	310	2364	62	708	1210
WUAT02018304.1	Potri.005G063500.1	12158	13824	9870	14744	13152	12078	12168	14620
WUAT02018307.1	Potri.019G090600.2	3436	3402	2654	4732	5348	6526	2354	2158
WUAT02018311.1	Potri.001G312800.7	53220	34338	31606	57142	38978	38076	22898	21874
WUAT02018312.1	Potri.010G014500.1	494	998	534	754	844	768	704	762
WUAT02018316.1	Potri.019G015768.1	14576	17866	14200	19244	19336	15922	14368	12432
WUAT02018322.1	Potri.013G068100.3	31432	17980	13112	21894	25608	17950	33056	22724
WUAT02018323.1	Potri.013G142124.1	242	1300	684	1860	1504	834	872	1522
WUAT02018325.1	Potri.010G249900.2	9740	9218	6422	6016	6628	5284	4608	5430
WUAT02018326.1	Potri.004G043200.2	26762	29234	32998	32354	34184	34418	35854	39678
WUAT02018330.1	Potri.004G034100.1	572	512	316	200	268	474	960	1002
WUAT02018335.1	Potri.010G012800.1	15246	22736	24520	19814	23292	26292	32886	35126
WUAT02018336.1	Potri.001G250700.1	44	644	208	216	246	376	8	110
WUAT02018337.1	Potri.013G142760.3	488	608	1142	870	632	532	916	2620
WUAT02018339.1	Potri.016G022400.2	92	320	254	556	118	294	70	70
WUAT02018340.1	Potri.002G166800.1	9280	10008	11700	7610	12964	11472	20170	18044
WUAT02018343.1	Potri.013G143400.2	20244	26330	25402	36094	45866	56858	62068	64458
WUAT02018349.1	Potri.011G126151.1	410	640	582	752	1126	576	3716	5056
WUAT02018356.1	Potri.017G138900.8	16562	26316	34604	17970	31324	25738	54464	45076
WUAT02018357.1	Potri.009G101200.4	2676	4566	2306	4070	4280	6406	5702	8554
WUAT02018361.1	Potri.005G067700.1	30428	30890	25620	34952	34858	29056	32220	34846
WUAT02018362.1	Potri.008G224210.1	852	3778	1148	3782	2014	1958	2240	1920
WUAT02018364.1	Potri.013G139112.2	7346	7494	5054	8622	9238	8602	7748	8712
WUAT02018365.1	Potri.001G278500.1	4354	4506	2252	7660	4784	4708	10926	10760
WUAT02018366.1	Potri.001G230000.4	51938	55706	46630	57014	148886	113652	193182	237092
WUAT02018372.1	Potri.017G086200.1	1954	950	1574	1890	5184	4998	5408	7596
WUAT02018388.1	Potri.013G136466.1	12586	22362	19036	26652	29664	27278	32848	47688
WUAT02018389.1	Potri.011G112800.1	7076	9750	8606	9308	9360	8486	8158	11150
WUAT02018392.1	Potri.001G004800.1	208	856	556	336	462	496	172	182
WUAT02018393.1	Potri.009G109900.3	4618	3260	3320	5200	4404	4262	3502	2818
WUAT02018396.1	Potri.018G141100.2	22080	26856	24226	26734	22784	22788	20568	20728
WUAT02018397.1	Potri.003G112700.1	52112	102388	61782	103080	59742	47694	51038	52150
WUAT02018401.1	Potri.004G101700.4	27990	32534	45730	32568	35504	31906	35136	40014
WUAT02018405.1	Potri.013G143400.2	5648	7152	7528	8268	6862	5856	7832	8330
WUAT02018406.1	Potri.002G203700.1	29092	114436	89076	102404	75120	42296	41664	24612
WUAT02018408.1	Potri.013G133550.2	52	10	14	126	20	26	60	74
WUAT02018410.1	Potri.013G143400.2	32088	38048	25286	45594	33700	32752	27332	32560
WUAT02018411.1	Potri.009G018800.2	7874	14466	9128	18162	14692	9994	11458	8172
WUAT02018415.1	Potri.008G118100.2	12440	20108	10390	20446	16928	10030	11600	16938
WUAT02018418.1	Potri.002G078000.6	2620	4186	3364	3704	3118	2370	3784	4542
WUAT02018419.1	Potri.015G026100.2	278	496	340	262	306	266	280	324
WUAT02018425.1	Potri.012G104900.1	102	348	202	172	392	88	130	90
WUAT02018427.1	Potri.003G115800.7	2752	4524	3318	5208	5452	4266	4436	4454
WUAT02018429.1	Potri.001G019400.1	10746	12142	11972	16020	13580	17006	11584	7956
WUAT02018433.1	Potri.004G154900.3	26512	23116	21096	32012	34840	37584	34960	45292
WUAT02018437.1	Potri.008G096000.9	10280	11470	7434	10420	10212	7808	13826	7028
WUAT02018438.1	Potri.017G142500.1	218	314	438	424	926	890	1342	1534
WUAT02018441.1	Potri.004G105700.1	14372	14480	13792	14876	16638	10380	11386	9820
WUAT02018442.1	Potri.004G207400.1	60656	72340	51202	70940	71082	61406	74316	62700
WUAT02018444.1	Potri.014G185948.1	176	114	268	268	634	508	602	1428
WUAT02018448.1	Potri.009G013900.1	27456	34330	29648	41592	44286	41672	35782	54580
WUAT02018451.1	Potri.004G012100.1	33028	16046	14154	14664	64196	57210	35818	17782
WUAT02018455.1	Potri.008G225001.1	7522	7780	8242	8002	9728	8458	8996	10054
WUAT02018456.1	Potri.013G139080.1	244	1174	2216	1060	4612	4834	2350	11296
WUAT02018459.1	Potri.004G199100.1	4008	5810	5098	6926	5866	6856	6364	6484
WUAT02018464.1	Potri.008G125100.1	29112	56448	39714	56734	38170	33584	31060	28936
WUAT02018465.1	Potri.006G262100.5	15418	20736	30658	20502	22478	20346	28482	33100
WUAT02018466.1	Potri.016G122901.1	1378	228	222	1492	1150	1364	1762	508
WUAT02018469.1	Potri.016G001700.6	7582	14990	9866	15826	8534	5780	8578	4938
WUAT02018474.1	Potri.018G034700.1	7648	6400	4970	7882	9004	6724	3964	6132
WUAT02018476.1	Potri.012G031250.1	0	0	12	6	2	0	0	0
WUAT02018477.1	Potri.008G174500.5	2888	9680	3702	10248	3140	676	1290	944
WUAT02018478.1	Potri.007G099900.2	2378	2764	2810	2876	7804	7590	6186	5232
WUAT02018479.1	Potri.006G145700.7	11426	17868	11234	17944	16484	9228	14988	14330
WUAT02018484.1	Potri.014G095400.1	72	128	142	174	104	112	102	324
WUAT02018487.1	Potri.015G029100.1	8652	9698	6492	8188	9298	7292	13668	11646
WUAT02018491.1	Potri.011G118500.1	3026	3840	2574	3234	1572	1594	2020	2044
WUAT02018492.1	Potri.013G154700.1	550	550	592	746	462	576	318	1644
WUAT02018493.1	Potri.015G071800.3	12732	13158	10536	9870	13266	9574	14562	18700
WUAT02018496.1	Potri.007G056200.1	2110	1930	1446	2080	2390	2540	1858	2514
WUAT02018497.1	Potri.006G123000.1	130	56	16	90	568	298	232	178
WUAT02018501.1	Potri.010G173600.3	9720	10858	7896	11860	10788	10082	11616	12906
WUAT02018505.1	Potri.001G051900.1	18662	24918	17464	25076	22098	18986	23576	24816
WUAT02018507.1	Potri.013G133550.2	44	0	26	150	74	348	114	156
WUAT02018514.1	Potri.017G101100.5	23586	50330	32656	48190	68244	27554	51388	58624
WUAT02018517.1	Potri.002G105100.1	758	230	500	422	486	438	586	254
WUAT02018519.1	Potri.013G088025.1	2148	1530	1504	2048	2548	2314	1706	3044
WUAT02018520.1	Potri.013G139112.2	3642	3700	3608	2940	3558	3330	3842	3868
WUAT02018523.1	Potri.001G148800.5	51732	65772	47446	65880	68824	49046	59032	68348
WUAT02018525.1	Potri.010G076500.1	31750	38590	44194	37262	24246	21350	26232	27974
WUAT02018526.1	Potri.009G044300.1	56	48	60	92	114	32	44	40
WUAT02018528.1	Potri.011G074868.1	1846	2696	2808	3632	2152	2978	2228	3750
WUAT02018532.1	Potri.001G312800.7	31724	38306	28764	38724	33212	29040	28294	33902
WUAT02018533.1	Potri.004G145800.1	18474	43596	30054	43544	31588	19484	20952	18188
WUAT02018537.1	Potri.010G088800.2	916	808	1254	1876	724	494	398	500
WUAT02018540.1	Potri.013G136466.1	360	652	146	594	508	556	952	202
WUAT02018542.1	Potri.006G154400.1	12332	13880	12582	10940	6582	4984	6414	5424
WUAT02018546.1	Potri.006G021400.1	17278	20338	12288	21180	17274	9860	13046	12396
WUAT02018550.1	Potri.008G054700.4	10848	12880	9446	11972	20332	19372	22578	18594
WUAT02018555.1	Potri.003G060300.3	6888	12422	9828	12358	7464	3796	4390	4656
WUAT02018557.1	Potri.003G208400.2	4	0	2	4	0	0	2	0
WUAT02018559.1	Potri.015G069700.3	26132	36058	31196	35690	36496	28050	33442	53412
WUAT02018564.1	Potri.006G129600.1	13308	13972	11958	14648	11704	11358	12048	16636
WUAT02018565.1	Potri.004G178200.1	16652	17886	12330	18704	15046	13628	15412	34092
WUAT02018566.1	Potri.002G099500.1	172398	147186	124290	197088	180472	115384	112342	72012
WUAT02018568.1	Potri.001G270100.2	10286	15534	9528	15572	12808	12912	14806	11478
WUAT02018572.1	Potri.013G155400.1	7940	16820	7830	13842	12550	7480	5112	7638
WUAT02018577.1	Potri.015G072800.4	29608	37838	31352	31524	36250	25558	36038	35684
WUAT02018581.1	Potri.001G305600.1	52680	63762	49772	52994	57626	48986	56140	60926
WUAT02018589.1	Potri.004G083300.2	1036	2024	2044	2052	1582	1024	1454	3220
WUAT02018590.1	Potri.019G024200.4	654	2234	882	2478	2508	962	1160	1610
WUAT02018591.1	Potri.011G073900.2	266	924	52	336	162	42	72	94
WUAT02018593.1	Potri.006G131900.1	12720	22710	16002	14856	15214	13412	16934	18508
WUAT02018595.1	Potri.018G081300.1	32820	45536	31436	49912	41188	29058	37480	40886
WUAT02018599.1	Potri.005G185400.1	27224	31070	23850	30262	25634	18860	20410	22088
WUAT02018603.1	Potri.001G200400.3	432	118	86	198	462	330	858	962
WUAT02018604.1	Potri.013G138300.3	144	266	964	620	1352	1112	406	936
WUAT02018614.1	Potri.013G139112.1	2264	4742	3188	5242	13496	8630	4962	10988
WUAT02018618.1	Potri.009G082300.1	9312	15188	14248	14982	12374	11684	12758	12482
WUAT02018623.1	Potri.015G026100.2	4332	4748	3986	5788	3830	2704	4482	3448
WUAT02018625.1	Potri.005G109900.3	39578	40882	42454	51780	36734	34228	28262	31214
WUAT02018626.1	Potri.006G055300.2	1170	2218	1386	2018	1700	1424	1978	2002
WUAT02018631.1	Potri.013G136466.1	102802	120958	146144	109410	91808	88740	96552	139268
WUAT02018634.1	Potri.014G185804.1	1722	4814	4964	4022	2034	2730	2582	1900
WUAT02018635.1	Potri.017G099100.1	40434	49894	38052	53424	40522	43638	32118	33280
WUAT02018637.1	Potri.013G143400.2	4	90	88	64	28	76	23608	8422
WUAT02018640.1	Potri.009G006900.1	7718	9328	5660	11594	8472	8182	7184	8522
WUAT02018641.1	Potri.013G142124.1	7434	10266	9068	10760	9430	8754	8220	8948
WUAT02018648.1	Potri.008G211500.1	6082	13630	11886	9822	6406	6736	7190	8818
WUAT02018649.1	Potri.013G143400.2	9670	14590	11146	17062	14968	11604	11488	12740
WUAT02018652.1	Potri.014G069800.2	21928	27624	19756	29208	27548	24234	25312	22608
WUAT02018653.1	Potri.014G122600.1	930	1236	1078	2020	2072	2278	1726	1654
WUAT02018658.1	Potri.006G185100.1	32272	53510	40730	40958	40732	37168	32192	38812
WUAT02018662.1	Potri.004G174800.1	208	220	94	350	104	88	76	170
WUAT02018663.1	Potri.013G162200.1	34862	29422	36688	24522	29320	36726	37370	42792
WUAT02018665.1	Potri.005G251800.3	8506	13036	9402	13608	14306	7690	8084	15830
WUAT02018670.1	Potri.013G154900.3	2944	3964	5246	5074	6590	4656	5290	3936
WUAT02018671.1	Potri.011G113575.1	116	48	40	30	44	90	42	66
WUAT02018673.1	Potri.011G074201.1	70	164	114	198	234	106	202	336
WUAT02018674.1	Potri.010G052500.1	818	3626	5750	4708	2638	442	930	184
WUAT02018676.1	Potri.016G051600.1	4588	16266	7898	11950	4714	3120	4516	2746
WUAT02018677.1	Potri.001G040000.1	8	10	26	56	16	34	2	4
WUAT02018680.1	Potri.015G043200.4	18964	19468	20558	23494	22638	22000	20752	25850
WUAT02018682.1	Potri.017G029700.1	6108	9890	5886	12642	3064	1770	2970	1978
WUAT02018685.1	Potri.001G204350.1	116	138	98	380	176	386	546	294
WUAT02018687.1	Potri.010G001400.8	4090	4220	2180	3344	1648	1518	2188	1986
WUAT02018691.1	Potri.013G139112.2	15350	17454	19738	7358	7050	4106	4662	2050
WUAT02018694.1	Potri.015G024200.1	8688	12490	9660	11504	12862	11060	11934	10834
WUAT02018696.1	Potri.005G230800.9	3012	2284	3026	4772	4056	4984	3118	5258
WUAT02018698.1	Potri.007G105300.2	5044	3052	2316	3728	5996	4006	5144	5516
WUAT02018699.1	Potri.001G253900.1	626	1276	1104	1130	1002	832	1234	2008
WUAT02018700.1	Potri.004G090500.1	4578	5138	3882	6412	5882	4922	6934	6976
WUAT02018703.1	Potri.002G231800.1	41764	48876	41662	57384	42152	29678	41280	46844
WUAT02018707.1	Potri.010G052500.1	410	158	198	310	1812	1312	1762	1026
WUAT02018712.1	Potri.007G090150.1	1716	2148	4154	1554	7890	1186	3484	8548
WUAT02018714.1	Potri.013G133550.2	1446	1486	1248	1994	2244	1450	2084	3662
WUAT02018715.1	Potri.013G143400.2	7140	6984	7362	9960	8254	15998	8450	21310
WUAT02018716.1	Potri.005G107066.1	2502	2830	2292	2340	2786	2046	4170	2882
WUAT02018722.1	Potri.010G052500.1	2266	2996	3200	3170	3176	2998	3266	4638
WUAT02018730.1	Potri.006G043166.1	4114	4448	5386	5654	5446	6138	7062	7970
WUAT02018734.1	Potri.007G010700.1	17208	26266	18668	22606	20174	14306	17832	18326
WUAT02018740.1	Potri.013G143400.2	5790	5712	5926	6808	13048	13162	9714	12010
WUAT02018741.1	Potri.012G031250.1	320	176	346	358	348	426	208	1508
WUAT02018746.1	Potri.013G143400.2	106	208	36	18	8	6	16	108
WUAT02018753.1	Potri.014G075200.2	4526	4432	4542	5326	7916	8228	8062	11896
WUAT02018756.1	Potri.002G129100.2	3198	1926	1734	2434	5314	5406	6338	4778
WUAT02018757.1	Potri.007G018500.3	593716	635680	74606	484984	285840	50342	39118	37006
WUAT02018758.1	Potri.010G069700.1	9316	10346	6460	8468	7110	8364	4566	1116
WUAT02018761.1	Potri.012G007400.2	8932	19084	9134	25300	10992	10128	7506	7876
WUAT02018764.1	Potri.010G052500.1	94	134	126	118	124	94	134	188
WUAT02018766.1	Potri.016G083100.8	4818	7870	7348	7262	10152	7382	7044	10462
WUAT02018767.1	Potri.014G000600.1	6566	7054	6214	7380	7106	7680	7002	10758
WUAT02018770.1	Potri.013G143400.2	9434	13086	10250	10790	12548	9952	11296	13854
WUAT02018771.1	Potri.012G110800.1	36	90	94	82	64	72	60	98
WUAT02018775.1	Potri.010G093200.3	19060	21300	18090	18518	18824	15560	16096	18518
WUAT02018776.1	Potri.007G032700.5	34604	35958	15510	26066	18458	6578	13452	12210
WUAT02018777.1	Potri.001G312800.9	0	6	2	4	0	24	0	0
WUAT02018781.1	Potri.005G071600.8	4574	4606	2660	7370	9108	9104	5570	7466
WUAT02018783.1	Potri.010G082000.2	8798	9148	7540	8244	5448	2484	4556	3626
WUAT02018784.1	Potri.006G064300.1	50688	56734	46342	55350	47698	44110	42812	38518
WUAT02018787.1	Potri.010G052500.1	252	122	132	566	236	60	286	410
WUAT02018790.1	Potri.013G142201.1	11532	14314	16050	12590	24002	21994	27574	40142
WUAT02018793.1	Potri.001G259204.1	13118	7572	7334	11266	19810	16358	27542	18546
WUAT02018794.1	Potri.010G052500.1	22264	24394	20688	47886	55042	63398	47640	43554
WUAT02018795.1	Potri.013G163300.2	2980	3640	3848	2696	3210	4280	4838	4960
WUAT02018797.1	Potri.013G139112.2	2834	2272	2020	3064	3038	2358	2192	2266
WUAT02018802.1	Potri.008G193200.2	18508	15118	13058	16920	16268	18778	13332	17560
WUAT02018806.1	Potri.013G138490.1	27648	55966	37738	41156	42374	38292	35680	35232
WUAT02018809.1	Potri.012G104500.1	19872	19614	17878	27862	28106	27662	27606	46190
WUAT02018811.1	Potri.013G142124.1	34106	26386	30850	30674	60396	54192	59690	62890
WUAT02018815.1	Potri.013G142232.6	130	108	124	142	572	464	308	198
WUAT02018816.1	Potri.T124144.1	8056	9460	6984	10304	15846	18260	12914	16710
WUAT02018819.1	Potri.007G015400.2	8	8	2	58	398	144	78	126
WUAT02018824.1	Potri.011G074067.1	28212	17500	19312	32634	48526	35584	55218	50132
WUAT02018825.1	Potri.012G043000.7	798	1802	912	1894	2208	1694	1842	1524
WUAT02018830.1	Potri.013G140260.3	248	188	288	188	150	140	196	162
WUAT02018833.1	Potri.002G117500.1	15820	17848	13682	19946	17104	18160	17092	18512
WUAT02018837.1	Potri.010G254700.15	36	218	86	318	90	26	240	102
WUAT02018843.1	Potri.015G048800.3	12736	16228	11712	18590	16384	17932	15064	17122
WUAT02018847.1	Potri.009G075900.1	34830	49102	32316	48854	34466	27728	32416	27258
